ED,Reported As,Reporting,Michael A. Walrond Jr.,Adriano Espaillat,Charles B. Rangel,Scattered,Yolanda Garcia,Total Votes,p_Michael A. Walrond Jr.,p_Adriano Espaillat,p_Charles B. Rangel,p_Scattered,p_Yolanda Garcia,winner,winner_p
68032,68032,100,3,11,40,0,0,54,0.05555555555555555,0.2037037037037037,0.7407407407407407,0.0,0.0,Charles B. Rangel,0.7407407407407407
68033,68033,100,11,34,80,1,2,128,0.0859375,0.265625,0.625,0.0078125,0.015625,Charles B. Rangel,0.625
68034,68034,100,19,10,72,0,0,101,0.18811881188118812,0.09900990099009901,0.7128712871287128,0.0,0.0,Charles B. Rangel,0.7128712871287128
68035,68035,100,6,22,46,1,0,75,0.08,0.29333333333333333,0.6133333333333333,0.013333333333333334,0.0,Charles B. Rangel,0.6133333333333333
68036,68036,100,10,37,76,0,0,123,0.08130081300813008,0.3008130081300813,0.6178861788617886,0.0,0.0,Charles B. Rangel,0.6178861788617886
68037,68037,100,5,44,61,1,2,113,0.04424778761061947,0.3893805309734513,0.5398230088495575,0.008849557522123894,0.017699115044247787,Charles B. Rangel,0.5398230088495575
68038,68038,100,2,11,16,0,1,30,0.06666666666666667,0.36666666666666664,0.5333333333333333,0.0,0.03333333333333333,Charles B. Rangel,0.5333333333333333
68039,68039,100,4,26,34,0,1,65,0.06153846153846154,0.4,0.5230769230769231,0.0,0.015384615384615385,Charles B. Rangel,0.5230769230769231
68040,68040,100,8,30,75,1,1,115,0.06956521739130435,0.2608695652173913,0.6521739130434783,0.008695652173913044,0.008695652173913044,Charles B. Rangel,0.6521739130434783
68041,68041,100,13,31,88,1,2,135,0.0962962962962963,0.22962962962962963,0.6518518518518519,0.007407407407407408,0.014814814814814815,Charles B. Rangel,0.6518518518518519
68042,68042,100,13,22,72,0,3,110,0.11818181818181818,0.2,0.6545454545454545,0.0,0.02727272727272727,Charles B. Rangel,0.6545454545454545
68043,68043,100,11,16,46,0,3,76,0.14473684210526316,0.21052631578947367,0.6052631578947368,0.0,0.039473684210526314,Charles B. Rangel,0.6052631578947368
68044,68044,100,2,18,44,0,2,66,0.030303030303030304,0.2727272727272727,0.6666666666666666,0.0,0.030303030303030304,Charles B. Rangel,0.6666666666666666
68045,68045,100,1,22,24,0,0,47,0.02127659574468085,0.46808510638297873,0.5106382978723404,0.0,0.0,Charles B. Rangel,0.5106382978723404
68046,68046,100,4,29,33,0,2,68,0.058823529411764705,0.4264705882352941,0.4852941176470588,0.0,0.029411764705882353,Charles B. Rangel,0.4852941176470588
68047,68047,100,1,19,44,0,0,64,0.015625,0.296875,0.6875,0.0,0.0,Charles B. Rangel,0.6875
68048,68048,100,7,24,41,0,1,73,0.0958904109589041,0.3287671232876712,0.5616438356164384,0.0,0.0136986301369863,Charles B. Rangel,0.5616438356164384
68049,68049,100,2,19,60,0,0,81,0.024691358024691357,0.2345679012345679,0.7407407407407407,0.0,0.0,Charles B. Rangel,0.7407407407407407
68050,68050,100,11,19,103,0,4,137,0.08029197080291971,0.1386861313868613,0.7518248175182481,0.0,0.029197080291970802,Charles B. Rangel,0.7518248175182481
68051,68051,100,14,18,94,0,0,126,0.1111111111111111,0.14285714285714285,0.746031746031746,0.0,0.0,Charles B. Rangel,0.746031746031746
68052,68052,100,8,15,113,0,0,136,0.058823529411764705,0.11029411764705882,0.8308823529411765,0.0,0.0,Charles B. Rangel,0.8308823529411765
68053,68053,100,9,9,62,1,3,84,0.10714285714285714,0.10714285714285714,0.7380952380952381,0.011904761904761904,0.03571428571428571,Charles B. Rangel,0.7380952380952381
68054,68054,100,5,34,31,1,4,75,0.06666666666666667,0.4533333333333333,0.41333333333333333,0.013333333333333334,0.05333333333333334,Adriano Espaillat,0.4533333333333333
68055,68055,100,3,39,35,1,1,79,0.0379746835443038,0.4936708860759494,0.4430379746835443,0.012658227848101266,0.012658227848101266,Adriano Espaillat,0.4936708860759494
68056,68056,100,9,19,29,0,2,59,0.15254237288135594,0.3220338983050847,0.4915254237288136,0.0,0.03389830508474576,Charles B. Rangel,0.4915254237288136
68057,68057,100,18,24,97,1,1,141,0.1276595744680851,0.1702127659574468,0.6879432624113475,0.0070921985815602835,0.0070921985815602835,Charles B. Rangel,0.6879432624113475
68058,68058,100,13,15,45,0,1,74,0.17567567567567569,0.20270270270270271,0.6081081081081081,0.0,0.013513513513513514,Charles B. Rangel,0.6081081081081081
68059,68059,100,28,23,83,1,1,136,0.20588235294117646,0.16911764705882354,0.6102941176470589,0.007352941176470588,0.007352941176470588,Charles B. Rangel,0.6102941176470589
68060,68060,100,26,21,69,1,0,117,0.2222222222222222,0.1794871794871795,0.5897435897435898,0.008547008547008548,0.0,Charles B. Rangel,0.5897435897435898
68061,68061,100,13,17,79,0,1,110,0.11818181818181818,0.15454545454545454,0.7181818181818181,0.0,0.00909090909090909,Charles B. Rangel,0.7181818181818181
68062,68062,100,6,27,41,2,0,76,0.07894736842105263,0.35526315789473684,0.5394736842105263,0.02631578947368421,0.0,Charles B. Rangel,0.5394736842105263
68063,68063,100,11,27,70,0,1,109,0.10091743119266056,0.24770642201834864,0.6422018348623854,0.0,0.009174311926605505,Charles B. Rangel,0.6422018348623854
68064,68064,100,4,19,40,0,1,64,0.0625,0.296875,0.625,0.0,0.015625,Charles B. Rangel,0.625
68065,68065,100,3,25,37,2,0,67,0.04477611940298507,0.373134328358209,0.5522388059701493,0.029850746268656716,0.0,Charles B. Rangel,0.5522388059701493
68066,68066,100,6,31,73,1,1,112,0.05357142857142857,0.2767857142857143,0.6517857142857143,0.008928571428571428,0.008928571428571428,Charles B. Rangel,0.6517857142857143
68067,68067,100,5,17,28,0,1,51,0.09803921568627451,0.3333333333333333,0.5490196078431373,0.0,0.0196078431372549,Charles B. Rangel,0.5490196078431373
68068,68068,100,7,12,42,0,1,62,0.11290322580645161,0.1935483870967742,0.6774193548387096,0.0,0.016129032258064516,Charles B. Rangel,0.6774193548387096
68069,68069,100,10,30,54,1,3,98,0.10204081632653061,0.30612244897959184,0.5510204081632653,0.01020408163265306,0.030612244897959183,Charles B. Rangel,0.5510204081632653
68070,68070,100,4,16,35,0,0,55,0.07272727272727272,0.2909090909090909,0.6363636363636364,0.0,0.0,Charles B. Rangel,0.6363636363636364
68071,68071,100,6,27,31,0,1,65,0.09230769230769231,0.4153846153846154,0.47692307692307695,0.0,0.015384615384615385,Charles B. Rangel,0.47692307692307695
68072,68072,100,1,14,25,0,0,40,0.025,0.35,0.625,0.0,0.0,Charles B. Rangel,0.625
68073,68073,100,3,17,45,2,0,67,0.04477611940298507,0.2537313432835821,0.6716417910447762,0.029850746268656716,0.0,Charles B. Rangel,0.6716417910447762
68074,68074,100,11,24,39,0,1,75,0.14666666666666667,0.32,0.52,0.0,0.013333333333333334,Charles B. Rangel,0.52
68075,68075,100,5,39,48,0,4,96,0.052083333333333336,0.40625,0.5,0.0,0.041666666666666664,Charles B. Rangel,0.5
68076,68076,100,6,32,39,0,0,77,0.07792207792207792,0.4155844155844156,0.5064935064935064,0.0,0.0,Charles B. Rangel,0.5064935064935064
68077,68077,100,2,12,29,0,0,43,0.046511627906976744,0.27906976744186046,0.6744186046511628,0.0,0.0,Charles B. Rangel,0.6744186046511628
68078,68078,100,9,31,57,0,1,98,0.09183673469387756,0.3163265306122449,0.5816326530612245,0.0,0.01020408163265306,Charles B. Rangel,0.5816326530612245
68079,68079,100,6,25,27,1,4,63,0.09523809523809523,0.3968253968253968,0.42857142857142855,0.015873015873015872,0.06349206349206349,Charles B. Rangel,0.42857142857142855
68080,68080,100,25,40,71,1,2,139,0.17985611510791366,0.28776978417266186,0.5107913669064749,0.007194244604316547,0.014388489208633094,Charles B. Rangel,0.5107913669064749
68081,68081,100,7,8,13,0,0,28,0.25,0.2857142857142857,0.4642857142857143,0.0,0.0,Charles B. Rangel,0.4642857142857143
68082,68082,100,16,15,116,0,2,149,0.10738255033557047,0.10067114093959731,0.7785234899328859,0.0,0.013422818791946308,Charles B. Rangel,0.7785234899328859
68083,68083,100,16,21,81,0,0,118,0.13559322033898305,0.17796610169491525,0.6864406779661016,0.0,0.0,Charles B. Rangel,0.6864406779661016
68084,68084,100,8,22,72,0,2,104,0.07692307692307693,0.21153846153846154,0.6923076923076923,0.0,0.019230769230769232,Charles B. Rangel,0.6923076923076923
68085,68085,100,23,25,89,1,1,139,0.16546762589928057,0.17985611510791366,0.6402877697841727,0.007194244604316547,0.007194244604316547,Charles B. Rangel,0.6402877697841727
68086,68086,100,0,3,23,0,2,28,0.0,0.10714285714285714,0.8214285714285714,0.0,0.07142857142857142,Charles B. Rangel,0.8214285714285714
68087,68087,100,17,47,78,0,1,143,0.11888111888111888,0.32867132867132864,0.5454545454545454,0.0,0.006993006993006993,Charles B. Rangel,0.5454545454545454
68088,68088,100,5,9,85,0,0,99,0.050505050505050504,0.09090909090909091,0.8585858585858586,0.0,0.0,Charles B. Rangel,0.8585858585858586
68089,68089,100,8,22,144,0,1,175,0.045714285714285714,0.12571428571428572,0.8228571428571428,0.0,0.005714285714285714,Charles B. Rangel,0.8228571428571428
68090,68090,100,4,15,56,0,0,75,0.05333333333333334,0.2,0.7466666666666667,0.0,0.0,Charles B. Rangel,0.7466666666666667
68091,68091,100,9,12,33,0,1,55,0.16363636363636364,0.21818181818181817,0.6,0.0,0.01818181818181818,Charles B. Rangel,0.6
68092,68092,100,4,18,40,0,0,62,0.06451612903225806,0.2903225806451613,0.6451612903225806,0.0,0.0,Charles B. Rangel,0.6451612903225806
68093,68093,100,14,18,89,1,1,123,0.11382113821138211,0.14634146341463414,0.7235772357723578,0.008130081300813009,0.008130081300813009,Charles B. Rangel,0.7235772357723578
68095,68077,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
68096,68096,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
68097,68097,100,2,6,21,0,3,32,0.0625,0.1875,0.65625,0.0,0.09375,Charles B. Rangel,0.65625
68098,68098,100,6,19,33,1,8,67,0.08955223880597014,0.2835820895522388,0.4925373134328358,0.014925373134328358,0.11940298507462686,Charles B. Rangel,0.4925373134328358
68099,68099,100,7,26,39,0,2,74,0.0945945945945946,0.35135135135135137,0.527027027027027,0.0,0.02702702702702703,Charles B. Rangel,0.527027027027027
68100,68100,100,6,31,84,1,2,124,0.04838709677419355,0.25,0.6774193548387096,0.008064516129032258,0.016129032258064516,Charles B. Rangel,0.6774193548387096
68101,68101,100,4,10,57,0,0,71,0.056338028169014086,0.14084507042253522,0.8028169014084507,0.0,0.0,Charles B. Rangel,0.8028169014084507
68200,68200,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
68202,68035,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
68203,68203,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
68204,68035,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
68206,68077,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
68207,68203,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
69053,69053,100,10,31,62,0,0,103,0.0970873786407767,0.30097087378640774,0.6019417475728155,0.0,0.0,Charles B. Rangel,0.6019417475728155
69054,69054,100,4,32,65,1,2,104,0.038461538461538464,0.3076923076923077,0.625,0.009615384615384616,0.019230769230769232,Charles B. Rangel,0.625
69055,69055,100,2,54,90,2,2,150,0.013333333333333334,0.36,0.6,0.013333333333333334,0.013333333333333334,Charles B. Rangel,0.6
69056,69056,100,4,24,41,0,0,69,0.057971014492753624,0.34782608695652173,0.5942028985507246,0.0,0.0,Charles B. Rangel,0.5942028985507246
69057,69057,100,2,56,86,0,2,146,0.0136986301369863,0.3835616438356164,0.589041095890411,0.0,0.0136986301369863,Charles B. Rangel,0.589041095890411
69067,69067,100,6,26,21,0,0,53,0.11320754716981132,0.49056603773584906,0.39622641509433965,0.0,0.0,Adriano Espaillat,0.49056603773584906
69068,69068,100,7,41,56,0,2,106,0.0660377358490566,0.3867924528301887,0.5283018867924528,0.0,0.018867924528301886,Charles B. Rangel,0.5283018867924528
69069,69069,100,6,53,81,1,2,143,0.04195804195804196,0.3706293706293706,0.5664335664335665,0.006993006993006993,0.013986013986013986,Charles B. Rangel,0.5664335664335665
69070,69070,100,2,13,23,0,2,40,0.05,0.325,0.575,0.0,0.05,Charles B. Rangel,0.575
69074,69074,100,6,44,46,0,1,97,0.061855670103092786,0.4536082474226804,0.4742268041237113,0.0,0.010309278350515464,Charles B. Rangel,0.4742268041237113
69075,69075,100,2,34,41,0,0,77,0.025974025974025976,0.44155844155844154,0.5324675324675324,0.0,0.0,Charles B. Rangel,0.5324675324675324
69076,69076,100,1,51,15,0,0,67,0.014925373134328358,0.7611940298507462,0.22388059701492538,0.0,0.0,Adriano Espaillat,0.7611940298507462
69080,69080,100,9,66,57,0,1,133,0.06766917293233082,0.49624060150375937,0.42857142857142855,0.0,0.007518796992481203,Adriano Espaillat,0.49624060150375937
69081,69081,100,6,49,79,0,3,137,0.043795620437956206,0.35766423357664234,0.5766423357664233,0.0,0.021897810218978103,Charles B. Rangel,0.5766423357664233
69082,69082,100,10,15,57,0,0,82,0.12195121951219512,0.18292682926829268,0.6951219512195121,0.0,0.0,Charles B. Rangel,0.6951219512195121
69083,69083,100,17,59,136,0,0,212,0.08018867924528301,0.2783018867924528,0.6415094339622641,0.0,0.0,Charles B. Rangel,0.6415094339622641
69098,69098,100,8,30,50,0,2,90,0.08888888888888889,0.3333333333333333,0.5555555555555556,0.0,0.022222222222222223,Charles B. Rangel,0.5555555555555556
69099,69099,100,9,94,143,2,6,254,0.03543307086614173,0.3700787401574803,0.562992125984252,0.007874015748031496,0.023622047244094488,Charles B. Rangel,0.562992125984252
69100,69100,100,15,50,110,2,5,182,0.08241758241758242,0.27472527472527475,0.6043956043956044,0.01098901098901099,0.027472527472527472,Charles B. Rangel,0.6043956043956044
69101,69101,100,13,55,115,0,2,185,0.07027027027027027,0.2972972972972973,0.6216216216216216,0.0,0.010810810810810811,Charles B. Rangel,0.6216216216216216
69102,69102,100,17,39,78,0,1,135,0.1259259259259259,0.28888888888888886,0.5777777777777777,0.0,0.007407407407407408,Charles B. Rangel,0.5777777777777777
69103,69103,100,14,53,114,0,1,182,0.07692307692307693,0.29120879120879123,0.6263736263736264,0.0,0.005494505494505495,Charles B. Rangel,0.6263736263736264
69200,69082,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
70001,70001,100,30,27,83,1,1,142,0.2112676056338028,0.19014084507042253,0.5845070422535211,0.007042253521126761,0.007042253521126761,Charles B. Rangel,0.5845070422535211
70002,70002,100,15,9,44,0,2,70,0.21428571428571427,0.12857142857142856,0.6285714285714286,0.0,0.02857142857142857,Charles B. Rangel,0.6285714285714286
70003,70003,100,35,18,90,1,4,148,0.23648648648648649,0.12162162162162163,0.6081081081081081,0.006756756756756757,0.02702702702702703,Charles B. Rangel,0.6081081081081081
70004,70004,100,52,12,74,2,0,140,0.37142857142857144,0.08571428571428572,0.5285714285714286,0.014285714285714285,0.0,Charles B. Rangel,0.5285714285714286
70005,70005,100,27,34,106,0,1,168,0.16071428571428573,0.20238095238095238,0.6309523809523809,0.0,0.005952380952380952,Charles B. Rangel,0.6309523809523809
70006,70006,100,29,19,39,0,0,87,0.3333333333333333,0.21839080459770116,0.4482758620689655,0.0,0.0,Charles B. Rangel,0.4482758620689655
70007,70007,100,59,25,53,0,0,137,0.4306569343065693,0.18248175182481752,0.38686131386861317,0.0,0.0,Michael A. Walrond Jr.,0.4306569343065693
70008,70008,100,53,19,80,0,1,153,0.3464052287581699,0.12418300653594772,0.5228758169934641,0.0,0.006535947712418301,Charles B. Rangel,0.5228758169934641
70009,70009,100,41,34,112,1,3,191,0.21465968586387435,0.17801047120418848,0.5863874345549738,0.005235602094240838,0.015706806282722512,Charles B. Rangel,0.5863874345549738
70010,70010,100,52,16,122,0,2,192,0.2708333333333333,0.08333333333333333,0.6354166666666666,0.0,0.010416666666666666,Charles B. Rangel,0.6354166666666666
70011,70011,100,48,19,78,0,1,146,0.3287671232876712,0.13013698630136986,0.5342465753424658,0.0,0.00684931506849315,Charles B. Rangel,0.5342465753424658
70012,70012,100,26,18,45,0,0,89,0.29213483146067415,0.20224719101123595,0.5056179775280899,0.0,0.0,Charles B. Rangel,0.5056179775280899
70013,70013,100,19,9,50,0,2,80,0.2375,0.1125,0.625,0.0,0.025,Charles B. Rangel,0.625
70014,70014,100,24,36,46,0,1,107,0.22429906542056074,0.3364485981308411,0.42990654205607476,0.0,0.009345794392523364,Charles B. Rangel,0.42990654205607476
70015,70015,100,29,23,67,0,0,119,0.24369747899159663,0.19327731092436976,0.5630252100840336,0.0,0.0,Charles B. Rangel,0.5630252100840336
70016,70016,100,44,24,88,2,0,158,0.27848101265822783,0.1518987341772152,0.5569620253164557,0.012658227848101266,0.0,Charles B. Rangel,0.5569620253164557
70017,70017,100,39,19,68,2,1,129,0.3023255813953488,0.14728682170542637,0.5271317829457365,0.015503875968992248,0.007751937984496124,Charles B. Rangel,0.5271317829457365
70018,70018,100,30,9,35,0,0,74,0.40540540540540543,0.12162162162162163,0.47297297297297297,0.0,0.0,Charles B. Rangel,0.47297297297297297
70019,70019,100,41,28,103,1,2,175,0.2342857142857143,0.16,0.5885714285714285,0.005714285714285714,0.011428571428571429,Charles B. Rangel,0.5885714285714285
70020,70020,100,25,21,105,2,1,154,0.16233766233766234,0.13636363636363635,0.6818181818181818,0.012987012987012988,0.006493506493506494,Charles B. Rangel,0.6818181818181818
70021,70021,100,27,11,84,2,8,132,0.20454545454545456,0.08333333333333333,0.6363636363636364,0.015151515151515152,0.06060606060606061,Charles B. Rangel,0.6363636363636364
70022,70022,100,29,23,73,1,0,126,0.23015873015873015,0.18253968253968253,0.5793650793650794,0.007936507936507936,0.0,Charles B. Rangel,0.5793650793650794
70023,70023,100,18,12,90,0,2,122,0.14754098360655737,0.09836065573770492,0.7377049180327869,0.0,0.01639344262295082,Charles B. Rangel,0.7377049180327869
70024,70024,100,23,20,106,0,0,149,0.15436241610738255,0.1342281879194631,0.7114093959731543,0.0,0.0,Charles B. Rangel,0.7114093959731543
70025,70025,100,23,25,86,0,0,134,0.17164179104477612,0.1865671641791045,0.6417910447761194,0.0,0.0,Charles B. Rangel,0.6417910447761194
70026,70026,100,25,23,132,0,2,182,0.13736263736263737,0.12637362637362637,0.7252747252747253,0.0,0.01098901098901099,Charles B. Rangel,0.7252747252747253
70027,70027,100,18,14,82,2,3,119,0.15126050420168066,0.11764705882352941,0.6890756302521008,0.01680672268907563,0.025210084033613446,Charles B. Rangel,0.6890756302521008
70028,70028,100,21,21,74,1,0,117,0.1794871794871795,0.1794871794871795,0.6324786324786325,0.008547008547008548,0.0,Charles B. Rangel,0.6324786324786325
70029,70029,100,37,17,84,0,2,140,0.2642857142857143,0.12142857142857143,0.6,0.0,0.014285714285714285,Charles B. Rangel,0.6
70030,70030,100,23,30,82,1,1,137,0.1678832116788321,0.21897810218978103,0.5985401459854015,0.0072992700729927005,0.0072992700729927005,Charles B. Rangel,0.5985401459854015
70031,70031,100,13,13,82,0,0,108,0.12037037037037036,0.12037037037037036,0.7592592592592593,0.0,0.0,Charles B. Rangel,0.7592592592592593
70032,70032,100,11,10,47,0,0,68,0.16176470588235295,0.14705882352941177,0.6911764705882353,0.0,0.0,Charles B. Rangel,0.6911764705882353
70033,70033,100,9,5,59,0,0,73,0.1232876712328767,0.0684931506849315,0.8082191780821918,0.0,0.0,Charles B. Rangel,0.8082191780821918
70034,70034,100,20,10,103,0,0,133,0.15037593984962405,0.07518796992481203,0.7744360902255639,0.0,0.0,Charles B. Rangel,0.7744360902255639
70035,70035,100,21,17,89,0,1,128,0.1640625,0.1328125,0.6953125,0.0,0.0078125,Charles B. Rangel,0.6953125
70036,70036,100,18,13,113,1,2,147,0.12244897959183673,0.08843537414965986,0.7687074829931972,0.006802721088435374,0.013605442176870748,Charles B. Rangel,0.7687074829931972
70037,70037,100,16,27,93,0,0,136,0.11764705882352941,0.19852941176470587,0.6838235294117647,0.0,0.0,Charles B. Rangel,0.6838235294117647
70038,70038,100,5,16,73,0,0,94,0.05319148936170213,0.1702127659574468,0.776595744680851,0.0,0.0,Charles B. Rangel,0.776595744680851
70039,70039,100,14,9,79,2,3,107,0.1308411214953271,0.08411214953271028,0.7383177570093458,0.018691588785046728,0.028037383177570093,Charles B. Rangel,0.7383177570093458
70040,70040,100,44,16,210,1,0,271,0.16236162361623616,0.05904059040590406,0.7749077490774908,0.0036900369003690036,0.0,Charles B. Rangel,0.7749077490774908
70041,70041,100,45,14,202,1,0,262,0.1717557251908397,0.05343511450381679,0.7709923664122137,0.003816793893129771,0.0,Charles B. Rangel,0.7709923664122137
70042,70042,100,35,13,113,0,1,162,0.21604938271604937,0.08024691358024691,0.6975308641975309,0.0,0.006172839506172839,Charles B. Rangel,0.6975308641975309
70043,70043,100,26,21,115,0,0,162,0.16049382716049382,0.12962962962962962,0.7098765432098766,0.0,0.0,Charles B. Rangel,0.7098765432098766
70044,70044,100,22,14,103,0,1,140,0.15714285714285714,0.1,0.7357142857142858,0.0,0.007142857142857143,Charles B. Rangel,0.7357142857142858
70045,70045,100,21,7,97,0,2,127,0.16535433070866143,0.05511811023622047,0.7637795275590551,0.0,0.015748031496062992,Charles B. Rangel,0.7637795275590551
70046,70046,100,38,16,218,0,0,272,0.13970588235294118,0.058823529411764705,0.8014705882352942,0.0,0.0,Charles B. Rangel,0.8014705882352942
70047,70047,100,16,13,122,0,0,151,0.10596026490066225,0.08609271523178808,0.8079470198675497,0.0,0.0,Charles B. Rangel,0.8079470198675497
70048,70048,100,25,21,125,1,0,172,0.14534883720930233,0.12209302325581395,0.7267441860465116,0.005813953488372093,0.0,Charles B. Rangel,0.7267441860465116
70049,70049,100,24,22,75,1,0,122,0.19672131147540983,0.18032786885245902,0.6147540983606558,0.00819672131147541,0.0,Charles B. Rangel,0.6147540983606558
70050,70050,100,24,13,129,2,0,168,0.14285714285714285,0.07738095238095238,0.7678571428571429,0.011904761904761904,0.0,Charles B. Rangel,0.7678571428571429
70051,70051,100,9,8,46,0,2,65,0.13846153846153847,0.12307692307692308,0.7076923076923077,0.0,0.03076923076923077,Charles B. Rangel,0.7076923076923077
70052,70052,100,24,10,80,3,0,117,0.20512820512820512,0.08547008547008547,0.6837606837606838,0.02564102564102564,0.0,Charles B. Rangel,0.6837606837606838
70053,70053,100,41,24,152,0,2,219,0.1872146118721461,0.1095890410958904,0.6940639269406392,0.0,0.0091324200913242,Charles B. Rangel,0.6940639269406392
70054,70054,100,66,10,230,1,0,307,0.21498371335504887,0.03257328990228013,0.749185667752443,0.003257328990228013,0.0,Charles B. Rangel,0.749185667752443
70055,70055,100,25,6,68,1,0,100,0.25,0.06,0.68,0.01,0.0,Charles B. Rangel,0.68
70056,70056,100,33,13,133,3,1,183,0.18032786885245902,0.07103825136612021,0.726775956284153,0.01639344262295082,0.00546448087431694,Charles B. Rangel,0.726775956284153
70057,70057,100,16,10,57,0,0,83,0.1927710843373494,0.12048192771084337,0.6867469879518072,0.0,0.0,Charles B. Rangel,0.6867469879518072
70058,70058,100,24,14,96,0,4,138,0.17391304347826086,0.10144927536231885,0.6956521739130435,0.0,0.028985507246376812,Charles B. Rangel,0.6956521739130435
70059,70059,100,17,8,56,0,0,81,0.20987654320987653,0.09876543209876543,0.691358024691358,0.0,0.0,Charles B. Rangel,0.691358024691358
70060,70060,100,29,18,64,0,1,112,0.25892857142857145,0.16071428571428573,0.5714285714285714,0.0,0.008928571428571428,Charles B. Rangel,0.5714285714285714
70061,70061,100,21,26,96,1,0,144,0.14583333333333334,0.18055555555555555,0.6666666666666666,0.006944444444444444,0.0,Charles B. Rangel,0.6666666666666666
70062,70062,100,23,33,91,2,4,153,0.1503267973856209,0.21568627450980393,0.5947712418300654,0.013071895424836602,0.026143790849673203,Charles B. Rangel,0.5947712418300654
70063,70063,100,26,11,59,0,0,96,0.2708333333333333,0.11458333333333333,0.6145833333333334,0.0,0.0,Charles B. Rangel,0.6145833333333334
70090,70090,100,2,3,29,1,0,35,0.05714285714285714,0.08571428571428572,0.8285714285714286,0.02857142857142857,0.0,Charles B. Rangel,0.8285714285714286
70066,70090,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
70067,70067,100,5,54,47,3,1,110,0.045454545454545456,0.4909090909090909,0.42727272727272725,0.02727272727272727,0.00909090909090909,Adriano Espaillat,0.4909090909090909
70068,70068,100,4,39,33,1,4,81,0.04938271604938271,0.48148148148148145,0.4074074074074074,0.012345679012345678,0.04938271604938271,Adriano Espaillat,0.48148148148148145
70069,70069,100,6,11,17,0,0,34,0.17647058823529413,0.3235294117647059,0.5,0.0,0.0,Charles B. Rangel,0.5
70070,70070,100,1,30,30,1,1,63,0.015873015873015872,0.47619047619047616,0.47619047619047616,0.015873015873015872,0.015873015873015872,Tie,0.47619047619047616
70071,70071,100,10,81,79,1,4,175,0.05714285714285714,0.46285714285714286,0.4514285714285714,0.005714285714285714,0.022857142857142857,Adriano Espaillat,0.46285714285714286
70072,70072,100,10,101,77,1,4,193,0.05181347150259067,0.5233160621761658,0.39896373056994816,0.0051813471502590676,0.02072538860103627,Adriano Espaillat,0.5233160621761658
70073,70073,100,7,17,24,0,1,49,0.14285714285714285,0.3469387755102041,0.4897959183673469,0.0,0.02040816326530612,Charles B. Rangel,0.4897959183673469
70074,70074,100,21,18,90,1,1,131,0.16030534351145037,0.13740458015267176,0.6870229007633588,0.007633587786259542,0.007633587786259542,Charles B. Rangel,0.6870229007633588
70075,70075,100,11,22,93,1,0,127,0.08661417322834646,0.1732283464566929,0.7322834645669292,0.007874015748031496,0.0,Charles B. Rangel,0.7322834645669292
70076,70076,100,3,26,58,0,0,87,0.034482758620689655,0.2988505747126437,0.6666666666666666,0.0,0.0,Charles B. Rangel,0.6666666666666666
70077,70077,100,6,26,27,1,0,60,0.1,0.43333333333333335,0.45,0.016666666666666666,0.0,Charles B. Rangel,0.45
70078,70078,100,1,28,11,0,0,40,0.025,0.7,0.275,0.0,0.0,Adriano Espaillat,0.7
70079,70079,100,1,62,12,0,1,76,0.013157894736842105,0.8157894736842105,0.15789473684210525,0.0,0.013157894736842105,Adriano Espaillat,0.8157894736842105
70080,70080,100,3,81,33,0,0,117,0.02564102564102564,0.6923076923076923,0.28205128205128205,0.0,0.0,Adriano Espaillat,0.6923076923076923
70081,70081,100,3,62,23,0,0,88,0.03409090909090909,0.7045454545454546,0.26136363636363635,0.0,0.0,Adriano Espaillat,0.7045454545454546
70082,70082,100,0,59,19,0,0,78,0.0,0.7564102564102564,0.24358974358974358,0.0,0.0,Adriano Espaillat,0.7564102564102564
70083,70083,100,0,48,10,0,0,58,0.0,0.8275862068965517,0.1724137931034483,0.0,0.0,Adriano Espaillat,0.8275862068965517
70084,70084,100,2,69,21,0,1,93,0.021505376344086023,0.7419354838709677,0.22580645161290322,0.0,0.010752688172043012,Adriano Espaillat,0.7419354838709677
70085,70085,100,18,76,161,1,0,256,0.0703125,0.296875,0.62890625,0.00390625,0.0,Charles B. Rangel,0.62890625
70086,70086,100,2,101,40,1,2,146,0.0136986301369863,0.6917808219178082,0.273972602739726,0.00684931506849315,0.0136986301369863,Adriano Espaillat,0.6917808219178082
70087,70087,100,5,116,43,0,1,165,0.030303030303030304,0.703030303030303,0.2606060606060606,0.0,0.006060606060606061,Adriano Espaillat,0.703030303030303
70088,70088,100,6,23,24,0,2,55,0.10909090909090909,0.41818181818181815,0.43636363636363634,0.0,0.03636363636363636,Charles B. Rangel,0.43636363636363634
70089,70089,100,12,17,57,0,1,87,0.13793103448275862,0.19540229885057472,0.6551724137931034,0.0,0.011494252873563218,Charles B. Rangel,0.6551724137931034
