ED,Reported As,Reporting,Jennifer M. Berkley,Gloria Campbell,Scattered,Jean Folkes,Total Votes,p_Jennifer M. Berkley,p_Gloria Campbell,p_Scattered,p_Jean Folkes,winner,winner_p
42023,42023,100,34,32,4,30,100,0.34,0.32,0.04,0.3,Jennifer M. Berkley,0.34
