ED,Reported As,Reporting,Oster Bryan,Eddie Barnett,Lloyd Hicks,Total Votes,p_Oster Bryan,p_Eddie Barnett,p_Lloyd Hicks,winner,winner_p
33057,33057,100,56,47,44,147,0.38095238095238093,0.3197278911564626,0.29931972789115646,Oster Bryan,0.38095238095238093
