ED,Reported As,Reporting,Mirra Astakhova,Tara Siegelman,Total Votes,p_Mirra Astakhova,p_Tara Siegelman,winner,winner_p
45015,45015,100,1,10,11,0.09090909090909091,0.9090909090909091,Tara Siegelman,0.9090909090909091
