ED,Reported As,Reporting,Thelma Munnerlyn,Sabine French,Marjory Owens,Total Votes,p_Thelma Munnerlyn,p_Sabine French,p_Marjory Owens,winner,winner_p
33061,33061,100,11,36,28,75,0.14666666666666667,0.48,0.37333333333333335,Sabine French,0.48
