ED,Reported As,Reporting,Christina Crocker,Charlotte Thornton,Winifred Walker,Total Votes,p_Christina Crocker,p_Charlotte Thornton,p_Winifred Walker,winner,winner_p
33064,33064,100,46,34,36,116,0.39655172413793105,0.29310344827586204,0.3103448275862069,Christina Crocker,0.39655172413793105
