ED,Reported As,Reporting,Luther Lawton,Coutral White,Anael Camille,Total Votes,p_Luther Lawton,p_Coutral White,p_Anael Camille,winner,winner_p
33061,33061,100,26,18,24,68,0.38235294117647056,0.2647058823529412,0.35294117647058826,Luther Lawton,0.38235294117647056
