ED,Reported As,Reporting,Lorenzo Simpson,Roy Tudor,Dudley Laws,Scattered,Total Votes,p_Lorenzo Simpson,p_Roy Tudor,p_Dudley Laws,p_Scattered,winner,winner_p
33065,33065,100,36,59,51,1,147,0.24489795918367346,0.4013605442176871,0.3469387755102041,0.006802721088435374,Roy Tudor,0.4013605442176871
