ED,Reported As,Reporting,Maxine Gallmon,Lorraine Williamson,Renee Person,Total Votes,p_Maxine Gallmon,p_Lorraine Williamson,p_Renee Person,winner,winner_p
32031,32031,100,31,40,20,91,0.34065934065934067,0.43956043956043955,0.21978021978021978,Lorraine Williamson,0.43956043956043955
