ED,Reported As,Reporting,Warren Turner,Jean-Andre Sassine,Marcus Mordan,Total Votes,p_Warren Turner,p_Jean-Andre Sassine,p_Marcus Mordan,winner,winner_p
33049,33049,100,46,26,28,100,0.46,0.26,0.28,Warren Turner,0.46
