ED,Reported As,Reporting,Michael Geller,Igor Galanter,Total Votes,p_Michael Geller,p_Igor Galanter,winner,winner_p
45001,45001,100,46,9,55,0.8363636363636363,0.16363636363636364,Michael Geller,0.8363636363636363
