ED,Reported As,Reporting,Belinda Branch,W. Barton-Steele,Alia Vieira,Total Votes,p_Belinda Branch,p_W. Barton-Steele,p_Alia Vieira,winner,winner_p
42052,42052,100,26,14,17,57,0.45614035087719296,0.24561403508771928,0.2982456140350877,Belinda Branch,0.45614035087719296
