ED,Reported As,Reporting,David Scott,Scattered,Donnie Whitehead,Hugh E Byfield,Samuel Murray,Total Votes,p_David Scott,p_Scattered,p_Donnie Whitehead,p_Hugh E Byfield,p_Samuel Murray,winner,winner_p
33038,33038,100,32,1,37,12,18,100,0.32,0.01,0.37,0.12,0.18,Donnie Whitehead,0.37
