ED,Reported As,Reporting,Eileen Flynn,Cynthia Ellington,Jo-Ann Floyd-Whitehead,Total Votes,p_Eileen Flynn,p_Cynthia Ellington,p_Jo-Ann Floyd-Whitehead,winner,winner_p
33038,33038,100,18,31,27,76,0.23684210526315788,0.40789473684210525,0.35526315789473684,Cynthia Ellington,0.40789473684210525
