ED,Reported As,Reporting,Rekiel Reid,Djbring Aoudou,Hugh Williams,Total Votes,p_Rekiel Reid,p_Djbring Aoudou,p_Hugh Williams,winner,winner_p
32031,32031,100,41,23,25,89,0.4606741573033708,0.25842696629213485,0.2808988764044944,Rekiel Reid,0.4606741573033708
