ED,Reported As,Reporting,Romano T. Reid,Barbara Rudder,Betsy Feist,Kim M. Moscaritolo,Margaret O. Korte,John Halebian,Arlene S. Kayatt,Leon Negrin,Gabriel A. Panek,Shelia Fine,Irma Godlin,Lance A. Polivy,Sherwood A. Salvan,Ellen Ravenel,James G. Clynes,Susan J. Hochberg,Roy H. Carlin,Madelaine D. Piel,Ruth C. Halberg,Brian Chenensky,Jean Fischman,Steven S. Goldberg,Gerald J. Ferguson,Frank C. Wilkinson,Scattered,Monica Atiya,Edward S. Hochman,Jonathan Piel,Michael B. Hoffman,Pauline Dana-Bashian,John F. Newton,A. R. Di Sesa,Micah Z. Kellner,Total Votes,p_Romano T. Reid,p_Barbara Rudder,p_Betsy Feist,p_Kim M. Moscaritolo,p_Margaret O. Korte,p_John Halebian,p_Arlene S. Kayatt,p_Leon Negrin,p_Gabriel A. Panek,p_Shelia Fine,p_Irma Godlin,p_Lance A. Polivy,p_Sherwood A. Salvan,p_Ellen Ravenel,p_James G. Clynes,p_Susan J. Hochberg,p_Roy H. Carlin,p_Madelaine D. Piel,p_Ruth C. Halberg,p_Brian Chenensky,p_Jean Fischman,p_Steven S. Goldberg,p_Gerald J. Ferguson,p_Frank C. Wilkinson,p_Scattered,p_Monica Atiya,p_Edward S. Hochman,p_Jonathan Piel,p_Michael B. Hoffman,p_Pauline Dana-Bashian,p_John F. Newton,p_A. R. Di Sesa,p_Micah Z. Kellner,winner,winner_p
76028,76028,100,4,12,18,3,9,13,14,8,2,26,23,3,9,17,6,24,13,8,33,15,15,18,9,11,0,6,25,7,14,12,6,2,32,417,0.009592326139088728,0.02877697841726619,0.04316546762589928,0.007194244604316547,0.02158273381294964,0.03117505995203837,0.03357314148681055,0.019184652278177457,0.004796163069544364,0.06235011990407674,0.05515587529976019,0.007194244604316547,0.02158273381294964,0.0407673860911271,0.014388489208633094,0.05755395683453238,0.03117505995203837,0.019184652278177457,0.07913669064748201,0.03597122302158273,0.03597122302158273,0.04316546762589928,0.02158273381294964,0.026378896882494004,0.0,0.014388489208633094,0.05995203836930456,0.016786570743405275,0.03357314148681055,0.02877697841726619,0.014388489208633094,0.004796163069544364,0.07673860911270983,Ruth C. Halberg,0.07913669064748201
76029,76029,100,4,8,12,5,6,12,6,4,6,19,14,3,10,15,4,16,11,5,25,11,8,12,6,10,1,5,19,11,8,10,6,2,18,312,0.01282051282051282,0.02564102564102564,0.038461538461538464,0.016025641025641024,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.01282051282051282,0.019230769230769232,0.060897435897435896,0.04487179487179487,0.009615384615384616,0.03205128205128205,0.04807692307692308,0.01282051282051282,0.05128205128205128,0.035256410256410256,0.016025641025641024,0.08012820512820513,0.035256410256410256,0.02564102564102564,0.038461538461538464,0.019230769230769232,0.03205128205128205,0.003205128205128205,0.016025641025641024,0.060897435897435896,0.035256410256410256,0.02564102564102564,0.03205128205128205,0.019230769230769232,0.00641025641025641,0.057692307692307696,Ruth C. Halberg,0.08012820512820513
76030,76030,100,1,10,10,3,6,7,8,5,4,12,8,5,4,10,5,9,8,6,12,9,4,6,5,7,0,6,6,6,7,9,7,3,13,221,0.004524886877828055,0.04524886877828054,0.04524886877828054,0.013574660633484163,0.027149321266968326,0.03167420814479638,0.03619909502262444,0.02262443438914027,0.01809954751131222,0.05429864253393665,0.03619909502262444,0.02262443438914027,0.01809954751131222,0.04524886877828054,0.02262443438914027,0.04072398190045249,0.03619909502262444,0.027149321266968326,0.05429864253393665,0.04072398190045249,0.01809954751131222,0.027149321266968326,0.02262443438914027,0.03167420814479638,0.0,0.027149321266968326,0.027149321266968326,0.027149321266968326,0.03167420814479638,0.04072398190045249,0.03167420814479638,0.013574660633484163,0.058823529411764705,Micah Z. Kellner,0.058823529411764705
76031,76031,100,8,14,15,10,11,7,16,7,7,19,15,5,5,16,5,19,11,8,24,6,9,11,12,7,0,12,11,10,9,17,8,6,19,359,0.022284122562674095,0.03899721448467967,0.04178272980501393,0.027855153203342618,0.03064066852367688,0.019498607242339833,0.04456824512534819,0.019498607242339833,0.019498607242339833,0.052924791086350974,0.04178272980501393,0.013927576601671309,0.013927576601671309,0.04456824512534819,0.013927576601671309,0.052924791086350974,0.03064066852367688,0.022284122562674095,0.06685236768802229,0.016713091922005572,0.025069637883008356,0.03064066852367688,0.033426183844011144,0.019498607242339833,0.0,0.033426183844011144,0.03064066852367688,0.027855153203342618,0.025069637883008356,0.04735376044568245,0.022284122562674095,0.016713091922005572,0.052924791086350974,Ruth C. Halberg,0.06685236768802229
76032,76032,100,7,29,28,14,17,17,23,16,11,33,30,12,13,28,13,28,15,14,40,16,23,20,10,15,4,15,25,14,19,24,12,9,26,620,0.01129032258064516,0.0467741935483871,0.04516129032258064,0.02258064516129032,0.027419354838709678,0.027419354838709678,0.037096774193548385,0.025806451612903226,0.017741935483870968,0.0532258064516129,0.04838709677419355,0.01935483870967742,0.020967741935483872,0.04516129032258064,0.020967741935483872,0.04516129032258064,0.024193548387096774,0.02258064516129032,0.06451612903225806,0.025806451612903226,0.037096774193548385,0.03225806451612903,0.016129032258064516,0.024193548387096774,0.0064516129032258064,0.024193548387096774,0.04032258064516129,0.02258064516129032,0.03064516129032258,0.03870967741935484,0.01935483870967742,0.014516129032258065,0.041935483870967745,Ruth C. Halberg,0.06451612903225806
76033,76033,100,11,17,20,12,12,9,13,11,9,20,14,7,6,15,10,23,11,13,22,8,15,14,13,6,3,14,11,16,10,20,10,10,27,432,0.02546296296296296,0.03935185185185185,0.046296296296296294,0.027777777777777776,0.027777777777777776,0.020833333333333332,0.03009259259259259,0.02546296296296296,0.020833333333333332,0.046296296296296294,0.032407407407407406,0.016203703703703703,0.013888888888888888,0.034722222222222224,0.023148148148148147,0.05324074074074074,0.02546296296296296,0.03009259259259259,0.05092592592592592,0.018518518518518517,0.034722222222222224,0.032407407407407406,0.03009259259259259,0.013888888888888888,0.006944444444444444,0.032407407407407406,0.02546296296296296,0.037037037037037035,0.023148148148148147,0.046296296296296294,0.023148148148148147,0.023148148148148147,0.0625,Micah Z. Kellner,0.0625
76034,76034,100,11,24,26,12,19,16,18,14,11,29,23,7,12,17,15,23,12,13,34,17,15,25,13,16,0,15,19,19,18,25,14,8,31,571,0.01926444833625219,0.04203152364273205,0.04553415061295972,0.021015761821366025,0.03327495621716287,0.028021015761821366,0.03152364273204904,0.024518388791593695,0.01926444833625219,0.050788091068301226,0.040280210157618214,0.012259194395796848,0.021015761821366025,0.0297723292469352,0.02626970227670753,0.040280210157618214,0.021015761821366025,0.02276707530647986,0.0595446584938704,0.0297723292469352,0.02626970227670753,0.043782837127845885,0.02276707530647986,0.028021015761821366,0.0,0.02626970227670753,0.03327495621716287,0.03327495621716287,0.03152364273204904,0.043782837127845885,0.024518388791593695,0.014010507880910683,0.0542907180385289,Ruth C. Halberg,0.0595446584938704
76035,76035,100,11,32,29,18,23,18,24,14,8,39,31,14,18,40,16,37,23,24,51,26,22,24,13,19,0,16,22,25,19,35,16,10,35,752,0.014627659574468085,0.0425531914893617,0.03856382978723404,0.023936170212765957,0.030585106382978722,0.023936170212765957,0.031914893617021274,0.018617021276595744,0.010638297872340425,0.05186170212765957,0.041223404255319146,0.018617021276595744,0.023936170212765957,0.05319148936170213,0.02127659574468085,0.04920212765957447,0.030585106382978722,0.031914893617021274,0.0678191489361702,0.034574468085106384,0.02925531914893617,0.031914893617021274,0.017287234042553192,0.02526595744680851,0.0,0.02127659574468085,0.02925531914893617,0.03324468085106383,0.02526595744680851,0.04654255319148936,0.02127659574468085,0.013297872340425532,0.04654255319148936,Ruth C. Halberg,0.0678191489361702
76036,76036,100,4,15,12,6,10,11,8,8,4,19,11,3,8,13,5,18,8,9,26,13,8,10,5,11,0,9,11,9,8,13,7,3,22,327,0.012232415902140673,0.045871559633027525,0.03669724770642202,0.01834862385321101,0.03058103975535168,0.03363914373088685,0.024464831804281346,0.024464831804281346,0.012232415902140673,0.0581039755351682,0.03363914373088685,0.009174311926605505,0.024464831804281346,0.039755351681957186,0.01529051987767584,0.05504587155963303,0.024464831804281346,0.027522935779816515,0.07951070336391437,0.039755351681957186,0.024464831804281346,0.03058103975535168,0.01529051987767584,0.03363914373088685,0.0,0.027522935779816515,0.03363914373088685,0.027522935779816515,0.024464831804281346,0.039755351681957186,0.021406727828746176,0.009174311926605505,0.0672782874617737,Ruth C. Halberg,0.07951070336391437
76037,76037,100,9,15,22,6,12,8,12,7,4,19,13,3,6,16,7,16,5,10,20,8,11,19,4,6,0,10,10,7,11,15,12,5,21,349,0.025787965616045846,0.04297994269340974,0.06303724928366762,0.017191977077363897,0.034383954154727794,0.022922636103151862,0.034383954154727794,0.02005730659025788,0.011461318051575931,0.054441260744985676,0.03724928366762178,0.008595988538681949,0.017191977077363897,0.045845272206303724,0.02005730659025788,0.045845272206303724,0.014326647564469915,0.02865329512893983,0.05730659025787966,0.022922636103151862,0.03151862464183381,0.054441260744985676,0.011461318051575931,0.017191977077363897,0.0,0.02865329512893983,0.02865329512893983,0.02005730659025788,0.03151862464183381,0.04297994269340974,0.034383954154727794,0.014326647564469915,0.06017191977077364,Betsy Feist,0.06303724928366762
76038,76038,100,9,14,16,13,10,7,12,3,10,22,18,10,6,15,6,26,8,17,27,11,16,13,10,8,0,12,15,14,11,9,3,8,15,394,0.02284263959390863,0.03553299492385787,0.04060913705583756,0.03299492385786802,0.025380710659898477,0.017766497461928935,0.030456852791878174,0.007614213197969543,0.025380710659898477,0.05583756345177665,0.04568527918781726,0.025380710659898477,0.015228426395939087,0.03807106598984772,0.015228426395939087,0.06598984771573604,0.02030456852791878,0.04314720812182741,0.06852791878172589,0.027918781725888325,0.04060913705583756,0.03299492385786802,0.025380710659898477,0.02030456852791878,0.0,0.030456852791878174,0.03807106598984772,0.03553299492385787,0.027918781725888325,0.02284263959390863,0.007614213197969543,0.02030456852791878,0.03807106598984772,Ruth C. Halberg,0.06852791878172589
76039,76039,100,9,22,24,12,20,8,20,18,11,10,9,10,5,12,14,18,5,16,18,5,12,17,12,9,0,14,6,16,17,21,15,9,20,434,0.020737327188940093,0.05069124423963134,0.055299539170506916,0.027649769585253458,0.04608294930875576,0.018433179723502304,0.04608294930875576,0.041474654377880185,0.02534562211981567,0.02304147465437788,0.020737327188940093,0.02304147465437788,0.01152073732718894,0.027649769585253458,0.03225806451612903,0.041474654377880185,0.01152073732718894,0.03686635944700461,0.041474654377880185,0.01152073732718894,0.027649769585253458,0.03917050691244239,0.027649769585253458,0.020737327188940093,0.0,0.03225806451612903,0.013824884792626729,0.03686635944700461,0.03917050691244239,0.04838709677419355,0.03456221198156682,0.020737327188940093,0.04608294930875576,Betsy Feist,0.055299539170506916
76040,76040,100,14,26,27,12,23,10,30,15,11,23,18,12,11,23,16,31,7,21,39,12,18,24,14,10,0,22,11,21,16,25,14,10,26,592,0.02364864864864865,0.04391891891891892,0.04560810810810811,0.02027027027027027,0.03885135135135135,0.016891891891891893,0.05067567567567568,0.02533783783783784,0.018581081081081082,0.03885135135135135,0.030405405405405407,0.02027027027027027,0.018581081081081082,0.03885135135135135,0.02702702702702703,0.052364864864864864,0.011824324324324325,0.03547297297297297,0.06587837837837837,0.02027027027027027,0.030405405405405407,0.04054054054054054,0.02364864864864865,0.016891891891891893,0.0,0.037162162162162164,0.018581081081081082,0.03547297297297297,0.02702702702702703,0.04222972972972973,0.02364864864864865,0.016891891891891893,0.04391891891891892,Ruth C. Halberg,0.06587837837837837
76041,76041,100,8,16,21,10,20,9,14,11,5,19,11,6,9,13,8,14,11,8,24,9,13,15,8,11,12,9,10,6,11,20,8,4,29,402,0.01990049751243781,0.03980099502487562,0.05223880597014925,0.024875621890547265,0.04975124378109453,0.022388059701492536,0.03482587064676617,0.02736318407960199,0.012437810945273632,0.0472636815920398,0.02736318407960199,0.014925373134328358,0.022388059701492536,0.03233830845771144,0.01990049751243781,0.03482587064676617,0.02736318407960199,0.01990049751243781,0.05970149253731343,0.022388059701492536,0.03233830845771144,0.03731343283582089,0.01990049751243781,0.02736318407960199,0.029850746268656716,0.022388059701492536,0.024875621890547265,0.014925373134328358,0.02736318407960199,0.04975124378109453,0.01990049751243781,0.009950248756218905,0.07213930348258707,Micah Z. Kellner,0.07213930348258707
76042,76042,100,14,23,30,18,23,31,22,17,18,56,40,14,33,39,14,36,35,21,56,35,21,26,19,30,0,23,40,22,23,24,16,11,53,883,0.015855039637599093,0.026047565118912798,0.03397508493771234,0.020385050962627407,0.026047565118912798,0.035107587768969425,0.02491506228765572,0.01925254813137033,0.020385050962627407,0.06342015855039637,0.045300113250283124,0.015855039637599093,0.03737259343148358,0.044167610419026046,0.015855039637599093,0.04077010192525481,0.039637599093997736,0.02378255945639864,0.06342015855039637,0.039637599093997736,0.02378255945639864,0.02944507361268403,0.021517553793884484,0.03397508493771234,0.0,0.026047565118912798,0.045300113250283124,0.02491506228765572,0.026047565118912798,0.027180067950169876,0.01812004530011325,0.01245753114382786,0.06002265005662514,Tie,0.06342015855039637
76043,76043,100,2,11,14,2,7,22,12,7,3,20,18,4,15,19,7,12,18,6,28,18,5,13,3,15,0,8,21,6,11,15,8,2,26,378,0.005291005291005291,0.0291005291005291,0.037037037037037035,0.005291005291005291,0.018518518518518517,0.0582010582010582,0.031746031746031744,0.018518518518518517,0.007936507936507936,0.05291005291005291,0.047619047619047616,0.010582010582010581,0.03968253968253968,0.05026455026455026,0.018518518518518517,0.031746031746031744,0.047619047619047616,0.015873015873015872,0.07407407407407407,0.047619047619047616,0.013227513227513227,0.03439153439153439,0.007936507936507936,0.03968253968253968,0.0,0.021164021164021163,0.05555555555555555,0.015873015873015872,0.0291005291005291,0.03968253968253968,0.021164021164021163,0.005291005291005291,0.06878306878306878,Ruth C. Halberg,0.07407407407407407
76044,76044,100,7,15,19,10,12,18,11,14,15,23,13,12,12,17,12,15,16,14,36,18,13,14,8,17,0,12,13,15,14,19,11,8,32,485,0.01443298969072165,0.030927835051546393,0.03917525773195876,0.020618556701030927,0.024742268041237112,0.03711340206185567,0.02268041237113402,0.0288659793814433,0.030927835051546393,0.04742268041237113,0.026804123711340205,0.024742268041237112,0.024742268041237112,0.03505154639175258,0.024742268041237112,0.030927835051546393,0.032989690721649485,0.0288659793814433,0.07422680412371134,0.03711340206185567,0.026804123711340205,0.0288659793814433,0.016494845360824743,0.03505154639175258,0.0,0.024742268041237112,0.026804123711340205,0.030927835051546393,0.0288659793814433,0.03917525773195876,0.02268041237113402,0.016494845360824743,0.06597938144329897,Ruth C. Halberg,0.07422680412371134
76045,76045,100,3,18,20,6,13,14,16,12,5,20,18,5,9,14,13,14,16,7,27,11,10,18,5,18,1,4,12,11,14,22,12,1,32,421,0.007125890736342043,0.04275534441805225,0.047505938242280284,0.014251781472684086,0.030878859857482184,0.0332541567695962,0.03800475059382423,0.028503562945368172,0.011876484560570071,0.047505938242280284,0.04275534441805225,0.011876484560570071,0.021377672209026127,0.0332541567695962,0.030878859857482184,0.0332541567695962,0.03800475059382423,0.0166270783847981,0.06413301662707839,0.026128266033254157,0.023752969121140142,0.04275534441805225,0.011876484560570071,0.04275534441805225,0.0023752969121140144,0.009501187648456057,0.028503562945368172,0.026128266033254157,0.0332541567695962,0.052256532066508314,0.028503562945368172,0.0023752969121140144,0.07600950118764846,Micah Z. Kellner,0.07600950118764846
76046,76046,100,12,27,31,19,21,27,31,15,16,39,33,16,19,34,18,34,29,27,53,28,27,25,15,26,1,19,30,26,20,32,19,16,41,826,0.014527845036319613,0.03268765133171913,0.03753026634382567,0.023002421307506054,0.025423728813559324,0.03268765133171913,0.03753026634382567,0.018159806295399514,0.01937046004842615,0.04721549636803874,0.039951573849878935,0.01937046004842615,0.023002421307506054,0.04116222760290557,0.021791767554479417,0.04116222760290557,0.035108958837772396,0.03268765133171913,0.06416464891041163,0.03389830508474576,0.03268765133171913,0.03026634382566586,0.018159806295399514,0.031476997578692496,0.0012106537530266344,0.023002421307506054,0.03631961259079903,0.031476997578692496,0.024213075060532687,0.0387409200968523,0.023002421307506054,0.01937046004842615,0.04963680387409201,Ruth C. Halberg,0.06416464891041163
76047,76047,100,3,13,14,4,11,6,13,8,5,14,8,2,7,12,7,13,10,6,14,7,6,7,7,7,0,5,8,7,9,16,6,3,14,272,0.011029411764705883,0.04779411764705882,0.051470588235294115,0.014705882352941176,0.04044117647058824,0.022058823529411766,0.04779411764705882,0.029411764705882353,0.01838235294117647,0.051470588235294115,0.029411764705882353,0.007352941176470588,0.025735294117647058,0.04411764705882353,0.025735294117647058,0.04779411764705882,0.03676470588235294,0.022058823529411766,0.051470588235294115,0.025735294117647058,0.022058823529411766,0.025735294117647058,0.025735294117647058,0.025735294117647058,0.0,0.01838235294117647,0.029411764705882353,0.025735294117647058,0.03308823529411765,0.058823529411764705,0.022058823529411766,0.011029411764705883,0.051470588235294115,Pauline Dana-Bashian,0.058823529411764705
76048,76048,100,5,18,18,9,13,8,15,7,3,17,12,3,7,16,9,12,11,11,16,12,6,8,4,9,0,8,7,5,11,15,8,4,17,324,0.015432098765432098,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.040123456790123455,0.024691358024691357,0.046296296296296294,0.021604938271604937,0.009259259259259259,0.05246913580246913,0.037037037037037035,0.009259259259259259,0.021604938271604937,0.04938271604938271,0.027777777777777776,0.037037037037037035,0.033950617283950615,0.033950617283950615,0.04938271604938271,0.037037037037037035,0.018518518518518517,0.024691358024691357,0.012345679012345678,0.027777777777777776,0.0,0.024691358024691357,0.021604938271604937,0.015432098765432098,0.033950617283950615,0.046296296296296294,0.024691358024691357,0.012345679012345678,0.05246913580246913,Tie,0.05555555555555555
76049,76049,100,11,23,28,15,12,15,15,12,12,33,19,10,12,23,10,27,13,15,40,14,18,22,15,19,0,16,26,18,13,17,9,13,33,578,0.01903114186851211,0.039792387543252594,0.04844290657439446,0.025951557093425604,0.020761245674740483,0.025951557093425604,0.025951557093425604,0.020761245674740483,0.020761245674740483,0.05709342560553633,0.0328719723183391,0.01730103806228374,0.020761245674740483,0.039792387543252594,0.01730103806228374,0.04671280276816609,0.02249134948096886,0.025951557093425604,0.06920415224913495,0.02422145328719723,0.031141868512110725,0.03806228373702422,0.025951557093425604,0.0328719723183391,0.0,0.02768166089965398,0.04498269896193772,0.031141868512110725,0.02249134948096886,0.029411764705882353,0.015570934256055362,0.02249134948096886,0.05709342560553633,Ruth C. Halberg,0.06920415224913495
76050,76050,100,10,24,23,19,12,6,20,9,14,21,18,14,4,21,10,24,9,19,35,11,18,10,15,11,1,22,10,18,9,22,11,10,22,502,0.0199203187250996,0.04780876494023904,0.045816733067729085,0.037848605577689244,0.02390438247011952,0.01195219123505976,0.0398406374501992,0.017928286852589643,0.027888446215139442,0.04183266932270916,0.035856573705179286,0.027888446215139442,0.00796812749003984,0.04183266932270916,0.0199203187250996,0.04780876494023904,0.017928286852589643,0.037848605577689244,0.0697211155378486,0.021912350597609563,0.035856573705179286,0.0199203187250996,0.029880478087649404,0.021912350597609563,0.00199203187250996,0.043824701195219126,0.0199203187250996,0.035856573705179286,0.017928286852589643,0.043824701195219126,0.021912350597609563,0.0199203187250996,0.043824701195219126,Ruth C. Halberg,0.0697211155378486
76051,76051,100,12,32,32,19,20,13,31,16,16,30,24,13,7,24,13,32,16,26,38,13,24,20,15,15,0,21,21,20,15,31,17,14,36,676,0.01775147928994083,0.047337278106508875,0.047337278106508875,0.028106508875739646,0.029585798816568046,0.019230769230769232,0.04585798816568047,0.023668639053254437,0.023668639053254437,0.04437869822485207,0.03550295857988166,0.019230769230769232,0.010355029585798817,0.03550295857988166,0.019230769230769232,0.047337278106508875,0.023668639053254437,0.038461538461538464,0.05621301775147929,0.019230769230769232,0.03550295857988166,0.029585798816568046,0.022189349112426034,0.022189349112426034,0.0,0.03106508875739645,0.03106508875739645,0.029585798816568046,0.022189349112426034,0.04585798816568047,0.02514792899408284,0.020710059171597635,0.05325443786982249,Ruth C. Halberg,0.05621301775147929
76052,76052,100,8,21,26,15,22,10,14,15,10,28,27,9,9,16,12,29,14,14,32,13,17,21,12,8,0,14,19,15,15,22,10,7,28,532,0.015037593984962405,0.039473684210526314,0.04887218045112782,0.02819548872180451,0.041353383458646614,0.018796992481203006,0.02631578947368421,0.02819548872180451,0.018796992481203006,0.05263157894736842,0.05075187969924812,0.016917293233082706,0.016917293233082706,0.03007518796992481,0.022556390977443608,0.05451127819548872,0.02631578947368421,0.02631578947368421,0.06015037593984962,0.02443609022556391,0.03195488721804511,0.039473684210526314,0.022556390977443608,0.015037593984962405,0.0,0.02631578947368421,0.03571428571428571,0.02819548872180451,0.02819548872180451,0.041353383458646614,0.018796992481203006,0.013157894736842105,0.05263157894736842,Ruth C. Halberg,0.06015037593984962
76053,76053,100,3,15,16,8,15,10,15,11,7,17,12,6,6,12,11,15,8,6,22,6,9,18,5,8,0,6,12,7,13,12,10,4,20,345,0.008695652173913044,0.043478260869565216,0.0463768115942029,0.02318840579710145,0.043478260869565216,0.028985507246376812,0.043478260869565216,0.03188405797101449,0.020289855072463767,0.04927536231884058,0.034782608695652174,0.017391304347826087,0.017391304347826087,0.034782608695652174,0.03188405797101449,0.043478260869565216,0.02318840579710145,0.017391304347826087,0.06376811594202898,0.017391304347826087,0.02608695652173913,0.05217391304347826,0.014492753623188406,0.02318840579710145,0.0,0.017391304347826087,0.034782608695652174,0.020289855072463767,0.03768115942028986,0.034782608695652174,0.028985507246376812,0.011594202898550725,0.057971014492753624,Ruth C. Halberg,0.06376811594202898
76054,76054,100,5,12,12,8,9,7,12,6,5,14,14,5,7,10,9,14,11,7,21,16,7,8,6,13,22,11,12,9,11,14,9,6,21,353,0.014164305949008499,0.0339943342776204,0.0339943342776204,0.0226628895184136,0.025495750708215296,0.019830028328611898,0.0339943342776204,0.0169971671388102,0.014164305949008499,0.039660056657223795,0.039660056657223795,0.014164305949008499,0.019830028328611898,0.028328611898016998,0.025495750708215296,0.039660056657223795,0.031161473087818695,0.019830028328611898,0.059490084985835696,0.0453257790368272,0.019830028328611898,0.0226628895184136,0.0169971671388102,0.036827195467422094,0.06232294617563739,0.031161473087818695,0.0339943342776204,0.025495750708215296,0.031161473087818695,0.039660056657223795,0.025495750708215296,0.0169971671388102,0.059490084985835696,Scattered,0.06232294617563739
76055,76055,100,8,27,36,18,24,9,23,14,11,25,18,12,7,19,17,34,12,24,38,12,15,20,11,10,0,24,14,19,22,31,16,9,36,615,0.013008130081300813,0.04390243902439024,0.05853658536585366,0.02926829268292683,0.03902439024390244,0.014634146341463415,0.03739837398373984,0.022764227642276424,0.01788617886178862,0.04065040650406504,0.02926829268292683,0.01951219512195122,0.011382113821138212,0.030894308943089432,0.027642276422764227,0.055284552845528454,0.01951219512195122,0.03902439024390244,0.061788617886178863,0.01951219512195122,0.024390243902439025,0.032520325203252036,0.01788617886178862,0.016260162601626018,0.0,0.03902439024390244,0.022764227642276424,0.030894308943089432,0.03577235772357724,0.05040650406504065,0.026016260162601626,0.014634146341463415,0.05853658536585366,Ruth C. Halberg,0.061788617886178863
76056,76056,100,3,8,9,4,8,2,6,6,2,5,7,5,2,2,6,6,4,3,13,5,4,7,3,1,0,5,3,7,7,7,6,2,14,172,0.01744186046511628,0.046511627906976744,0.05232558139534884,0.023255813953488372,0.046511627906976744,0.011627906976744186,0.03488372093023256,0.03488372093023256,0.011627906976744186,0.029069767441860465,0.040697674418604654,0.029069767441860465,0.011627906976744186,0.011627906976744186,0.03488372093023256,0.03488372093023256,0.023255813953488372,0.01744186046511628,0.0755813953488372,0.029069767441860465,0.023255813953488372,0.040697674418604654,0.01744186046511628,0.005813953488372093,0.0,0.029069767441860465,0.01744186046511628,0.040697674418604654,0.040697674418604654,0.040697674418604654,0.03488372093023256,0.011627906976744186,0.08139534883720931,Micah Z. Kellner,0.08139534883720931
76057,76057,100,7,19,21,13,17,15,20,11,14,31,22,11,12,29,9,29,15,18,47,15,21,20,8,9,0,15,20,21,20,16,8,7,32,572,0.012237762237762238,0.033216783216783216,0.03671328671328671,0.022727272727272728,0.02972027972027972,0.026223776223776224,0.03496503496503497,0.019230769230769232,0.024475524475524476,0.05419580419580419,0.038461538461538464,0.019230769230769232,0.02097902097902098,0.050699300699300696,0.015734265734265736,0.050699300699300696,0.026223776223776224,0.03146853146853147,0.08216783216783216,0.026223776223776224,0.03671328671328671,0.03496503496503497,0.013986013986013986,0.015734265734265736,0.0,0.026223776223776224,0.03496503496503497,0.03671328671328671,0.03496503496503497,0.027972027972027972,0.013986013986013986,0.012237762237762238,0.055944055944055944,Ruth C. Halberg,0.08216783216783216
76058,76058,100,12,26,30,17,19,25,20,16,17,34,31,13,19,30,16,29,24,16,43,24,20,27,13,23,12,22,24,18,22,26,14,13,38,733,0.01637107776261937,0.03547066848567531,0.040927694406548434,0.023192360163710776,0.02592087312414734,0.034106412005457026,0.027285129604365622,0.021828103683492497,0.023192360163710776,0.04638472032742155,0.04229195088676671,0.017735334242837655,0.02592087312414734,0.040927694406548434,0.021828103683492497,0.03956343792633015,0.03274215552523874,0.021828103683492497,0.058663028649386086,0.03274215552523874,0.027285129604365622,0.036834924965893585,0.017735334242837655,0.03137789904502047,0.01637107776261937,0.030013642564802184,0.03274215552523874,0.02455661664392906,0.030013642564802184,0.03547066848567531,0.019099590723055934,0.017735334242837655,0.05184174624829468,Ruth C. Halberg,0.058663028649386086
76059,76059,100,10,29,34,13,27,21,29,20,14,33,34,13,17,30,17,24,20,25,43,18,14,26,8,14,3,18,15,22,19,33,19,7,38,707,0.014144271570014143,0.04101838755304102,0.04809052333804809,0.018387553041018388,0.03818953323903819,0.0297029702970297,0.04101838755304102,0.028288543140028287,0.019801980198019802,0.04667609618104668,0.04809052333804809,0.018387553041018388,0.024045261669024046,0.042432814710042434,0.024045261669024046,0.033946251768033946,0.028288543140028287,0.03536067892503536,0.06082036775106082,0.02545968882602546,0.019801980198019802,0.036775106082036775,0.011315417256011316,0.019801980198019802,0.004243281471004243,0.02545968882602546,0.021216407355021217,0.031117397454031116,0.026874115983026876,0.04667609618104668,0.026874115983026876,0.009900990099009901,0.05374823196605375,Ruth C. Halberg,0.06082036775106082
76060,76060,100,5,25,22,10,22,8,25,18,8,17,10,7,6,14,17,16,9,11,25,6,11,18,7,10,5,12,9,16,18,28,16,7,21,459,0.010893246187363835,0.054466230936819175,0.04793028322440087,0.02178649237472767,0.04793028322440087,0.017429193899782137,0.054466230936819175,0.0392156862745098,0.017429193899782137,0.037037037037037035,0.02178649237472767,0.015250544662309368,0.013071895424836602,0.030501089324618737,0.037037037037037035,0.034858387799564274,0.0196078431372549,0.023965141612200435,0.054466230936819175,0.013071895424836602,0.023965141612200435,0.0392156862745098,0.015250544662309368,0.02178649237472767,0.010893246187363835,0.026143790849673203,0.0196078431372549,0.034858387799564274,0.0392156862745098,0.06100217864923747,0.034858387799564274,0.015250544662309368,0.0457516339869281,Pauline Dana-Bashian,0.06100217864923747
76061,76061,100,4,19,20,10,15,7,19,12,7,13,10,6,4,13,12,16,4,10,16,3,9,12,6,4,0,11,4,7,12,18,12,5,23,343,0.011661807580174927,0.05539358600583091,0.05830903790087463,0.029154518950437316,0.043731778425655975,0.02040816326530612,0.05539358600583091,0.03498542274052478,0.02040816326530612,0.037900874635568516,0.029154518950437316,0.01749271137026239,0.011661807580174927,0.037900874635568516,0.03498542274052478,0.04664723032069971,0.011661807580174927,0.029154518950437316,0.04664723032069971,0.008746355685131196,0.026239067055393587,0.03498542274052478,0.01749271137026239,0.011661807580174927,0.0,0.03206997084548105,0.011661807580174927,0.02040816326530612,0.03498542274052478,0.052478134110787174,0.03498542274052478,0.014577259475218658,0.06705539358600583,Micah Z. Kellner,0.06705539358600583
