ED,Reported As,Reporting,Roslyn Willis,Charlyn Willis,Eloise McDuffie,Virna L. Creales,Carolyn D. Parker,Maria V. Molina,Dinora Irizarry,Arabia Veggacado,Total Votes,p_Roslyn Willis,p_Charlyn Willis,p_Eloise McDuffie,p_Virna L. Creales,p_Carolyn D. Parker,p_Maria V. Molina,p_Dinora Irizarry,p_Arabia Veggacado,winner,winner_p
85020,85020,100,36,31,23,15,38,19,23,21,206,0.17475728155339806,0.15048543689320387,0.11165048543689321,0.07281553398058252,0.18446601941747573,0.09223300970873786,0.11165048543689321,0.10194174757281553,Carolyn D. Parker,0.18446601941747573
