ED,Reported As,Reporting,Yes,No,Total Votes,p_Yes,p_No,winner,winner_p
69091,69091,75.00,17,11,28,0.6071428571428571,0.39285714285714285,Yes,0.6071428571428571
69092,69092,75.00,226,80,306,0.738562091503268,0.26143790849673204,Yes,0.738562091503268
69093,69093,99.00,234,105,339,0.6902654867256637,0.30973451327433627,Yes,0.6902654867256637
69094,69094,99.00,190,65,255,0.7450980392156863,0.2549019607843137,Yes,0.7450980392156863
69095,69095,99.00,163,63,226,0.7212389380530974,0.27876106194690264,Yes,0.7212389380530974
69096,69096,99.00,153,38,191,0.8010471204188482,0.19895287958115182,Yes,0.8010471204188482
69097,69097,99.00,10,1,11,0.9090909090909091,0.09090909090909091,Yes,0.9090909090909091
69098,69098,99.00,9,3,12,0.75,0.25,Yes,0.75
69099,69099,99.00,290,67,357,0.8123249299719888,0.1876750700280112,Yes,0.8123249299719888
69100,69100,99.00,209,58,267,0.7827715355805244,0.21722846441947566,Yes,0.7827715355805244
69101,69101,99.00,69,23,92,0.75,0.25,Yes,0.75
69102,69102,99.00,150,25,175,0.8571428571428571,0.14285714285714285,Yes,0.8571428571428571
69103,69103,47.06,0,0,0,0,0,n/a,0
69104,69104,99.00,0,0,0,0,0,n/a,0
69105,69105,99.00,0,0,0,0,0,n/a,0
69106,69106,47.06,0,0,0,0,0,n/a,0
69107,69107,99.00,0,0,0,0,0,n/a,0
69108,69108,99.00,3,0,3,1.0,0.0,Yes,1.0
69109,69109,99.00,6,5,11,0.5454545454545454,0.45454545454545453,Yes,0.5454545454545454
69110,69110,75.00,17,6,23,0.7391304347826086,0.2608695652173913,Yes,0.7391304347826086
69111,69111,99.00,17,7,24,0.7083333333333334,0.2916666666666667,Yes,0.7083333333333334
69112,69112,47.06,25,7,32,0.78125,0.21875,Yes,0.78125
69113,69113,99.00,8,4,12,0.6666666666666666,0.3333333333333333,Yes,0.6666666666666666
69114,69114,47.06,12,1,13,0.9230769230769231,0.07692307692307693,Yes,0.9230769230769231
69115,69115,99.00,237,73,310,0.7645161290322581,0.23548387096774193,Yes,0.7645161290322581
70001,70001,99.00,8,1,9,0.8888888888888888,0.1111111111111111,Yes,0.8888888888888888
70002,70002,99.00,180,44,224,0.8035714285714286,0.19642857142857142,Yes,0.8035714285714286
70003,70003,99.00,3,1,4,0.75,0.25,Yes,0.75
70004,70004,99.00,175,40,215,0.813953488372093,0.18604651162790697,Yes,0.813953488372093
70005,70005,99.00,7,1,8,0.875,0.125,Yes,0.875
70006,70006,99.00,10,2,12,0.8333333333333334,0.16666666666666666,Yes,0.8333333333333334
70007,70007,99.00,269,69,338,0.7958579881656804,0.20414201183431951,Yes,0.7958579881656804
70008,70008,99.00,230,45,275,0.8363636363636363,0.16363636363636364,Yes,0.8363636363636363
70009,70009,99.00,314,55,369,0.8509485094850948,0.14905149051490515,Yes,0.8509485094850948
70010,70010,99.00,7,0,7,1.0,0.0,Yes,1.0
70011,70011,99.00,152,40,192,0.7916666666666666,0.20833333333333334,Yes,0.7916666666666666
70012,70012,99.00,137,35,172,0.7965116279069767,0.20348837209302326,Yes,0.7965116279069767
70013,70013,99.00,2,0,2,1.0,0.0,Yes,1.0
70014,70014,99.00,131,28,159,0.8238993710691824,0.1761006289308176,Yes,0.8238993710691824
70015,70015,99.00,4,1,5,0.8,0.2,Yes,0.8
70016,70016,99.00,15,1,16,0.9375,0.0625,Yes,0.9375
70017,70017,99.00,192,41,233,0.8240343347639485,0.1759656652360515,Yes,0.8240343347639485
70018,70018,99.00,6,3,9,0.6666666666666666,0.3333333333333333,Yes,0.6666666666666666
70019,70019,99.00,282,112,394,0.7157360406091371,0.28426395939086296,Yes,0.7157360406091371
70020,70020,99.00,225,55,280,0.8035714285714286,0.19642857142857142,Yes,0.8035714285714286
70021,70021,99.00,170,43,213,0.7981220657276995,0.20187793427230047,Yes,0.7981220657276995
70022,70022,99.00,283,48,331,0.8549848942598187,0.14501510574018128,Yes,0.8549848942598187
70023,70023,99.00,269,58,327,0.8226299694189603,0.17737003058103976,Yes,0.8226299694189603
70024,70024,99.00,190,44,234,0.811965811965812,0.18803418803418803,Yes,0.811965811965812
70025,70025,99.00,90,15,105,0.8571428571428571,0.14285714285714285,Yes,0.8571428571428571
70026,70026,99.00,178,40,218,0.8165137614678899,0.1834862385321101,Yes,0.8165137614678899
70027,70027,99.00,135,18,153,0.8823529411764706,0.11764705882352941,Yes,0.8823529411764706
70028,70028,99.00,209,51,260,0.8038461538461539,0.19615384615384615,Yes,0.8038461538461539
70029,70029,99.00,11,3,14,0.7857142857142857,0.21428571428571427,Yes,0.7857142857142857
70030,70030,99.00,0,0,0,0,0,n/a,0
70031,70031,99.00,142,25,167,0.8502994011976048,0.1497005988023952,Yes,0.8502994011976048
70032,70032,99.00,7,0,7,1.0,0.0,Yes,1.0
70033,70033,99.00,109,21,130,0.8384615384615385,0.16153846153846155,Yes,0.8384615384615385
70034,70034,50.00,133,32,165,0.806060606060606,0.19393939393939394,Yes,0.806060606060606
70035,70035,50.00,172,38,210,0.819047619047619,0.18095238095238095,Yes,0.819047619047619
70036,70036,99.00,163,13,176,0.9261363636363636,0.07386363636363637,Yes,0.9261363636363636
70037,70037,99.00,132,12,144,0.9166666666666666,0.08333333333333333,Yes,0.9166666666666666
70038,70038,99.00,117,29,146,0.8013698630136986,0.19863013698630136,Yes,0.8013698630136986
