ED,Reported As,Reporting,Anthony Aldorasi (StopCommonCore),Scattered,Michael N. Gianaris (Working Families),Michael N. Gianaris (Democratic),Total Votes,Anthony Aldorasi RECAP,Scattered RECAP,Michael N. Gianaris RECAP,p_Anthony Aldorasi (StopCommonCore),p_Scattered,p_Michael N. Gianaris (Working Families),p_Michael N. Gianaris (Democratic),p_Anthony Aldorasi RECAP,p_Scattered RECAP,p_Michael N. Gianaris RECAP,winner,winner_p
36039,36039,100,11,0,37,193,241,11,0,230,0.04564315352697095,0.0,0.15352697095435686,0.8008298755186722,0.04564315352697095,0.0,0.9543568464730291,Michael N. Gianaris RECAP,0.9543568464730291
36040,36040,100,11,0,34,185,230,11,0,219,0.04782608695652174,0.0,0.14782608695652175,0.8043478260869565,0.04782608695652174,0.0,0.9521739130434783,Michael N. Gianaris RECAP,0.9521739130434783
36041,36041,100,14,2,39,191,246,14,2,230,0.056910569105691054,0.008130081300813009,0.15853658536585366,0.7764227642276422,0.056910569105691054,0.008130081300813009,0.9349593495934959,Michael N. Gianaris RECAP,0.9349593495934959
36042,36042,100,7,0,32,188,227,7,0,220,0.030837004405286344,0.0,0.14096916299559473,0.8281938325991189,0.030837004405286344,0.0,0.9691629955947136,Michael N. Gianaris RECAP,0.9691629955947136
36043,36043,100,0,0,9,25,34,0,0,34,0.0,0.0,0.2647058823529412,0.7352941176470589,0.0,0.0,1.0,Michael N. Gianaris RECAP,1.0
36045,36045,100,3,2,13,79,97,3,2,92,0.030927835051546393,0.020618556701030927,0.13402061855670103,0.8144329896907216,0.030927835051546393,0.020618556701030927,0.9484536082474226,Michael N. Gianaris RECAP,0.9484536082474226
36049,36049,100,5,0,23,131,159,5,0,154,0.031446540880503145,0.0,0.14465408805031446,0.8238993710691824,0.031446540880503145,0.0,0.9685534591194969,Michael N. Gianaris RECAP,0.9685534591194969
36052,36052,100,6,1,28,171,206,6,1,199,0.02912621359223301,0.0048543689320388345,0.13592233009708737,0.8300970873786407,0.02912621359223301,0.0048543689320388345,0.9660194174757282,Michael N. Gianaris RECAP,0.9660194174757282
36064,36064,100,10,2,29,148,189,10,2,177,0.05291005291005291,0.010582010582010581,0.15343915343915343,0.783068783068783,0.05291005291005291,0.010582010582010581,0.9365079365079365,Michael N. Gianaris RECAP,0.9365079365079365
36065,36065,100,0,0,4,45,49,0,0,49,0.0,0.0,0.08163265306122448,0.9183673469387755,0.0,0.0,1.0,Michael N. Gianaris RECAP,1.0
36066,36066,100,7,0,19,92,118,7,0,111,0.059322033898305086,0.0,0.16101694915254236,0.7796610169491526,0.059322033898305086,0.0,0.940677966101695,Michael N. Gianaris RECAP,0.940677966101695
37001,37001,100,15,0,27,193,235,15,0,220,0.06382978723404255,0.0,0.1148936170212766,0.8212765957446808,0.06382978723404255,0.0,0.9361702127659575,Michael N. Gianaris RECAP,0.9361702127659575
37002,37002,100,3,0,9,145,157,3,0,154,0.01910828025477707,0.0,0.05732484076433121,0.9235668789808917,0.01910828025477707,0.0,0.9808917197452229,Michael N. Gianaris RECAP,0.9808917197452229
37003,37003,100,0,0,0,147,147,0,0,147,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Michael N. Gianaris RECAP,1.0
37004,37004,100,1,1,5,153,160,1,1,158,0.00625,0.00625,0.03125,0.95625,0.00625,0.00625,0.9875,Michael N. Gianaris RECAP,0.9875
37005,37005,100,8,0,12,96,116,8,0,108,0.06896551724137931,0.0,0.10344827586206896,0.8275862068965517,0.06896551724137931,0.0,0.9310344827586207,Michael N. Gianaris RECAP,0.9310344827586207
37006,37006,100,8,0,14,72,94,8,0,86,0.0851063829787234,0.0,0.14893617021276595,0.7659574468085106,0.0851063829787234,0.0,0.9148936170212766,Michael N. Gianaris RECAP,0.9148936170212766
37007,37007,100,3,0,7,106,116,3,0,113,0.02586206896551724,0.0,0.0603448275862069,0.9137931034482759,0.02586206896551724,0.0,0.9741379310344828,Michael N. Gianaris RECAP,0.9741379310344828
37008,37008,100,0,0,5,179,184,0,0,184,0.0,0.0,0.02717391304347826,0.9728260869565217,0.0,0.0,1.0,Michael N. Gianaris RECAP,1.0
37009,37009,100,6,0,6,116,128,6,0,122,0.046875,0.0,0.046875,0.90625,0.046875,0.0,0.953125,Michael N. Gianaris RECAP,0.953125
37010,37010,100,10,1,11,172,194,10,1,183,0.05154639175257732,0.005154639175257732,0.05670103092783505,0.8865979381443299,0.05154639175257732,0.005154639175257732,0.9432989690721649,Michael N. Gianaris RECAP,0.9432989690721649
37011,37011,100,6,1,32,169,208,6,1,201,0.028846153846153848,0.004807692307692308,0.15384615384615385,0.8125,0.028846153846153848,0.004807692307692308,0.9663461538461539,Michael N. Gianaris RECAP,0.9663461538461539
37012,37012,100,2,0,4,152,158,2,0,156,0.012658227848101266,0.0,0.02531645569620253,0.9620253164556962,0.012658227848101266,0.0,0.9873417721518988,Michael N. Gianaris RECAP,0.9873417721518988
37013,37013,100,1,0,1,136,138,1,0,137,0.007246376811594203,0.0,0.007246376811594203,0.9855072463768116,0.007246376811594203,0.0,0.9927536231884058,Michael N. Gianaris RECAP,0.9927536231884058
37014,37014,100,1,0,5,156,162,1,0,161,0.006172839506172839,0.0,0.030864197530864196,0.9629629629629629,0.006172839506172839,0.0,0.9938271604938271,Michael N. Gianaris RECAP,0.9938271604938271
37015,37015,100,2,0,6,121,129,2,0,127,0.015503875968992248,0.0,0.046511627906976744,0.937984496124031,0.015503875968992248,0.0,0.9844961240310077,Michael N. Gianaris RECAP,0.9844961240310077
37016,37016,100,1,0,5,145,151,1,0,150,0.006622516556291391,0.0,0.033112582781456956,0.9602649006622517,0.006622516556291391,0.0,0.9933774834437086,Michael N. Gianaris RECAP,0.9933774834437086
37017,37017,100,3,1,4,169,177,3,1,173,0.01694915254237288,0.005649717514124294,0.022598870056497175,0.9548022598870056,0.01694915254237288,0.005649717514124294,0.9774011299435028,Michael N. Gianaris RECAP,0.9774011299435028
37018,37018,100,2,1,56,189,248,2,1,245,0.008064516129032258,0.004032258064516129,0.22580645161290322,0.7620967741935484,0.008064516129032258,0.004032258064516129,0.9879032258064516,Michael N. Gianaris RECAP,0.9879032258064516
37019,37019,100,18,1,67,221,307,18,1,288,0.05863192182410423,0.003257328990228013,0.2182410423452769,0.7198697068403909,0.05863192182410423,0.003257328990228013,0.9381107491856677,Michael N. Gianaris RECAP,0.9381107491856677
37020,37020,100,7,5,30,125,167,7,5,155,0.041916167664670656,0.029940119760479042,0.17964071856287425,0.7485029940119761,0.041916167664670656,0.029940119760479042,0.9281437125748503,Michael N. Gianaris RECAP,0.9281437125748503
37021,37021,100,5,0,23,213,241,5,0,236,0.02074688796680498,0.0,0.0954356846473029,0.8838174273858921,0.02074688796680498,0.0,0.979253112033195,Michael N. Gianaris RECAP,0.979253112033195
37022,37022,100,15,2,54,227,298,15,2,281,0.050335570469798654,0.006711409395973154,0.18120805369127516,0.761744966442953,0.050335570469798654,0.006711409395973154,0.9429530201342282,Michael N. Gianaris RECAP,0.9429530201342282
37023,37023,100,10,3,23,165,201,10,3,188,0.04975124378109453,0.014925373134328358,0.11442786069651742,0.8208955223880597,0.04975124378109453,0.014925373134328358,0.9353233830845771,Michael N. Gianaris RECAP,0.9353233830845771
37024,37024,100,12,1,31,162,206,12,1,193,0.05825242718446602,0.0048543689320388345,0.15048543689320387,0.7864077669902912,0.05825242718446602,0.0048543689320388345,0.9368932038834952,Michael N. Gianaris RECAP,0.9368932038834952
37025,37025,100,1,0,2,31,34,1,0,33,0.029411764705882353,0.0,0.058823529411764705,0.9117647058823529,0.029411764705882353,0.0,0.9705882352941176,Michael N. Gianaris RECAP,0.9705882352941176
37026,37025,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
37027,37027,100,19,0,122,235,376,19,0,357,0.05053191489361702,0.0,0.324468085106383,0.625,0.05053191489361702,0.0,0.949468085106383,Michael N. Gianaris RECAP,0.949468085106383
37028,37028,100,16,1,52,225,294,16,1,277,0.05442176870748299,0.003401360544217687,0.17687074829931973,0.7653061224489796,0.05442176870748299,0.003401360544217687,0.9421768707482994,Michael N. Gianaris RECAP,0.9421768707482994
37029,37029,100,15,2,45,187,249,15,2,232,0.060240963855421686,0.008032128514056224,0.18072289156626506,0.751004016064257,0.060240963855421686,0.008032128514056224,0.9317269076305221,Michael N. Gianaris RECAP,0.9317269076305221
37030,37030,100,14,0,36,191,241,14,0,227,0.058091286307053944,0.0,0.14937759336099585,0.7925311203319502,0.058091286307053944,0.0,0.941908713692946,Michael N. Gianaris RECAP,0.941908713692946
37031,37031,100,12,1,26,189,228,12,1,215,0.05263157894736842,0.0043859649122807015,0.11403508771929824,0.8289473684210527,0.05263157894736842,0.0043859649122807015,0.9429824561403509,Michael N. Gianaris RECAP,0.9429824561403509
37032,37032,100,7,2,24,152,185,7,2,176,0.03783783783783784,0.010810810810810811,0.12972972972972974,0.8216216216216217,0.03783783783783784,0.010810810810810811,0.9513513513513514,Michael N. Gianaris RECAP,0.9513513513513514
37033,37033,100,8,0,10,135,153,8,0,145,0.05228758169934641,0.0,0.06535947712418301,0.8823529411764706,0.05228758169934641,0.0,0.9477124183006536,Michael N. Gianaris RECAP,0.9477124183006536
37034,37034,100,4,0,16,139,159,4,0,155,0.025157232704402517,0.0,0.10062893081761007,0.8742138364779874,0.025157232704402517,0.0,0.9748427672955975,Michael N. Gianaris RECAP,0.9748427672955975
37035,37035,100,6,0,21,190,217,6,0,211,0.027649769585253458,0.0,0.0967741935483871,0.8755760368663594,0.027649769585253458,0.0,0.9723502304147466,Michael N. Gianaris RECAP,0.9723502304147466
37036,37036,100,4,1,49,180,234,4,1,229,0.017094017094017096,0.004273504273504274,0.2094017094017094,0.7692307692307693,0.017094017094017096,0.004273504273504274,0.9786324786324786,Michael N. Gianaris RECAP,0.9786324786324786
37037,37037,100,11,1,60,214,286,11,1,274,0.038461538461538464,0.0034965034965034965,0.2097902097902098,0.7482517482517482,0.038461538461538464,0.0034965034965034965,0.958041958041958,Michael N. Gianaris RECAP,0.958041958041958
37038,37038,100,9,0,46,183,238,9,0,229,0.037815126050420166,0.0,0.19327731092436976,0.7689075630252101,0.037815126050420166,0.0,0.9621848739495799,Michael N. Gianaris RECAP,0.9621848739495799
37039,37039,100,7,0,29,165,201,7,0,194,0.03482587064676617,0.0,0.14427860696517414,0.8208955223880597,0.03482587064676617,0.0,0.9651741293532339,Michael N. Gianaris RECAP,0.9651741293532339
37040,37040,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
37041,37041,100,2,0,6,34,42,2,0,40,0.047619047619047616,0.0,0.14285714285714285,0.8095238095238095,0.047619047619047616,0.0,0.9523809523809523,Michael N. Gianaris RECAP,0.9523809523809523
37051,37051,100,0,0,2,3,5,0,0,5,0.0,0.0,0.4,0.6,0.0,0.0,1.0,Michael N. Gianaris RECAP,1.0
37055,37051,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
37056,37056,100,3,1,14,88,106,3,1,102,0.02830188679245283,0.009433962264150943,0.1320754716981132,0.8301886792452831,0.02830188679245283,0.009433962264150943,0.9622641509433962,Michael N. Gianaris RECAP,0.9622641509433962
