ED,Reported As,Reporting,Charles B. Rangel (Democratic),Charles B. Rangel (Working Families),Scattered,Daniel Vila Rivera (Green),Total Votes,Charles B. Rangel RECAP,Scattered RECAP,Daniel Vila Rivera RECAP,p_Charles B. Rangel (Democratic),p_Charles B. Rangel (Working Families),p_Scattered,p_Daniel Vila Rivera (Green),p_Charles B. Rangel RECAP,p_Scattered RECAP,p_Daniel Vila Rivera RECAP,winner,winner_p
70024,70024,100,208,20,1,34,263,228,1,34,0.7908745247148289,0.07604562737642585,0.0038022813688212928,0.12927756653992395,0.8669201520912547,0.0038022813688212928,0.12927756653992395,Charles B. Rangel RECAP,0.8669201520912547
70025,70025,100,194,11,1,14,220,205,1,14,0.8818181818181818,0.05,0.004545454545454545,0.06363636363636363,0.9318181818181818,0.004545454545454545,0.06363636363636363,Charles B. Rangel RECAP,0.9318181818181818
70026,70026,100,226,18,1,40,285,244,1,40,0.7929824561403509,0.06315789473684211,0.0035087719298245615,0.14035087719298245,0.856140350877193,0.0035087719298245615,0.14035087719298245,Charles B. Rangel RECAP,0.856140350877193
70027,70027,100,177,23,1,38,239,200,1,38,0.7405857740585774,0.09623430962343096,0.0041841004184100415,0.1589958158995816,0.8368200836820083,0.0041841004184100415,0.1589958158995816,Charles B. Rangel RECAP,0.8368200836820083
70028,70028,100,163,12,0,42,217,175,0,42,0.7511520737327189,0.055299539170506916,0.0,0.1935483870967742,0.8064516129032258,0.0,0.1935483870967742,Charles B. Rangel RECAP,0.8064516129032258
70029,70029,100,191,20,1,30,242,211,1,30,0.7892561983471075,0.08264462809917356,0.004132231404958678,0.12396694214876033,0.871900826446281,0.004132231404958678,0.12396694214876033,Charles B. Rangel RECAP,0.871900826446281
70030,70030,100,204,16,1,33,254,220,1,33,0.8031496062992126,0.06299212598425197,0.003937007874015748,0.12992125984251968,0.8661417322834646,0.003937007874015748,0.12992125984251968,Charles B. Rangel RECAP,0.8661417322834646
70031,70031,100,160,7,0,4,171,167,0,4,0.935672514619883,0.04093567251461988,0.0,0.023391812865497075,0.9766081871345029,0.0,0.023391812865497075,Charles B. Rangel RECAP,0.9766081871345029
70032,70032,100,133,12,0,1,146,145,0,1,0.910958904109589,0.0821917808219178,0.0,0.00684931506849315,0.9931506849315068,0.0,0.00684931506849315,Charles B. Rangel RECAP,0.9931506849315068
70033,70033,100,134,11,0,9,154,145,0,9,0.8701298701298701,0.07142857142857142,0.0,0.05844155844155844,0.9415584415584416,0.0,0.05844155844155844,Charles B. Rangel RECAP,0.9415584415584416
70034,70034,100,193,13,2,13,221,206,2,13,0.8733031674208145,0.058823529411764705,0.00904977375565611,0.058823529411764705,0.9321266968325792,0.00904977375565611,0.058823529411764705,Charles B. Rangel RECAP,0.9321266968325792
70035,70035,100,150,19,1,34,204,169,1,34,0.7352941176470589,0.09313725490196079,0.004901960784313725,0.16666666666666666,0.8284313725490197,0.004901960784313725,0.16666666666666666,Charles B. Rangel RECAP,0.8284313725490197
70036,70036,100,210,11,0,29,250,221,0,29,0.84,0.044,0.0,0.116,0.884,0.0,0.116,Charles B. Rangel RECAP,0.884
70037,70037,100,174,9,0,7,190,183,0,7,0.9157894736842105,0.04736842105263158,0.0,0.03684210526315789,0.9631578947368421,0.0,0.03684210526315789,Charles B. Rangel RECAP,0.9631578947368421
70038,70038,100,141,3,0,3,147,144,0,3,0.9591836734693877,0.02040816326530612,0.0,0.02040816326530612,0.9795918367346939,0.0,0.02040816326530612,Charles B. Rangel RECAP,0.9795918367346939
70039,70039,100,137,4,0,6,147,141,0,6,0.9319727891156463,0.027210884353741496,0.0,0.04081632653061224,0.9591836734693877,0.0,0.04081632653061224,Charles B. Rangel RECAP,0.9591836734693877
70040,70040,100,312,14,0,33,359,326,0,33,0.8690807799442897,0.03899721448467967,0.0,0.09192200557103064,0.9080779944289693,0.0,0.09192200557103064,Charles B. Rangel RECAP,0.9080779944289693
70041,70041,100,309,22,0,24,355,331,0,24,0.8704225352112676,0.061971830985915494,0.0,0.0676056338028169,0.9323943661971831,0.0,0.0676056338028169,Charles B. Rangel RECAP,0.9323943661971831
70042,70042,100,187,16,1,20,224,203,1,20,0.8348214285714286,0.07142857142857142,0.004464285714285714,0.08928571428571429,0.90625,0.004464285714285714,0.08928571428571429,Charles B. Rangel RECAP,0.90625
70043,70043,100,216,23,0,27,266,239,0,27,0.8120300751879699,0.08646616541353383,0.0,0.10150375939849623,0.8984962406015038,0.0,0.10150375939849623,Charles B. Rangel RECAP,0.8984962406015038
70044,70044,100,211,21,3,30,265,232,3,30,0.7962264150943397,0.07924528301886792,0.011320754716981131,0.11320754716981132,0.8754716981132076,0.011320754716981131,0.11320754716981132,Charles B. Rangel RECAP,0.8754716981132076
70045,70045,100,175,11,1,18,205,186,1,18,0.8536585365853658,0.05365853658536585,0.004878048780487805,0.08780487804878048,0.9073170731707317,0.004878048780487805,0.08780487804878048,Charles B. Rangel RECAP,0.9073170731707317
70046,70046,100,330,13,0,21,364,343,0,21,0.9065934065934066,0.03571428571428571,0.0,0.057692307692307696,0.9423076923076923,0.0,0.057692307692307696,Charles B. Rangel RECAP,0.9423076923076923
70047,70047,100,208,12,0,20,240,220,0,20,0.8666666666666667,0.05,0.0,0.08333333333333333,0.9166666666666666,0.0,0.08333333333333333,Charles B. Rangel RECAP,0.9166666666666666
70048,70048,100,232,9,0,20,261,241,0,20,0.8888888888888888,0.034482758620689655,0.0,0.07662835249042145,0.9233716475095786,0.0,0.07662835249042145,Charles B. Rangel RECAP,0.9233716475095786
70049,70049,100,179,11,1,30,221,190,1,30,0.8099547511312217,0.049773755656108594,0.004524886877828055,0.13574660633484162,0.8597285067873304,0.004524886877828055,0.13574660633484162,Charles B. Rangel RECAP,0.8597285067873304
70050,70050,100,243,17,0,33,293,260,0,33,0.8293515358361775,0.05802047781569966,0.0,0.11262798634812286,0.8873720136518771,0.0,0.11262798634812286,Charles B. Rangel RECAP,0.8873720136518771
70051,70051,100,103,4,0,14,121,107,0,14,0.8512396694214877,0.03305785123966942,0.0,0.11570247933884298,0.8842975206611571,0.0,0.11570247933884298,Charles B. Rangel RECAP,0.8842975206611571
70052,70052,100,180,8,3,25,216,188,3,25,0.8333333333333334,0.037037037037037035,0.013888888888888888,0.11574074074074074,0.8703703703703703,0.013888888888888888,0.11574074074074074,Charles B. Rangel RECAP,0.8703703703703703
70053,70053,100,304,19,0,25,348,323,0,25,0.8735632183908046,0.05459770114942529,0.0,0.07183908045977011,0.9281609195402298,0.0,0.07183908045977011,Charles B. Rangel RECAP,0.9281609195402298
70054,70054,100,341,25,1,21,388,366,1,21,0.8788659793814433,0.06443298969072164,0.002577319587628866,0.05412371134020619,0.9432989690721649,0.002577319587628866,0.05412371134020619,Charles B. Rangel RECAP,0.9432989690721649
70055,70055,100,130,5,1,11,147,135,1,11,0.8843537414965986,0.034013605442176874,0.006802721088435374,0.07482993197278912,0.9183673469387755,0.006802721088435374,0.07482993197278912,Charles B. Rangel RECAP,0.9183673469387755
70056,70056,100,247,9,2,12,270,256,2,12,0.9148148148148149,0.03333333333333333,0.007407407407407408,0.044444444444444446,0.9481481481481482,0.007407407407407408,0.044444444444444446,Charles B. Rangel RECAP,0.9481481481481482
70057,70057,100,138,12,0,13,163,150,0,13,0.8466257668711656,0.0736196319018405,0.0,0.07975460122699386,0.9202453987730062,0.0,0.07975460122699386,Charles B. Rangel RECAP,0.9202453987730062
70058,70058,100,170,14,1,14,199,184,1,14,0.8542713567839196,0.07035175879396985,0.005025125628140704,0.07035175879396985,0.9246231155778895,0.005025125628140704,0.07035175879396985,Charles B. Rangel RECAP,0.9246231155778895
70059,70059,100,134,2,0,4,140,136,0,4,0.9571428571428572,0.014285714285714285,0.0,0.02857142857142857,0.9714285714285714,0.0,0.02857142857142857,Charles B. Rangel RECAP,0.9714285714285714
70060,70060,100,149,8,0,11,168,157,0,11,0.8869047619047619,0.047619047619047616,0.0,0.06547619047619048,0.9345238095238095,0.0,0.06547619047619048,Charles B. Rangel RECAP,0.9345238095238095
70061,70061,100,213,5,0,8,226,218,0,8,0.9424778761061947,0.022123893805309734,0.0,0.035398230088495575,0.9646017699115044,0.0,0.035398230088495575,Charles B. Rangel RECAP,0.9646017699115044
70062,70062,100,208,23,0,21,252,231,0,21,0.8253968253968254,0.09126984126984126,0.0,0.08333333333333333,0.9166666666666666,0.0,0.08333333333333333,Charles B. Rangel RECAP,0.9166666666666666
70063,70063,100,144,12,0,14,170,156,0,14,0.8470588235294118,0.07058823529411765,0.0,0.08235294117647059,0.9176470588235294,0.0,0.08235294117647059,Charles B. Rangel RECAP,0.9176470588235294
70066,70066,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
70067,70067,100,155,29,2,64,250,184,2,64,0.62,0.116,0.008,0.256,0.736,0.008,0.256,Charles B. Rangel RECAP,0.736
70068,70068,100,129,33,1,63,226,162,1,63,0.5707964601769911,0.14601769911504425,0.004424778761061947,0.27876106194690264,0.7168141592920354,0.004424778761061947,0.27876106194690264,Charles B. Rangel RECAP,0.7168141592920354
70069,70069,100,43,4,0,11,58,47,0,11,0.7413793103448276,0.06896551724137931,0.0,0.1896551724137931,0.8103448275862069,0.0,0.1896551724137931,Charles B. Rangel RECAP,0.8103448275862069
70070,70070,100,82,3,0,10,95,85,0,10,0.8631578947368421,0.031578947368421054,0.0,0.10526315789473684,0.8947368421052632,0.0,0.10526315789473684,Charles B. Rangel RECAP,0.8947368421052632
70071,70071,100,203,8,0,18,229,211,0,18,0.8864628820960698,0.034934497816593885,0.0,0.07860262008733625,0.9213973799126638,0.0,0.07860262008733625,Charles B. Rangel RECAP,0.9213973799126638
70072,70072,100,231,11,1,32,275,242,1,32,0.84,0.04,0.0036363636363636364,0.11636363636363636,0.88,0.0036363636363636364,0.11636363636363636,Charles B. Rangel RECAP,0.88
70073,70073,100,77,8,0,13,98,85,0,13,0.7857142857142857,0.08163265306122448,0.0,0.1326530612244898,0.8673469387755102,0.0,0.1326530612244898,Charles B. Rangel RECAP,0.8673469387755102
70074,70074,100,228,19,2,42,291,247,2,42,0.7835051546391752,0.06529209621993128,0.006872852233676976,0.14432989690721648,0.8487972508591065,0.006872852233676976,0.14432989690721648,Charles B. Rangel RECAP,0.8487972508591065
70075,70075,100,184,14,0,19,217,198,0,19,0.847926267281106,0.06451612903225806,0.0,0.08755760368663594,0.9124423963133641,0.0,0.08755760368663594,Charles B. Rangel RECAP,0.9124423963133641
70076,70076,100,169,7,1,7,184,176,1,7,0.9184782608695652,0.03804347826086957,0.005434782608695652,0.03804347826086957,0.9565217391304348,0.005434782608695652,0.03804347826086957,Charles B. Rangel RECAP,0.9565217391304348
70077,70077,100,104,4,0,5,113,108,0,5,0.9203539823008849,0.035398230088495575,0.0,0.04424778761061947,0.9557522123893806,0.0,0.04424778761061947,Charles B. Rangel RECAP,0.9557522123893806
70078,70078,100,71,1,0,5,77,72,0,5,0.922077922077922,0.012987012987012988,0.0,0.06493506493506493,0.935064935064935,0.0,0.06493506493506493,Charles B. Rangel RECAP,0.935064935064935
70079,70079,100,83,1,0,5,89,84,0,5,0.9325842696629213,0.011235955056179775,0.0,0.056179775280898875,0.9438202247191011,0.0,0.056179775280898875,Charles B. Rangel RECAP,0.9438202247191011
70080,70080,100,106,6,0,15,127,112,0,15,0.8346456692913385,0.047244094488188976,0.0,0.11811023622047244,0.8818897637795275,0.0,0.11811023622047244,Charles B. Rangel RECAP,0.8818897637795275
70081,70081,100,95,8,1,8,112,103,1,8,0.8482142857142857,0.07142857142857142,0.008928571428571428,0.07142857142857142,0.9196428571428571,0.008928571428571428,0.07142857142857142,Charles B. Rangel RECAP,0.9196428571428571
70082,70082,100,83,5,0,22,110,88,0,22,0.7545454545454545,0.045454545454545456,0.0,0.2,0.8,0.0,0.2,Charles B. Rangel RECAP,0.8
70083,70083,100,61,8,1,21,91,69,1,21,0.6703296703296703,0.08791208791208792,0.01098901098901099,0.23076923076923078,0.7582417582417582,0.01098901098901099,0.23076923076923078,Charles B. Rangel RECAP,0.7582417582417582
70084,70084,100,134,8,0,14,156,142,0,14,0.8589743589743589,0.05128205128205128,0.0,0.08974358974358974,0.9102564102564102,0.0,0.08974358974358974,Charles B. Rangel RECAP,0.9102564102564102
70085,70085,100,245,21,0,26,292,266,0,26,0.839041095890411,0.07191780821917808,0.0,0.08904109589041095,0.910958904109589,0.0,0.08904109589041095,Charles B. Rangel RECAP,0.910958904109589
70086,70086,100,138,8,0,20,166,146,0,20,0.8313253012048193,0.04819277108433735,0.0,0.12048192771084337,0.8795180722891566,0.0,0.12048192771084337,Charles B. Rangel RECAP,0.8795180722891566
70087,70087,100,159,13,0,23,195,172,0,23,0.8153846153846154,0.06666666666666667,0.0,0.11794871794871795,0.882051282051282,0.0,0.11794871794871795,Charles B. Rangel RECAP,0.882051282051282
70088,70088,100,89,5,1,13,108,94,1,13,0.8240740740740741,0.046296296296296294,0.009259259259259259,0.12037037037037036,0.8703703703703703,0.009259259259259259,0.12037037037037036,Charles B. Rangel RECAP,0.8703703703703703
70089,70089,100,116,18,0,24,158,134,0,24,0.7341772151898734,0.11392405063291139,0.0,0.1518987341772152,0.8481012658227848,0.0,0.1518987341772152,Charles B. Rangel RECAP,0.8481012658227848
70090,70090,100,50,10,0,14,74,60,0,14,0.6756756756756757,0.13513513513513514,0.0,0.1891891891891892,0.8108108108108109,0.0,0.1891891891891892,Charles B. Rangel RECAP,0.8108108108108109
70091,70091,100,87,14,0,23,124,101,0,23,0.7016129032258065,0.11290322580645161,0.0,0.18548387096774194,0.8145161290322581,0.0,0.18548387096774194,Charles B. Rangel RECAP,0.8145161290322581
70200,70200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
70201,70201,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
70202,70202,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
71001,71001,100,201,5,1,23,230,206,1,23,0.8739130434782608,0.021739130434782608,0.004347826086956522,0.1,0.8956521739130435,0.004347826086956522,0.1,Charles B. Rangel RECAP,0.8956521739130435
71002,71002,100,122,13,1,18,154,135,1,18,0.7922077922077922,0.08441558441558442,0.006493506493506494,0.11688311688311688,0.8766233766233766,0.006493506493506494,0.11688311688311688,Charles B. Rangel RECAP,0.8766233766233766
71003,71003,100,88,5,1,16,110,93,1,16,0.8,0.045454545454545456,0.00909090909090909,0.14545454545454545,0.8454545454545455,0.00909090909090909,0.14545454545454545,Charles B. Rangel RECAP,0.8454545454545455
71004,71004,100,112,8,0,19,139,120,0,19,0.8057553956834532,0.05755395683453238,0.0,0.1366906474820144,0.8633093525179856,0.0,0.1366906474820144,Charles B. Rangel RECAP,0.8633093525179856
71005,71005,100,162,15,0,15,192,177,0,15,0.84375,0.078125,0.0,0.078125,0.921875,0.0,0.078125,Charles B. Rangel RECAP,0.921875
71006,71006,100,153,9,1,30,193,162,1,30,0.7927461139896373,0.046632124352331605,0.0051813471502590676,0.15544041450777202,0.8393782383419689,0.0051813471502590676,0.15544041450777202,Charles B. Rangel RECAP,0.8393782383419689
71007,71007,100,96,2,0,23,121,98,0,23,0.7933884297520661,0.01652892561983471,0.0,0.19008264462809918,0.8099173553719008,0.0,0.19008264462809918,Charles B. Rangel RECAP,0.8099173553719008
71008,71008,100,123,16,0,31,170,139,0,31,0.7235294117647059,0.09411764705882353,0.0,0.18235294117647058,0.8176470588235294,0.0,0.18235294117647058,Charles B. Rangel RECAP,0.8176470588235294
71009,71009,100,238,14,0,28,280,252,0,28,0.85,0.05,0.0,0.1,0.9,0.0,0.1,Charles B. Rangel RECAP,0.9
71010,71010,100,123,23,5,60,211,146,5,60,0.5829383886255924,0.10900473933649289,0.023696682464454975,0.2843601895734597,0.6919431279620853,0.023696682464454975,0.2843601895734597,Charles B. Rangel RECAP,0.6919431279620853
71011,71011,100,170,21,0,37,228,191,0,37,0.7456140350877193,0.09210526315789473,0.0,0.16228070175438597,0.8377192982456141,0.0,0.16228070175438597,Charles B. Rangel RECAP,0.8377192982456141
71012,71012,100,196,20,0,55,271,216,0,55,0.7232472324723247,0.07380073800738007,0.0,0.2029520295202952,0.7970479704797048,0.0,0.2029520295202952,Charles B. Rangel RECAP,0.7970479704797048
71013,71013,100,119,7,0,15,141,126,0,15,0.8439716312056738,0.04964539007092199,0.0,0.10638297872340426,0.8936170212765957,0.0,0.10638297872340426,Charles B. Rangel RECAP,0.8936170212765957
71014,71014,100,122,7,0,3,132,129,0,3,0.9242424242424242,0.05303030303030303,0.0,0.022727272727272728,0.9772727272727273,0.0,0.022727272727272728,Charles B. Rangel RECAP,0.9772727272727273
71015,71015,100,104,4,0,10,118,108,0,10,0.8813559322033898,0.03389830508474576,0.0,0.0847457627118644,0.9152542372881356,0.0,0.0847457627118644,Charles B. Rangel RECAP,0.9152542372881356
71016,71016,100,267,13,1,5,286,280,1,5,0.9335664335664335,0.045454545454545456,0.0034965034965034965,0.017482517482517484,0.9790209790209791,0.0034965034965034965,0.017482517482517484,Charles B. Rangel RECAP,0.9790209790209791
71017,71017,100,105,7,0,8,120,112,0,8,0.875,0.058333333333333334,0.0,0.06666666666666667,0.9333333333333333,0.0,0.06666666666666667,Charles B. Rangel RECAP,0.9333333333333333
71018,71018,100,350,18,0,8,376,368,0,8,0.9308510638297872,0.047872340425531915,0.0,0.02127659574468085,0.9787234042553191,0.0,0.02127659574468085,Charles B. Rangel RECAP,0.9787234042553191
71019,71019,100,425,16,2,20,463,441,2,20,0.91792656587473,0.03455723542116631,0.004319654427645789,0.04319654427645788,0.9524838012958964,0.004319654427645789,0.04319654427645788,Charles B. Rangel RECAP,0.9524838012958964
71020,71020,100,405,28,1,13,447,433,1,13,0.9060402684563759,0.06263982102908278,0.0022371364653243847,0.029082774049217,0.9686800894854586,0.0022371364653243847,0.029082774049217,Charles B. Rangel RECAP,0.9686800894854586
71021,71021,100,237,13,0,24,274,250,0,24,0.864963503649635,0.04744525547445255,0.0,0.08759124087591241,0.9124087591240876,0.0,0.08759124087591241,Charles B. Rangel RECAP,0.9124087591240876
71022,71022,100,138,7,0,7,152,145,0,7,0.9078947368421053,0.046052631578947366,0.0,0.046052631578947366,0.9539473684210527,0.0,0.046052631578947366,Charles B. Rangel RECAP,0.9539473684210527
71023,71023,100,215,8,0,14,237,223,0,14,0.9071729957805907,0.03375527426160337,0.0,0.05907172995780591,0.9409282700421941,0.0,0.05907172995780591,Charles B. Rangel RECAP,0.9409282700421941
71024,71024,100,215,16,0,30,261,231,0,30,0.8237547892720306,0.06130268199233716,0.0,0.11494252873563218,0.8850574712643678,0.0,0.11494252873563218,Charles B. Rangel RECAP,0.8850574712643678
71025,71025,100,112,7,0,11,130,119,0,11,0.8615384615384616,0.05384615384615385,0.0,0.08461538461538462,0.9153846153846154,0.0,0.08461538461538462,Charles B. Rangel RECAP,0.9153846153846154
71026,71026,100,228,19,1,35,283,247,1,35,0.8056537102473498,0.06713780918727916,0.0035335689045936395,0.12367491166077739,0.872791519434629,0.0035335689045936395,0.12367491166077739,Charles B. Rangel RECAP,0.872791519434629
71027,71027,100,109,9,1,25,144,118,1,25,0.7569444444444444,0.0625,0.006944444444444444,0.1736111111111111,0.8194444444444444,0.006944444444444444,0.1736111111111111,Charles B. Rangel RECAP,0.8194444444444444
71028,71028,100,135,16,1,20,172,151,1,20,0.7848837209302325,0.09302325581395349,0.005813953488372093,0.11627906976744186,0.877906976744186,0.005813953488372093,0.11627906976744186,Charles B. Rangel RECAP,0.877906976744186
71029,71029,100,118,9,1,22,150,127,1,22,0.7866666666666666,0.06,0.006666666666666667,0.14666666666666667,0.8466666666666667,0.006666666666666667,0.14666666666666667,Charles B. Rangel RECAP,0.8466666666666667
71030,71030,100,119,9,0,15,143,128,0,15,0.8321678321678322,0.06293706293706294,0.0,0.1048951048951049,0.8951048951048951,0.0,0.1048951048951049,Charles B. Rangel RECAP,0.8951048951048951
71031,71031,100,134,14,0,19,167,148,0,19,0.8023952095808383,0.08383233532934131,0.0,0.11377245508982035,0.8862275449101796,0.0,0.11377245508982035,Charles B. Rangel RECAP,0.8862275449101796
71032,71032,100,169,11,3,34,217,180,3,34,0.7788018433179723,0.05069124423963134,0.013824884792626729,0.15668202764976957,0.8294930875576036,0.013824884792626729,0.15668202764976957,Charles B. Rangel RECAP,0.8294930875576036
71033,71033,100,202,16,0,35,253,218,0,35,0.7984189723320159,0.06324110671936758,0.0,0.1383399209486166,0.8616600790513834,0.0,0.1383399209486166,Charles B. Rangel RECAP,0.8616600790513834
71034,71034,100,258,15,0,21,294,273,0,21,0.8775510204081632,0.05102040816326531,0.0,0.07142857142857142,0.9285714285714286,0.0,0.07142857142857142,Charles B. Rangel RECAP,0.9285714285714286
71035,71035,100,133,6,0,16,155,139,0,16,0.8580645161290322,0.03870967741935484,0.0,0.1032258064516129,0.896774193548387,0.0,0.1032258064516129,Charles B. Rangel RECAP,0.896774193548387
71036,71036,100,121,2,0,9,132,123,0,9,0.9166666666666666,0.015151515151515152,0.0,0.06818181818181818,0.9318181818181818,0.0,0.06818181818181818,Charles B. Rangel RECAP,0.9318181818181818
71037,71037,100,143,5,0,21,169,148,0,21,0.8461538461538461,0.029585798816568046,0.0,0.1242603550295858,0.8757396449704142,0.0,0.1242603550295858,Charles B. Rangel RECAP,0.8757396449704142
71038,71038,100,227,18,0,18,263,245,0,18,0.8631178707224335,0.06844106463878327,0.0,0.06844106463878327,0.9315589353612167,0.0,0.06844106463878327,Charles B. Rangel RECAP,0.9315589353612167
71039,71039,100,164,4,0,15,183,168,0,15,0.8961748633879781,0.02185792349726776,0.0,0.08196721311475409,0.9180327868852459,0.0,0.08196721311475409,Charles B. Rangel RECAP,0.9180327868852459
71040,71040,100,165,22,2,36,225,187,2,36,0.7333333333333333,0.09777777777777778,0.008888888888888889,0.16,0.8311111111111111,0.008888888888888889,0.16,Charles B. Rangel RECAP,0.8311111111111111
71041,71041,100,185,30,0,49,264,215,0,49,0.7007575757575758,0.11363636363636363,0.0,0.1856060606060606,0.8143939393939394,0.0,0.1856060606060606,Charles B. Rangel RECAP,0.8143939393939394
71042,71042,100,150,7,2,16,175,157,2,16,0.8571428571428571,0.04,0.011428571428571429,0.09142857142857143,0.8971428571428571,0.011428571428571429,0.09142857142857143,Charles B. Rangel RECAP,0.8971428571428571
71043,71043,100,184,3,0,21,208,187,0,21,0.8846153846153846,0.014423076923076924,0.0,0.10096153846153846,0.8990384615384616,0.0,0.10096153846153846,Charles B. Rangel RECAP,0.8990384615384616
71044,71044,100,101,9,0,23,133,110,0,23,0.7593984962406015,0.06766917293233082,0.0,0.17293233082706766,0.8270676691729323,0.0,0.17293233082706766,Charles B. Rangel RECAP,0.8270676691729323
71045,71045,100,114,9,0,7,130,123,0,7,0.8769230769230769,0.06923076923076923,0.0,0.05384615384615385,0.9461538461538461,0.0,0.05384615384615385,Charles B. Rangel RECAP,0.9461538461538461
71046,71046,100,167,11,1,27,206,178,1,27,0.8106796116504854,0.05339805825242718,0.0048543689320388345,0.13106796116504854,0.8640776699029126,0.0048543689320388345,0.13106796116504854,Charles B. Rangel RECAP,0.8640776699029126
71047,71047,100,262,9,1,23,295,271,1,23,0.888135593220339,0.030508474576271188,0.003389830508474576,0.07796610169491526,0.9186440677966101,0.003389830508474576,0.07796610169491526,Charles B. Rangel RECAP,0.9186440677966101
71048,71048,100,52,0,0,5,57,52,0,5,0.9122807017543859,0.0,0.0,0.08771929824561403,0.9122807017543859,0.0,0.08771929824561403,Charles B. Rangel RECAP,0.9122807017543859
71049,71049,100,118,5,1,21,145,123,1,21,0.8137931034482758,0.034482758620689655,0.006896551724137931,0.14482758620689656,0.8482758620689655,0.006896551724137931,0.14482758620689656,Charles B. Rangel RECAP,0.8482758620689655
71050,71050,100,117,10,0,13,140,127,0,13,0.8357142857142857,0.07142857142857142,0.0,0.09285714285714286,0.9071428571428571,0.0,0.09285714285714286,Charles B. Rangel RECAP,0.9071428571428571
71051,71051,100,47,0,0,0,47,47,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Charles B. Rangel RECAP,1.0
71052,71052,100,121,3,0,7,131,124,0,7,0.9236641221374046,0.022900763358778626,0.0,0.05343511450381679,0.9465648854961832,0.0,0.05343511450381679,Charles B. Rangel RECAP,0.9465648854961832
71053,71053,100,103,6,1,8,118,109,1,8,0.8728813559322034,0.05084745762711865,0.00847457627118644,0.06779661016949153,0.923728813559322,0.00847457627118644,0.06779661016949153,Charles B. Rangel RECAP,0.923728813559322
71054,71054,100,94,6,0,14,114,100,0,14,0.8245614035087719,0.05263157894736842,0.0,0.12280701754385964,0.8771929824561403,0.0,0.12280701754385964,Charles B. Rangel RECAP,0.8771929824561403
71055,71055,100,86,10,1,17,114,96,1,17,0.7543859649122807,0.08771929824561403,0.008771929824561403,0.14912280701754385,0.8421052631578947,0.008771929824561403,0.14912280701754385,Charles B. Rangel RECAP,0.8421052631578947
71056,71056,100,122,13,0,15,150,135,0,15,0.8133333333333334,0.08666666666666667,0.0,0.1,0.9,0.0,0.1,Charles B. Rangel RECAP,0.9
71057,71057,100,83,4,0,17,104,87,0,17,0.7980769230769231,0.038461538461538464,0.0,0.16346153846153846,0.8365384615384616,0.0,0.16346153846153846,Charles B. Rangel RECAP,0.8365384615384616
71058,71058,100,88,0,1,16,105,88,1,16,0.8380952380952381,0.0,0.009523809523809525,0.1523809523809524,0.8380952380952381,0.009523809523809525,0.1523809523809524,Charles B. Rangel RECAP,0.8380952380952381
71059,71059,100,75,6,1,3,85,81,1,3,0.8823529411764706,0.07058823529411765,0.011764705882352941,0.03529411764705882,0.9529411764705882,0.011764705882352941,0.03529411764705882,Charles B. Rangel RECAP,0.9529411764705882
71060,71060,100,98,10,0,9,117,108,0,9,0.8376068376068376,0.08547008547008547,0.0,0.07692307692307693,0.9230769230769231,0.0,0.07692307692307693,Charles B. Rangel RECAP,0.9230769230769231
71061,71061,100,64,12,1,30,107,76,1,30,0.5981308411214953,0.11214953271028037,0.009345794392523364,0.2803738317757009,0.7102803738317757,0.009345794392523364,0.2803738317757009,Charles B. Rangel RECAP,0.7102803738317757
71062,71062,100,69,12,0,13,94,81,0,13,0.7340425531914894,0.1276595744680851,0.0,0.13829787234042554,0.8617021276595744,0.0,0.13829787234042554,Charles B. Rangel RECAP,0.8617021276595744
71063,71063,100,143,9,3,23,178,152,3,23,0.8033707865168539,0.05056179775280899,0.016853932584269662,0.12921348314606743,0.8539325842696629,0.016853932584269662,0.12921348314606743,Charles B. Rangel RECAP,0.8539325842696629
71064,71064,100,122,9,0,21,152,131,0,21,0.8026315789473685,0.05921052631578947,0.0,0.13815789473684212,0.8618421052631579,0.0,0.13815789473684212,Charles B. Rangel RECAP,0.8618421052631579
71065,71065,100,91,8,2,23,124,99,2,23,0.7338709677419355,0.06451612903225806,0.016129032258064516,0.18548387096774194,0.7983870967741935,0.016129032258064516,0.18548387096774194,Charles B. Rangel RECAP,0.7983870967741935
71066,71066,100,123,15,0,20,158,138,0,20,0.7784810126582279,0.0949367088607595,0.0,0.12658227848101267,0.8734177215189873,0.0,0.12658227848101267,Charles B. Rangel RECAP,0.8734177215189873
71067,71067,100,94,3,0,24,121,97,0,24,0.7768595041322314,0.024793388429752067,0.0,0.19834710743801653,0.8016528925619835,0.0,0.19834710743801653,Charles B. Rangel RECAP,0.8016528925619835
71068,71068,100,51,12,2,28,93,63,2,28,0.5483870967741935,0.12903225806451613,0.021505376344086023,0.3010752688172043,0.6774193548387096,0.021505376344086023,0.3010752688172043,Charles B. Rangel RECAP,0.6774193548387096
