ED,Reported As,Reporting,Hakeem S. Jeffries (Working Families),Alan Bellone (Conservative),Hakeem S. Jeffries (Democratic),Scattered,Total Votes,Hakeem S. Jeffries RECAP,Alan Bellone RECAP,Scattered RECAP,p_Hakeem S. Jeffries (Working Families),p_Alan Bellone (Conservative),p_Hakeem S. Jeffries (Democratic),p_Scattered,p_Hakeem S. Jeffries RECAP,p_Alan Bellone RECAP,p_Scattered RECAP,winner,winner_p
41022,41022,100,7,22,27,0,56,34,22,0,0.125,0.39285714285714285,0.48214285714285715,0.0,0.6071428571428571,0.39285714285714285,0.0,Hakeem S. Jeffries RECAP,0.6071428571428571
41023,41023,100,1,4,27,0,32,28,4,0,0.03125,0.125,0.84375,0.0,0.875,0.125,0.0,Hakeem S. Jeffries RECAP,0.875
41028,41028,100,12,30,191,0,233,203,30,0,0.05150214592274678,0.12875536480686695,0.8197424892703863,0.0,0.871244635193133,0.12875536480686695,0.0,Hakeem S. Jeffries RECAP,0.871244635193133
41029,41029,100,0,0,5,0,5,5,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
41037,41037,100,8,1,215,0,224,223,1,0,0.03571428571428571,0.004464285714285714,0.9598214285714286,0.0,0.9955357142857143,0.004464285714285714,0.0,Hakeem S. Jeffries RECAP,0.9955357142857143
41038,41038,100,8,1,335,0,344,343,1,0,0.023255813953488372,0.0029069767441860465,0.9738372093023255,0.0,0.997093023255814,0.0029069767441860465,0.0,Hakeem S. Jeffries RECAP,0.997093023255814
41039,41039,100,7,4,207,0,218,214,4,0,0.03211009174311927,0.01834862385321101,0.9495412844036697,0.0,0.981651376146789,0.01834862385321101,0.0,Hakeem S. Jeffries RECAP,0.981651376146789
41040,41040,100,6,3,184,0,193,190,3,0,0.031088082901554404,0.015544041450777202,0.9533678756476683,0.0,0.9844559585492227,0.015544041450777202,0.0,Hakeem S. Jeffries RECAP,0.9844559585492227
41041,41041,100,2,6,272,0,280,274,6,0,0.007142857142857143,0.02142857142857143,0.9714285714285714,0.0,0.9785714285714285,0.02142857142857143,0.0,Hakeem S. Jeffries RECAP,0.9785714285714285
41043,41043,100,4,6,158,0,168,162,6,0,0.023809523809523808,0.03571428571428571,0.9404761904761905,0.0,0.9642857142857143,0.03571428571428571,0.0,Hakeem S. Jeffries RECAP,0.9642857142857143
41049,41049,100,8,3,245,0,256,253,3,0,0.03125,0.01171875,0.95703125,0.0,0.98828125,0.01171875,0.0,Hakeem S. Jeffries RECAP,0.98828125
41056,41056,100,1,51,51,0,103,52,51,0,0.009708737864077669,0.49514563106796117,0.49514563106796117,0.0,0.5048543689320388,0.49514563106796117,0.0,Hakeem S. Jeffries RECAP,0.5048543689320388
41088,41088,100,5,71,42,1,119,47,71,1,0.04201680672268908,0.5966386554621849,0.35294117647058826,0.008403361344537815,0.3949579831932773,0.5966386554621849,0.008403361344537815,Alan Bellone RECAP,0.5966386554621849
41089,41089,100,7,34,56,1,98,63,34,1,0.07142857142857142,0.3469387755102041,0.5714285714285714,0.01020408163265306,0.6428571428571429,0.3469387755102041,0.01020408163265306,Hakeem S. Jeffries RECAP,0.6428571428571429
41090,41090,100,3,10,22,0,35,25,10,0,0.08571428571428572,0.2857142857142857,0.6285714285714286,0.0,0.7142857142857143,0.2857142857142857,0.0,Hakeem S. Jeffries RECAP,0.7142857142857143
41092,41092,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
41093,41090,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
45058,45058,100,10,31,40,0,81,50,31,0,0.12345679012345678,0.38271604938271603,0.49382716049382713,0.0,0.6172839506172839,0.38271604938271603,0.0,Hakeem S. Jeffries RECAP,0.6172839506172839
45059,45059,100,9,36,57,0,102,66,36,0,0.08823529411764706,0.35294117647058826,0.5588235294117647,0.0,0.6470588235294118,0.35294117647058826,0.0,Hakeem S. Jeffries RECAP,0.6470588235294118
45060,45060,100,4,15,63,0,82,67,15,0,0.04878048780487805,0.18292682926829268,0.7682926829268293,0.0,0.8170731707317073,0.18292682926829268,0.0,Hakeem S. Jeffries RECAP,0.8170731707317073
45061,45061,100,2,13,30,1,46,32,13,1,0.043478260869565216,0.2826086956521739,0.6521739130434783,0.021739130434782608,0.6956521739130435,0.2826086956521739,0.021739130434782608,Hakeem S. Jeffries RECAP,0.6956521739130435
45062,45062,100,6,31,87,1,125,93,31,1,0.048,0.248,0.696,0.008,0.744,0.248,0.008,Hakeem S. Jeffries RECAP,0.744
45063,45063,100,1,9,41,0,51,42,9,0,0.0196078431372549,0.17647058823529413,0.803921568627451,0.0,0.8235294117647058,0.17647058823529413,0.0,Hakeem S. Jeffries RECAP,0.8235294117647058
45064,45064,100,9,48,77,0,134,86,48,0,0.06716417910447761,0.3582089552238806,0.5746268656716418,0.0,0.6417910447761194,0.3582089552238806,0.0,Hakeem S. Jeffries RECAP,0.6417910447761194
45065,45065,100,5,30,37,0,72,42,30,0,0.06944444444444445,0.4166666666666667,0.5138888888888888,0.0,0.5833333333333334,0.4166666666666667,0.0,Hakeem S. Jeffries RECAP,0.5833333333333334
45066,45066,100,9,54,62,0,125,71,54,0,0.072,0.432,0.496,0.0,0.568,0.432,0.0,Hakeem S. Jeffries RECAP,0.568
45067,45067,100,5,30,64,0,99,69,30,0,0.050505050505050504,0.30303030303030304,0.6464646464646465,0.0,0.696969696969697,0.30303030303030304,0.0,Hakeem S. Jeffries RECAP,0.696969696969697
45068,45068,100,8,74,62,0,144,70,74,0,0.05555555555555555,0.5138888888888888,0.4305555555555556,0.0,0.4861111111111111,0.5138888888888888,0.0,Alan Bellone RECAP,0.5138888888888888
45069,45069,100,6,84,75,0,165,81,84,0,0.03636363636363636,0.509090909090909,0.45454545454545453,0.0,0.4909090909090909,0.509090909090909,0.0,Alan Bellone RECAP,0.509090909090909
45070,45070,100,12,77,73,0,162,85,77,0,0.07407407407407407,0.47530864197530864,0.4506172839506173,0.0,0.5246913580246914,0.47530864197530864,0.0,Hakeem S. Jeffries RECAP,0.5246913580246914
45072,45072,100,3,29,51,1,84,54,29,1,0.03571428571428571,0.34523809523809523,0.6071428571428571,0.011904761904761904,0.6428571428571429,0.34523809523809523,0.011904761904761904,Hakeem S. Jeffries RECAP,0.6428571428571429
45073,45073,100,11,24,67,0,102,78,24,0,0.10784313725490197,0.23529411764705882,0.6568627450980392,0.0,0.7647058823529411,0.23529411764705882,0.0,Hakeem S. Jeffries RECAP,0.7647058823529411
45074,45074,100,6,101,79,0,186,85,101,0,0.03225806451612903,0.543010752688172,0.42473118279569894,0.0,0.45698924731182794,0.543010752688172,0.0,Alan Bellone RECAP,0.543010752688172
45075,45075,100,10,72,87,0,169,97,72,0,0.05917159763313609,0.4260355029585799,0.514792899408284,0.0,0.5739644970414202,0.4260355029585799,0.0,Hakeem S. Jeffries RECAP,0.5739644970414202
45076,45076,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
45077,45077,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
46001,46001,100,14,33,84,0,131,98,33,0,0.10687022900763359,0.25190839694656486,0.6412213740458015,0.0,0.7480916030534351,0.25190839694656486,0.0,Hakeem S. Jeffries RECAP,0.7480916030534351
46002,46002,100,6,32,111,1,150,117,32,1,0.04,0.21333333333333335,0.74,0.006666666666666667,0.78,0.21333333333333335,0.006666666666666667,Hakeem S. Jeffries RECAP,0.78
46003,46003,100,1,19,34,0,54,35,19,0,0.018518518518518517,0.35185185185185186,0.6296296296296297,0.0,0.6481481481481481,0.35185185185185186,0.0,Hakeem S. Jeffries RECAP,0.6481481481481481
46004,46004,100,8,11,151,0,170,159,11,0,0.047058823529411764,0.06470588235294118,0.888235294117647,0.0,0.9352941176470588,0.06470588235294118,0.0,Hakeem S. Jeffries RECAP,0.9352941176470588
46005,46005,100,9,7,150,0,166,159,7,0,0.05421686746987952,0.04216867469879518,0.9036144578313253,0.0,0.9578313253012049,0.04216867469879518,0.0,Hakeem S. Jeffries RECAP,0.9578313253012049
46006,46006,100,5,1,65,0,71,70,1,0,0.07042253521126761,0.014084507042253521,0.9154929577464789,0.0,0.9859154929577465,0.014084507042253521,0.0,Hakeem S. Jeffries RECAP,0.9859154929577465
46007,46007,100,3,27,152,0,182,155,27,0,0.016483516483516484,0.14835164835164835,0.8351648351648352,0.0,0.8516483516483516,0.14835164835164835,0.0,Hakeem S. Jeffries RECAP,0.8516483516483516
46008,46008,100,11,15,137,0,163,148,15,0,0.06748466257668712,0.09202453987730061,0.8404907975460123,0.0,0.9079754601226994,0.09202453987730061,0.0,Hakeem S. Jeffries RECAP,0.9079754601226994
46009,46009,100,3,2,126,0,131,129,2,0,0.022900763358778626,0.015267175572519083,0.9618320610687023,0.0,0.9847328244274809,0.015267175572519083,0.0,Hakeem S. Jeffries RECAP,0.9847328244274809
46010,46010,100,3,1,138,0,142,141,1,0,0.02112676056338028,0.007042253521126761,0.971830985915493,0.0,0.9929577464788732,0.007042253521126761,0.0,Hakeem S. Jeffries RECAP,0.9929577464788732
46011,46011,100,2,24,185,0,211,187,24,0,0.009478672985781991,0.11374407582938388,0.8767772511848341,0.0,0.8862559241706162,0.11374407582938388,0.0,Hakeem S. Jeffries RECAP,0.8862559241706162
46012,46012,100,7,4,149,0,160,156,4,0,0.04375,0.025,0.93125,0.0,0.975,0.025,0.0,Hakeem S. Jeffries RECAP,0.975
46013,46013,100,5,0,110,0,115,115,0,0,0.043478260869565216,0.0,0.9565217391304348,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
46014,46014,100,4,5,132,0,141,136,5,0,0.028368794326241134,0.03546099290780142,0.9361702127659575,0.0,0.9645390070921985,0.03546099290780142,0.0,Hakeem S. Jeffries RECAP,0.9645390070921985
46015,46015,100,4,9,112,0,125,116,9,0,0.032,0.072,0.896,0.0,0.928,0.072,0.0,Hakeem S. Jeffries RECAP,0.928
46016,46016,100,7,7,94,0,108,101,7,0,0.06481481481481481,0.06481481481481481,0.8703703703703703,0.0,0.9351851851851852,0.06481481481481481,0.0,Hakeem S. Jeffries RECAP,0.9351851851851852
46017,46017,100,4,43,45,0,92,49,43,0,0.043478260869565216,0.4673913043478261,0.4891304347826087,0.0,0.532608695652174,0.4673913043478261,0.0,Hakeem S. Jeffries RECAP,0.532608695652174
46018,46018,100,2,44,64,0,110,66,44,0,0.01818181818181818,0.4,0.5818181818181818,0.0,0.6,0.4,0.0,Hakeem S. Jeffries RECAP,0.6
46019,46019,100,7,52,108,1,168,115,52,1,0.041666666666666664,0.30952380952380953,0.6428571428571429,0.005952380952380952,0.6845238095238095,0.30952380952380953,0.005952380952380952,Hakeem S. Jeffries RECAP,0.6845238095238095
46020,46020,100,4,51,80,0,135,84,51,0,0.02962962962962963,0.37777777777777777,0.5925925925925926,0.0,0.6222222222222222,0.37777777777777777,0.0,Hakeem S. Jeffries RECAP,0.6222222222222222
46021,46021,100,15,56,72,0,143,87,56,0,0.1048951048951049,0.3916083916083916,0.5034965034965035,0.0,0.6083916083916084,0.3916083916083916,0.0,Hakeem S. Jeffries RECAP,0.6083916083916084
46022,46022,100,6,57,84,0,147,90,57,0,0.04081632653061224,0.3877551020408163,0.5714285714285714,0.0,0.6122448979591837,0.3877551020408163,0.0,Hakeem S. Jeffries RECAP,0.6122448979591837
46023,46023,100,10,40,57,0,107,67,40,0,0.09345794392523364,0.37383177570093457,0.5327102803738317,0.0,0.6261682242990654,0.37383177570093457,0.0,Hakeem S. Jeffries RECAP,0.6261682242990654
46024,46024,100,5,39,97,1,142,102,39,1,0.035211267605633804,0.2746478873239437,0.6830985915492958,0.007042253521126761,0.7183098591549296,0.2746478873239437,0.007042253521126761,Hakeem S. Jeffries RECAP,0.7183098591549296
46025,46025,100,6,60,96,0,162,102,60,0,0.037037037037037035,0.37037037037037035,0.5925925925925926,0.0,0.6296296296296297,0.37037037037037035,0.0,Hakeem S. Jeffries RECAP,0.6296296296296297
46026,46026,100,12,54,116,2,184,128,54,2,0.06521739130434782,0.29347826086956524,0.6304347826086957,0.010869565217391304,0.6956521739130435,0.29347826086956524,0.010869565217391304,Hakeem S. Jeffries RECAP,0.6956521739130435
46027,46027,100,18,40,87,0,145,105,40,0,0.12413793103448276,0.27586206896551724,0.6,0.0,0.7241379310344828,0.27586206896551724,0.0,Hakeem S. Jeffries RECAP,0.7241379310344828
46028,46028,100,9,51,82,0,142,91,51,0,0.06338028169014084,0.3591549295774648,0.5774647887323944,0.0,0.6408450704225352,0.3591549295774648,0.0,Hakeem S. Jeffries RECAP,0.6408450704225352
46029,46029,100,9,54,94,1,158,103,54,1,0.056962025316455694,0.34177215189873417,0.5949367088607594,0.006329113924050633,0.6518987341772152,0.34177215189873417,0.006329113924050633,Hakeem S. Jeffries RECAP,0.6518987341772152
46030,46030,100,11,48,90,0,149,101,48,0,0.0738255033557047,0.3221476510067114,0.6040268456375839,0.0,0.6778523489932886,0.3221476510067114,0.0,Hakeem S. Jeffries RECAP,0.6778523489932886
46032,46032,100,1,6,55,0,62,56,6,0,0.016129032258064516,0.0967741935483871,0.8870967741935484,0.0,0.9032258064516129,0.0967741935483871,0.0,Hakeem S. Jeffries RECAP,0.9032258064516129
46033,46033,100,4,6,130,0,140,134,6,0,0.02857142857142857,0.04285714285714286,0.9285714285714286,0.0,0.9571428571428572,0.04285714285714286,0.0,Hakeem S. Jeffries RECAP,0.9571428571428572
46043,46043,100,13,48,78,0,139,91,48,0,0.09352517985611511,0.34532374100719426,0.5611510791366906,0.0,0.6546762589928058,0.34532374100719426,0.0,Hakeem S. Jeffries RECAP,0.6546762589928058
46044,46044,100,10,63,69,0,142,79,63,0,0.07042253521126761,0.44366197183098594,0.4859154929577465,0.0,0.5563380281690141,0.44366197183098594,0.0,Hakeem S. Jeffries RECAP,0.5563380281690141
46045,46045,100,5,36,75,0,116,80,36,0,0.04310344827586207,0.3103448275862069,0.646551724137931,0.0,0.6896551724137931,0.3103448275862069,0.0,Hakeem S. Jeffries RECAP,0.6896551724137931
46046,46046,100,3,32,39,0,74,42,32,0,0.04054054054054054,0.43243243243243246,0.527027027027027,0.0,0.5675675675675675,0.43243243243243246,0.0,Hakeem S. Jeffries RECAP,0.5675675675675675
46073,46073,100,7,27,54,0,88,61,27,0,0.07954545454545454,0.3068181818181818,0.6136363636363636,0.0,0.6931818181818182,0.3068181818181818,0.0,Hakeem S. Jeffries RECAP,0.6931818181818182
46077,46077,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
50014,50014,100,6,1,85,0,92,91,1,0,0.06521739130434782,0.010869565217391304,0.9239130434782609,0.0,0.9891304347826086,0.010869565217391304,0.0,Hakeem S. Jeffries RECAP,0.9891304347826086
50084,50084,100,1,1,19,0,21,20,1,0,0.047619047619047616,0.047619047619047616,0.9047619047619048,0.0,0.9523809523809523,0.047619047619047616,0.0,Hakeem S. Jeffries RECAP,0.9523809523809523
50085,50085,100,22,1,22,0,45,44,1,0,0.4888888888888889,0.022222222222222223,0.4888888888888889,0.0,0.9777777777777777,0.022222222222222223,0.0,Hakeem S. Jeffries RECAP,0.9777777777777777
50086,50084,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
50087,50087,100,8,2,23,0,33,31,2,0,0.24242424242424243,0.06060606060606061,0.696969696969697,0.0,0.9393939393939394,0.06060606060606061,0.0,Hakeem S. Jeffries RECAP,0.9393939393939394
50089,50089,100,71,9,124,1,205,195,9,1,0.3463414634146341,0.04390243902439024,0.6048780487804878,0.004878048780487805,0.9512195121951219,0.04390243902439024,0.004878048780487805,Hakeem S. Jeffries RECAP,0.9512195121951219
50090,50090,100,27,1,89,1,118,116,1,1,0.2288135593220339,0.00847457627118644,0.7542372881355932,0.00847457627118644,0.9830508474576272,0.00847457627118644,0.00847457627118644,Hakeem S. Jeffries RECAP,0.9830508474576272
50091,50091,100,65,6,173,0,244,238,6,0,0.26639344262295084,0.02459016393442623,0.7090163934426229,0.0,0.9754098360655737,0.02459016393442623,0.0,Hakeem S. Jeffries RECAP,0.9754098360655737
50092,50092,100,47,7,148,0,202,195,7,0,0.23267326732673269,0.034653465346534656,0.7326732673267327,0.0,0.9653465346534653,0.034653465346534656,0.0,Hakeem S. Jeffries RECAP,0.9653465346534653
50093,50093,100,9,0,29,0,38,38,0,0,0.23684210526315788,0.0,0.7631578947368421,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
50094,50094,100,1,0,13,0,14,14,0,0,0.07142857142857142,0.0,0.9285714285714286,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
50096,50096,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
52003,52003,100,14,10,39,0,63,53,10,0,0.2222222222222222,0.15873015873015872,0.6190476190476191,0.0,0.8412698412698413,0.15873015873015872,0.0,Hakeem S. Jeffries RECAP,0.8412698412698413
52024,52024,100,13,8,27,0,48,40,8,0,0.2708333333333333,0.16666666666666666,0.5625,0.0,0.8333333333333334,0.16666666666666666,0.0,Hakeem S. Jeffries RECAP,0.8333333333333334
52025,52025,100,21,18,107,1,147,128,18,1,0.14285714285714285,0.12244897959183673,0.7278911564625851,0.006802721088435374,0.8707482993197279,0.12244897959183673,0.006802721088435374,Hakeem S. Jeffries RECAP,0.8707482993197279
52027,52027,100,21,6,72,0,99,93,6,0,0.21212121212121213,0.06060606060606061,0.7272727272727273,0.0,0.9393939393939394,0.06060606060606061,0.0,Hakeem S. Jeffries RECAP,0.9393939393939394
52030,52030,100,55,10,206,0,271,261,10,0,0.2029520295202952,0.03690036900369004,0.7601476014760148,0.0,0.9630996309963099,0.03690036900369004,0.0,Hakeem S. Jeffries RECAP,0.9630996309963099
52031,52031,100,83,22,222,0,327,305,22,0,0.25382262996941896,0.0672782874617737,0.6788990825688074,0.0,0.9327217125382263,0.0672782874617737,0.0,Hakeem S. Jeffries RECAP,0.9327217125382263
52032,52032,100,72,15,179,0,266,251,15,0,0.2706766917293233,0.05639097744360902,0.6729323308270677,0.0,0.943609022556391,0.05639097744360902,0.0,Hakeem S. Jeffries RECAP,0.943609022556391
52033,52033,100,101,14,196,2,313,297,14,2,0.3226837060702875,0.04472843450479233,0.6261980830670927,0.006389776357827476,0.9488817891373802,0.04472843450479233,0.006389776357827476,Hakeem S. Jeffries RECAP,0.9488817891373802
52114,52114,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
54001,54001,100,1,0,40,0,41,41,0,0,0.024390243902439025,0.0,0.975609756097561,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
54002,54002,100,1,0,64,1,66,65,0,1,0.015151515151515152,0.0,0.9696969696969697,0.015151515151515152,0.9848484848484849,0.0,0.015151515151515152,Hakeem S. Jeffries RECAP,0.9848484848484849
54003,54003,100,3,4,87,1,95,90,4,1,0.031578947368421054,0.042105263157894736,0.9157894736842105,0.010526315789473684,0.9473684210526315,0.042105263157894736,0.010526315789473684,Hakeem S. Jeffries RECAP,0.9473684210526315
54004,54004,100,1,6,97,0,104,98,6,0,0.009615384615384616,0.057692307692307696,0.9326923076923077,0.0,0.9423076923076923,0.057692307692307696,0.0,Hakeem S. Jeffries RECAP,0.9423076923076923
54005,54005,100,0,0,16,0,16,16,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
54007,54007,100,22,1,149,0,172,171,1,0,0.12790697674418605,0.005813953488372093,0.8662790697674418,0.0,0.9941860465116279,0.005813953488372093,0.0,Hakeem S. Jeffries RECAP,0.9941860465116279
54008,54008,100,3,0,143,0,146,146,0,0,0.02054794520547945,0.0,0.9794520547945206,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
54009,54009,100,7,2,79,0,88,86,2,0,0.07954545454545454,0.022727272727272728,0.8977272727272727,0.0,0.9772727272727273,0.022727272727272728,0.0,Hakeem S. Jeffries RECAP,0.9772727272727273
54010,54010,100,0,0,103,0,103,103,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
54011,54011,100,13,4,118,0,135,131,4,0,0.0962962962962963,0.02962962962962963,0.8740740740740741,0.0,0.9703703703703703,0.02962962962962963,0.0,Hakeem S. Jeffries RECAP,0.9703703703703703
54012,54012,100,9,2,79,0,90,88,2,0,0.1,0.022222222222222223,0.8777777777777778,0.0,0.9777777777777777,0.022222222222222223,0.0,Hakeem S. Jeffries RECAP,0.9777777777777777
54015,54015,100,14,0,66,0,80,80,0,0,0.175,0.0,0.825,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
54016,54016,100,1,0,5,0,6,6,0,0,0.16666666666666666,0.0,0.8333333333333334,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
54017,54017,100,2,0,22,0,24,24,0,0,0.08333333333333333,0.0,0.9166666666666666,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
54018,54018,100,0,0,3,0,3,3,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
54026,54026,100,1,0,10,0,11,11,0,0,0.09090909090909091,0.0,0.9090909090909091,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
54027,54027,100,9,0,93,0,102,102,0,0,0.08823529411764706,0.0,0.9117647058823529,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
54028,54028,100,8,0,145,0,153,153,0,0,0.05228758169934641,0.0,0.9477124183006536,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
54029,54029,100,5,1,83,0,89,88,1,0,0.056179775280898875,0.011235955056179775,0.9325842696629213,0.0,0.9887640449438202,0.011235955056179775,0.0,Hakeem S. Jeffries RECAP,0.9887640449438202
54060,54060,100,14,3,238,0,255,252,3,0,0.054901960784313725,0.011764705882352941,0.9333333333333333,0.0,0.9882352941176471,0.011764705882352941,0.0,Hakeem S. Jeffries RECAP,0.9882352941176471
54061,54061,100,5,3,147,0,155,152,3,0,0.03225806451612903,0.01935483870967742,0.9483870967741935,0.0,0.9806451612903225,0.01935483870967742,0.0,Hakeem S. Jeffries RECAP,0.9806451612903225
54062,54062,100,13,2,110,0,125,123,2,0,0.104,0.016,0.88,0.0,0.984,0.016,0.0,Hakeem S. Jeffries RECAP,0.984
54063,54063,100,12,1,148,0,161,160,1,0,0.07453416149068323,0.006211180124223602,0.9192546583850931,0.0,0.9937888198757764,0.006211180124223602,0.0,Hakeem S. Jeffries RECAP,0.9937888198757764
54064,54064,100,6,2,98,0,106,104,2,0,0.05660377358490566,0.018867924528301886,0.9245283018867925,0.0,0.9811320754716981,0.018867924528301886,0.0,Hakeem S. Jeffries RECAP,0.9811320754716981
54065,54065,100,7,6,122,0,135,129,6,0,0.05185185185185185,0.044444444444444446,0.9037037037037037,0.0,0.9555555555555556,0.044444444444444446,0.0,Hakeem S. Jeffries RECAP,0.9555555555555556
54066,54066,100,2,0,35,0,37,37,0,0,0.05405405405405406,0.0,0.9459459459459459,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
54067,54067,100,6,4,145,0,155,151,4,0,0.03870967741935484,0.025806451612903226,0.9354838709677419,0.0,0.9741935483870968,0.025806451612903226,0.0,Hakeem S. Jeffries RECAP,0.9741935483870968
54068,54068,100,6,2,91,0,99,97,2,0,0.06060606060606061,0.020202020202020204,0.9191919191919192,0.0,0.9797979797979798,0.020202020202020204,0.0,Hakeem S. Jeffries RECAP,0.9797979797979798
54069,54069,100,8,3,98,0,109,106,3,0,0.07339449541284404,0.027522935779816515,0.8990825688073395,0.0,0.9724770642201835,0.027522935779816515,0.0,Hakeem S. Jeffries RECAP,0.9724770642201835
54070,54070,100,7,2,76,0,85,83,2,0,0.08235294117647059,0.023529411764705882,0.8941176470588236,0.0,0.9764705882352941,0.023529411764705882,0.0,Hakeem S. Jeffries RECAP,0.9764705882352941
54071,54071,100,4,0,87,1,92,91,0,1,0.043478260869565216,0.0,0.9456521739130435,0.010869565217391304,0.9891304347826086,0.0,0.010869565217391304,Hakeem S. Jeffries RECAP,0.9891304347826086
54072,54072,100,1,0,7,0,8,8,0,0,0.125,0.0,0.875,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
54074,54074,100,7,5,104,0,116,111,5,0,0.0603448275862069,0.04310344827586207,0.896551724137931,0.0,0.9568965517241379,0.04310344827586207,0.0,Hakeem S. Jeffries RECAP,0.9568965517241379
54075,54075,100,1,1,28,0,30,29,1,0,0.03333333333333333,0.03333333333333333,0.9333333333333333,0.0,0.9666666666666667,0.03333333333333333,0.0,Hakeem S. Jeffries RECAP,0.9666666666666667
54076,54076,100,10,2,109,0,121,119,2,0,0.08264462809917356,0.01652892561983471,0.9008264462809917,0.0,0.9834710743801653,0.01652892561983471,0.0,Hakeem S. Jeffries RECAP,0.9834710743801653
54078,54078,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
55003,55003,100,5,0,30,0,35,35,0,0,0.14285714285714285,0.0,0.8571428571428571,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55001,55003,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
55002,55002,100,9,0,51,0,60,60,0,0,0.15,0.0,0.85,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55004,55004,100,21,3,212,0,236,233,3,0,0.08898305084745763,0.012711864406779662,0.8983050847457628,0.0,0.9872881355932204,0.012711864406779662,0.0,Hakeem S. Jeffries RECAP,0.9872881355932204
55005,55005,100,2,0,19,0,21,21,0,0,0.09523809523809523,0.0,0.9047619047619048,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55006,55006,100,2,0,127,0,129,129,0,0,0.015503875968992248,0.0,0.9844961240310077,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55007,55007,100,7,3,130,0,140,137,3,0,0.05,0.02142857142857143,0.9285714285714286,0.0,0.9785714285714285,0.02142857142857143,0.0,Hakeem S. Jeffries RECAP,0.9785714285714285
55008,55008,100,5,0,31,0,36,36,0,0,0.1388888888888889,0.0,0.8611111111111112,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55009,55009,100,5,4,126,0,135,131,4,0,0.037037037037037035,0.02962962962962963,0.9333333333333333,0.0,0.9703703703703703,0.02962962962962963,0.0,Hakeem S. Jeffries RECAP,0.9703703703703703
55010,55010,100,11,5,172,0,188,183,5,0,0.05851063829787234,0.026595744680851064,0.9148936170212766,0.0,0.973404255319149,0.026595744680851064,0.0,Hakeem S. Jeffries RECAP,0.973404255319149
55011,55011,100,9,1,162,1,173,171,1,1,0.05202312138728324,0.005780346820809248,0.9364161849710982,0.005780346820809248,0.9884393063583815,0.005780346820809248,0.005780346820809248,Hakeem S. Jeffries RECAP,0.9884393063583815
55012,55012,100,20,3,180,0,203,200,3,0,0.09852216748768473,0.014778325123152709,0.8866995073891626,0.0,0.9852216748768473,0.014778325123152709,0.0,Hakeem S. Jeffries RECAP,0.9852216748768473
55013,55013,100,0,0,7,0,7,7,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55014,55014,100,21,5,146,0,172,167,5,0,0.12209302325581395,0.029069767441860465,0.8488372093023255,0.0,0.9709302325581395,0.029069767441860465,0.0,Hakeem S. Jeffries RECAP,0.9709302325581395
55015,55015,100,0,0,4,0,4,4,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
