ED,Reported As,Reporting,Hakeem S. Jeffries (Working Families),Alan Bellone (Conservative),Hakeem S. Jeffries (Democratic),Scattered,Total Votes,Hakeem S. Jeffries RECAP,Alan Bellone RECAP,Scattered RECAP,p_Hakeem S. Jeffries (Working Families),p_Alan Bellone (Conservative),p_Hakeem S. Jeffries (Democratic),p_Scattered,p_Hakeem S. Jeffries RECAP,p_Alan Bellone RECAP,p_Scattered RECAP,winner,winner_p
23047,23047,100,6,56,56,0,118,62,56,0,0.05084745762711865,0.4745762711864407,0.4745762711864407,0.0,0.5254237288135594,0.4745762711864407,0.0,Hakeem S. Jeffries RECAP,0.5254237288135594
23048,23048,100,6,40,64,0,110,70,40,0,0.05454545454545454,0.36363636363636365,0.5818181818181818,0.0,0.6363636363636364,0.36363636363636365,0.0,Hakeem S. Jeffries RECAP,0.6363636363636364
23049,23049,100,8,113,99,2,222,107,113,2,0.036036036036036036,0.509009009009009,0.44594594594594594,0.009009009009009009,0.481981981981982,0.509009009009009,0.009009009009009009,Alan Bellone RECAP,0.509009009009009
23050,23050,100,12,92,122,0,226,134,92,0,0.05309734513274336,0.40707964601769914,0.5398230088495575,0.0,0.5929203539823009,0.40707964601769914,0.0,Hakeem S. Jeffries RECAP,0.5929203539823009
23051,23051,100,6,128,82,0,216,88,128,0,0.027777777777777776,0.5925925925925926,0.37962962962962965,0.0,0.4074074074074074,0.5925925925925926,0.0,Alan Bellone RECAP,0.5925925925925926
23052,23052,100,5,68,49,1,123,54,68,1,0.04065040650406504,0.5528455284552846,0.3983739837398374,0.008130081300813009,0.43902439024390244,0.5528455284552846,0.008130081300813009,Alan Bellone RECAP,0.5528455284552846
23053,23053,100,9,43,113,0,165,122,43,0,0.05454545454545454,0.2606060606060606,0.6848484848484848,0.0,0.7393939393939394,0.2606060606060606,0.0,Hakeem S. Jeffries RECAP,0.7393939393939394
23054,23054,100,17,70,105,1,193,122,70,1,0.08808290155440414,0.3626943005181347,0.5440414507772021,0.0051813471502590676,0.6321243523316062,0.3626943005181347,0.0051813471502590676,Hakeem S. Jeffries RECAP,0.6321243523316062
23055,23055,100,2,8,35,0,45,37,8,0,0.044444444444444446,0.17777777777777778,0.7777777777777778,0.0,0.8222222222222222,0.17777777777777778,0.0,Hakeem S. Jeffries RECAP,0.8222222222222222
23056,23056,100,13,27,111,0,151,124,27,0,0.08609271523178808,0.17880794701986755,0.7350993377483444,0.0,0.8211920529801324,0.17880794701986755,0.0,Hakeem S. Jeffries RECAP,0.8211920529801324
23057,23057,100,8,54,123,0,185,131,54,0,0.043243243243243246,0.2918918918918919,0.6648648648648648,0.0,0.7081081081081081,0.2918918918918919,0.0,Hakeem S. Jeffries RECAP,0.7081081081081081
23058,23058,100,9,41,127,0,177,136,41,0,0.05084745762711865,0.23163841807909605,0.7175141242937854,0.0,0.768361581920904,0.23163841807909605,0.0,Hakeem S. Jeffries RECAP,0.768361581920904
23059,23059,100,3,25,117,0,145,120,25,0,0.020689655172413793,0.1724137931034483,0.8068965517241379,0.0,0.8275862068965517,0.1724137931034483,0.0,Hakeem S. Jeffries RECAP,0.8275862068965517
23060,23060,100,6,23,74,0,103,80,23,0,0.05825242718446602,0.22330097087378642,0.7184466019417476,0.0,0.7766990291262136,0.22330097087378642,0.0,Hakeem S. Jeffries RECAP,0.7766990291262136
23061,23061,100,12,67,154,0,233,166,67,0,0.05150214592274678,0.2875536480686695,0.6609442060085837,0.0,0.7124463519313304,0.2875536480686695,0.0,Hakeem S. Jeffries RECAP,0.7124463519313304
23062,23062,100,12,98,195,0,305,207,98,0,0.03934426229508197,0.32131147540983607,0.639344262295082,0.0,0.6786885245901639,0.32131147540983607,0.0,Hakeem S. Jeffries RECAP,0.6786885245901639
23063,23063,100,20,76,196,0,292,216,76,0,0.0684931506849315,0.2602739726027397,0.6712328767123288,0.0,0.7397260273972602,0.2602739726027397,0.0,Hakeem S. Jeffries RECAP,0.7397260273972602
23064,23064,100,12,119,183,0,314,195,119,0,0.03821656050955414,0.37898089171974525,0.5828025477707006,0.0,0.6210191082802548,0.37898089171974525,0.0,Hakeem S. Jeffries RECAP,0.6210191082802548
23065,23065,100,10,58,121,0,189,131,58,0,0.05291005291005291,0.30687830687830686,0.6402116402116402,0.0,0.6931216931216931,0.30687830687830686,0.0,Hakeem S. Jeffries RECAP,0.6931216931216931
23066,23066,100,4,4,73,0,81,77,4,0,0.04938271604938271,0.04938271604938271,0.9012345679012346,0.0,0.9506172839506173,0.04938271604938271,0.0,Hakeem S. Jeffries RECAP,0.9506172839506173
23067,23067,100,0,5,65,0,70,65,5,0,0.0,0.07142857142857142,0.9285714285714286,0.0,0.9285714285714286,0.07142857142857142,0.0,Hakeem S. Jeffries RECAP,0.9285714285714286
23075,23075,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
38035,38035,100,0,0,21,1,22,21,0,1,0.0,0.0,0.9545454545454546,0.045454545454545456,0.9545454545454546,0.0,0.045454545454545456,Hakeem S. Jeffries RECAP,0.9545454545454546
