ED,Reported As,Reporting,Scattered,Velmanette Montgomery (Democratic),Velmanette Montgomery (Working Families),Total Votes,Scattered RECAP,Velmanette Montgomery RECAP,p_Scattered,p_Velmanette Montgomery (Democratic),p_Velmanette Montgomery (Working Families),p_Scattered RECAP,p_Velmanette Montgomery RECAP,winner,winner_p
56082,56082,100,0,125,8,133,0,133,0.0,0.9398496240601504,0.06015037593984962,0.0,1.0,Velmanette Montgomery RECAP,1.0
57001,57001,100,0,120,3,123,0,123,0.0,0.975609756097561,0.024390243902439025,0.0,1.0,Velmanette Montgomery RECAP,1.0
57002,57002,100,0,149,5,154,0,154,0.0,0.9675324675324676,0.032467532467532464,0.0,1.0,Velmanette Montgomery RECAP,1.0
57003,57003,100,0,149,6,155,0,155,0.0,0.9612903225806452,0.03870967741935484,0.0,1.0,Velmanette Montgomery RECAP,1.0
57004,57004,100,0,57,20,77,0,77,0.0,0.7402597402597403,0.2597402597402597,0.0,1.0,Velmanette Montgomery RECAP,1.0
57005,57005,100,0,35,2,37,0,37,0.0,0.9459459459459459,0.05405405405405406,0.0,1.0,Velmanette Montgomery RECAP,1.0
57006,57006,100,0,164,7,171,0,171,0.0,0.9590643274853801,0.04093567251461988,0.0,1.0,Velmanette Montgomery RECAP,1.0
57007,57007,100,0,159,9,168,0,168,0.0,0.9464285714285714,0.05357142857142857,0.0,1.0,Velmanette Montgomery RECAP,1.0
57008,57008,100,0,118,9,127,0,127,0.0,0.9291338582677166,0.07086614173228346,0.0,1.0,Velmanette Montgomery RECAP,1.0
57009,57009,100,2,133,32,167,2,165,0.011976047904191617,0.7964071856287425,0.19161676646706588,0.011976047904191617,0.9880239520958084,Velmanette Montgomery RECAP,0.9880239520958084
57010,57010,100,2,218,56,276,2,274,0.007246376811594203,0.7898550724637681,0.2028985507246377,0.007246376811594203,0.9927536231884058,Velmanette Montgomery RECAP,0.9927536231884058
57011,57011,100,4,228,22,254,4,250,0.015748031496062992,0.8976377952755905,0.08661417322834646,0.015748031496062992,0.984251968503937,Velmanette Montgomery RECAP,0.984251968503937
57012,57012,100,0,164,16,180,0,180,0.0,0.9111111111111111,0.08888888888888889,0.0,1.0,Velmanette Montgomery RECAP,1.0
57013,57013,100,0,67,2,69,0,69,0.0,0.9710144927536232,0.028985507246376812,0.0,1.0,Velmanette Montgomery RECAP,1.0
57014,57014,100,2,86,32,120,2,118,0.016666666666666666,0.7166666666666667,0.26666666666666666,0.016666666666666666,0.9833333333333333,Velmanette Montgomery RECAP,0.9833333333333333
57015,57015,100,2,161,73,236,2,234,0.00847457627118644,0.6822033898305084,0.3093220338983051,0.00847457627118644,0.9915254237288136,Velmanette Montgomery RECAP,0.9915254237288136
57016,57016,100,0,216,82,298,0,298,0.0,0.7248322147651006,0.2751677852348993,0.0,1.0,Velmanette Montgomery RECAP,1.0
57017,57017,100,0,286,98,384,0,384,0.0,0.7447916666666666,0.2552083333333333,0.0,1.0,Velmanette Montgomery RECAP,1.0
57018,57018,100,1,361,50,412,1,411,0.0024271844660194173,0.8762135922330098,0.12135922330097088,0.0024271844660194173,0.9975728155339806,Velmanette Montgomery RECAP,0.9975728155339806
57019,57019,100,1,20,7,28,1,27,0.03571428571428571,0.7142857142857143,0.25,0.03571428571428571,0.9642857142857143,Velmanette Montgomery RECAP,0.9642857142857143
57020,57019,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
57021,57021,100,4,179,28,211,4,207,0.018957345971563982,0.8483412322274881,0.13270142180094788,0.018957345971563982,0.981042654028436,Velmanette Montgomery RECAP,0.981042654028436
57022,57022,100,0,145,30,175,0,175,0.0,0.8285714285714286,0.17142857142857143,0.0,1.0,Velmanette Montgomery RECAP,1.0
57023,57023,100,0,35,4,39,0,39,0.0,0.8974358974358975,0.10256410256410256,0.0,1.0,Velmanette Montgomery RECAP,1.0
57024,57024,100,1,219,73,293,1,292,0.0034129692832764505,0.7474402730375427,0.24914675767918087,0.0034129692832764505,0.9965870307167235,Velmanette Montgomery RECAP,0.9965870307167235
57025,57025,100,2,156,76,234,2,232,0.008547008547008548,0.6666666666666666,0.3247863247863248,0.008547008547008548,0.9914529914529915,Velmanette Montgomery RECAP,0.9914529914529915
57026,57026,100,4,223,80,307,4,303,0.013029315960912053,0.7263843648208469,0.26058631921824105,0.013029315960912053,0.9869706840390879,Velmanette Montgomery RECAP,0.9869706840390879
57027,57027,100,0,156,66,222,0,222,0.0,0.7027027027027027,0.2972972972972973,0.0,1.0,Velmanette Montgomery RECAP,1.0
57028,57028,100,1,170,54,225,1,224,0.0044444444444444444,0.7555555555555555,0.24,0.0044444444444444444,0.9955555555555555,Velmanette Montgomery RECAP,0.9955555555555555
57029,57029,100,2,164,84,250,2,248,0.008,0.656,0.336,0.008,0.992,Velmanette Montgomery RECAP,0.992
57030,57030,100,0,237,34,271,0,271,0.0,0.8745387453874539,0.12546125461254612,0.0,1.0,Velmanette Montgomery RECAP,1.0
57031,57031,100,1,383,33,417,1,416,0.002398081534772182,0.9184652278177458,0.07913669064748201,0.002398081534772182,0.9976019184652278,Velmanette Montgomery RECAP,0.9976019184652278
57032,57032,100,0,109,1,110,0,110,0.0,0.990909090909091,0.00909090909090909,0.0,1.0,Velmanette Montgomery RECAP,1.0
57033,57033,100,0,179,5,184,0,184,0.0,0.9728260869565217,0.02717391304347826,0.0,1.0,Velmanette Montgomery RECAP,1.0
57034,57034,100,2,286,102,390,2,388,0.005128205128205128,0.7333333333333333,0.26153846153846155,0.005128205128205128,0.9948717948717949,Velmanette Montgomery RECAP,0.9948717948717949
57035,57035,100,1,214,74,289,1,288,0.0034602076124567475,0.740484429065744,0.2560553633217993,0.0034602076124567475,0.9965397923875432,Velmanette Montgomery RECAP,0.9965397923875432
57036,57036,100,0,197,41,238,0,238,0.0,0.8277310924369747,0.1722689075630252,0.0,1.0,Velmanette Montgomery RECAP,1.0
57037,57037,100,0,173,30,203,0,203,0.0,0.8522167487684729,0.1477832512315271,0.0,1.0,Velmanette Montgomery RECAP,1.0
57038,57038,100,2,212,67,281,2,279,0.0071174377224199285,0.7544483985765125,0.23843416370106763,0.0071174377224199285,0.9928825622775801,Velmanette Montgomery RECAP,0.9928825622775801
57039,57039,100,1,241,69,311,1,310,0.003215434083601286,0.77491961414791,0.22186495176848875,0.003215434083601286,0.9967845659163987,Velmanette Montgomery RECAP,0.9967845659163987
57040,57040,100,1,207,89,297,1,296,0.003367003367003367,0.696969696969697,0.2996632996632997,0.003367003367003367,0.9966329966329966,Velmanette Montgomery RECAP,0.9966329966329966
57041,57041,100,0,203,70,273,0,273,0.0,0.7435897435897436,0.2564102564102564,0.0,1.0,Velmanette Montgomery RECAP,1.0
57042,57042,100,2,189,74,265,2,263,0.007547169811320755,0.7132075471698113,0.2792452830188679,0.007547169811320755,0.9924528301886792,Velmanette Montgomery RECAP,0.9924528301886792
57043,57043,100,2,189,82,273,2,271,0.007326007326007326,0.6923076923076923,0.30036630036630035,0.007326007326007326,0.9926739926739927,Velmanette Montgomery RECAP,0.9926739926739927
57044,57044,100,0,220,48,268,0,268,0.0,0.8208955223880597,0.1791044776119403,0.0,1.0,Velmanette Montgomery RECAP,1.0
57045,57045,100,0,210,27,237,0,237,0.0,0.8860759493670886,0.11392405063291139,0.0,1.0,Velmanette Montgomery RECAP,1.0
57046,57046,100,0,141,5,146,0,146,0.0,0.9657534246575342,0.03424657534246575,0.0,1.0,Velmanette Montgomery RECAP,1.0
57047,57047,100,0,213,88,301,0,301,0.0,0.707641196013289,0.292358803986711,0.0,1.0,Velmanette Montgomery RECAP,1.0
57048,57048,100,2,226,66,294,2,292,0.006802721088435374,0.7687074829931972,0.22448979591836735,0.006802721088435374,0.9931972789115646,Velmanette Montgomery RECAP,0.9931972789115646
57049,57049,100,0,105,37,142,0,142,0.0,0.7394366197183099,0.2605633802816901,0.0,1.0,Velmanette Montgomery RECAP,1.0
57050,57050,100,1,236,84,321,1,320,0.003115264797507788,0.735202492211838,0.2616822429906542,0.003115264797507788,0.9968847352024922,Velmanette Montgomery RECAP,0.9968847352024922
57051,57051,100,0,192,42,234,0,234,0.0,0.8205128205128205,0.1794871794871795,0.0,1.0,Velmanette Montgomery RECAP,1.0
57052,57052,100,0,192,22,214,0,214,0.0,0.897196261682243,0.102803738317757,0.0,1.0,Velmanette Montgomery RECAP,1.0
57053,57053,100,0,256,39,295,0,295,0.0,0.8677966101694915,0.13220338983050847,0.0,1.0,Velmanette Montgomery RECAP,1.0
57054,57054,100,0,133,29,162,0,162,0.0,0.8209876543209876,0.17901234567901234,0.0,1.0,Velmanette Montgomery RECAP,1.0
57055,57055,100,3,253,47,303,3,300,0.009900990099009901,0.834983498349835,0.1551155115511551,0.009900990099009901,0.9900990099009901,Velmanette Montgomery RECAP,0.9900990099009901
57056,57056,100,1,213,58,272,1,271,0.003676470588235294,0.7830882352941176,0.21323529411764705,0.003676470588235294,0.9963235294117647,Velmanette Montgomery RECAP,0.9963235294117647
57057,57057,100,0,186,40,226,0,226,0.0,0.8230088495575221,0.17699115044247787,0.0,1.0,Velmanette Montgomery RECAP,1.0
57058,57058,100,0,131,32,163,0,163,0.0,0.803680981595092,0.19631901840490798,0.0,1.0,Velmanette Montgomery RECAP,1.0
57059,57059,100,0,115,22,137,0,137,0.0,0.8394160583941606,0.16058394160583941,0.0,1.0,Velmanette Montgomery RECAP,1.0
57060,57060,100,1,137,54,192,1,191,0.005208333333333333,0.7135416666666666,0.28125,0.005208333333333333,0.9947916666666666,Velmanette Montgomery RECAP,0.9947916666666666
57061,57061,100,1,115,28,144,1,143,0.006944444444444444,0.7986111111111112,0.19444444444444445,0.006944444444444444,0.9930555555555556,Velmanette Montgomery RECAP,0.9930555555555556
57062,57062,100,0,7,6,13,0,13,0.0,0.5384615384615384,0.46153846153846156,0.0,1.0,Velmanette Montgomery RECAP,1.0
57063,57063,100,0,192,99,291,0,291,0.0,0.6597938144329897,0.3402061855670103,0.0,1.0,Velmanette Montgomery RECAP,1.0
57064,57064,100,2,165,79,246,2,244,0.008130081300813009,0.6707317073170732,0.32113821138211385,0.008130081300813009,0.991869918699187,Velmanette Montgomery RECAP,0.991869918699187
57065,57065,100,1,241,141,383,1,382,0.0026109660574412533,0.6292428198433421,0.3681462140992167,0.0026109660574412533,0.9973890339425587,Velmanette Montgomery RECAP,0.9973890339425587
57066,57066,100,0,195,60,255,0,255,0.0,0.7647058823529411,0.23529411764705882,0.0,1.0,Velmanette Montgomery RECAP,1.0
57094,57094,100,1,163,48,212,1,211,0.0047169811320754715,0.7688679245283019,0.22641509433962265,0.0047169811320754715,0.9952830188679245,Velmanette Montgomery RECAP,0.9952830188679245
57095,57095,100,1,96,55,152,1,151,0.006578947368421052,0.631578947368421,0.3618421052631579,0.006578947368421052,0.993421052631579,Velmanette Montgomery RECAP,0.993421052631579
