ED,Reported As,Reporting,Crystal Collins (Independence),Robert L. Diamond (Conservative),Scattered,Ruth H. Thompson (Democratic),Robert L. Diamond (Republican),Total Votes,Crystal Collins RECAP,Robert L. Diamond RECAP,Scattered RECAP,Ruth H. Thompson RECAP,p_Crystal Collins (Independence),p_Robert L. Diamond (Conservative),p_Scattered,p_Ruth H. Thompson (Democratic),p_Robert L. Diamond (Republican),p_Crystal Collins RECAP,p_Robert L. Diamond RECAP,p_Scattered RECAP,p_Ruth H. Thompson RECAP,winner,winner_p
83014,83014,100,4,0,1,334,10,349,4,10,1,334,0.011461318051575931,0.0,0.0028653295128939827,0.9570200573065902,0.02865329512893983,0.011461318051575931,0.02865329512893983,0.0028653295128939827,0.9570200573065902,Ruth H. Thompson RECAP,0.9570200573065902
83015,83015,100,6,1,0,209,5,221,6,6,0,209,0.027149321266968326,0.004524886877828055,0.0,0.9457013574660633,0.02262443438914027,0.027149321266968326,0.027149321266968326,0.0,0.9457013574660633,Ruth H. Thompson RECAP,0.9457013574660633
83016,83016,100,3,1,0,207,8,219,3,9,0,207,0.0136986301369863,0.0045662100456621,0.0,0.9452054794520548,0.0365296803652968,0.0136986301369863,0.0410958904109589,0.0,0.9452054794520548,Ruth H. Thompson RECAP,0.9452054794520548
83017,83017,100,3,2,0,181,2,188,3,4,0,181,0.015957446808510637,0.010638297872340425,0.0,0.9627659574468085,0.010638297872340425,0.015957446808510637,0.02127659574468085,0.0,0.9627659574468085,Ruth H. Thompson RECAP,0.9627659574468085
83018,83018,100,0,1,0,194,1,196,0,2,0,194,0.0,0.00510204081632653,0.0,0.9897959183673469,0.00510204081632653,0.0,0.01020408163265306,0.0,0.9897959183673469,Ruth H. Thompson RECAP,0.9897959183673469
83019,83019,100,0,1,0,150,4,155,0,5,0,150,0.0,0.0064516129032258064,0.0,0.967741935483871,0.025806451612903226,0.0,0.03225806451612903,0.0,0.967741935483871,Ruth H. Thompson RECAP,0.967741935483871
83020,83020,100,0,0,0,131,1,132,0,1,0,131,0.0,0.0,0.0,0.9924242424242424,0.007575757575757576,0.0,0.007575757575757576,0.0,0.9924242424242424,Ruth H. Thompson RECAP,0.9924242424242424
83021,83021,100,1,2,1,184,6,194,1,8,1,184,0.005154639175257732,0.010309278350515464,0.005154639175257732,0.9484536082474226,0.030927835051546393,0.005154639175257732,0.041237113402061855,0.005154639175257732,0.9484536082474226,Ruth H. Thompson RECAP,0.9484536082474226
83022,83022,100,3,0,0,154,4,161,3,4,0,154,0.018633540372670808,0.0,0.0,0.9565217391304348,0.024844720496894408,0.018633540372670808,0.024844720496894408,0.0,0.9565217391304348,Ruth H. Thompson RECAP,0.9565217391304348
83023,83023,100,2,0,0,135,5,142,2,5,0,135,0.014084507042253521,0.0,0.0,0.9507042253521126,0.035211267605633804,0.014084507042253521,0.035211267605633804,0.0,0.9507042253521126,Ruth H. Thompson RECAP,0.9507042253521126
83024,83024,100,0,1,0,84,2,87,0,3,0,84,0.0,0.011494252873563218,0.0,0.9655172413793104,0.022988505747126436,0.0,0.034482758620689655,0.0,0.9655172413793104,Ruth H. Thompson RECAP,0.9655172413793104
83025,83025,100,1,3,0,142,3,149,1,6,0,142,0.006711409395973154,0.020134228187919462,0.0,0.9530201342281879,0.020134228187919462,0.006711409395973154,0.040268456375838924,0.0,0.9530201342281879,Ruth H. Thompson RECAP,0.9530201342281879
83026,83026,100,1,1,0,95,6,103,1,7,0,95,0.009708737864077669,0.009708737864077669,0.0,0.9223300970873787,0.05825242718446602,0.009708737864077669,0.06796116504854369,0.0,0.9223300970873787,Ruth H. Thompson RECAP,0.9223300970873787
83027,83027,100,7,2,0,218,6,233,7,8,0,218,0.030042918454935622,0.008583690987124463,0.0,0.9356223175965666,0.02575107296137339,0.030042918454935622,0.034334763948497854,0.0,0.9356223175965666,Ruth H. Thompson RECAP,0.9356223175965666
83028,83028,100,0,1,0,274,11,286,0,12,0,274,0.0,0.0034965034965034965,0.0,0.958041958041958,0.038461538461538464,0.0,0.04195804195804196,0.0,0.958041958041958,Ruth H. Thompson RECAP,0.958041958041958
83029,83029,100,1,1,0,126,4,132,1,5,0,126,0.007575757575757576,0.007575757575757576,0.0,0.9545454545454546,0.030303030303030304,0.007575757575757576,0.03787878787878788,0.0,0.9545454545454546,Ruth H. Thompson RECAP,0.9545454545454546
83030,83030,100,3,0,0,177,6,186,3,6,0,177,0.016129032258064516,0.0,0.0,0.9516129032258065,0.03225806451612903,0.016129032258064516,0.03225806451612903,0.0,0.9516129032258065,Ruth H. Thompson RECAP,0.9516129032258065
83031,83031,100,4,1,0,236,3,244,4,4,0,236,0.01639344262295082,0.004098360655737705,0.0,0.9672131147540983,0.012295081967213115,0.01639344262295082,0.01639344262295082,0.0,0.9672131147540983,Ruth H. Thompson RECAP,0.9672131147540983
83032,83032,100,2,0,0,172,2,176,2,2,0,172,0.011363636363636364,0.0,0.0,0.9772727272727273,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.0,0.9772727272727273,Ruth H. Thompson RECAP,0.9772727272727273
83033,83033,100,3,1,0,246,1,251,3,2,0,246,0.01195219123505976,0.00398406374501992,0.0,0.9800796812749004,0.00398406374501992,0.01195219123505976,0.00796812749003984,0.0,0.9800796812749004,Ruth H. Thompson RECAP,0.9800796812749004
83034,83034,100,4,1,0,186,1,192,4,2,0,186,0.020833333333333332,0.005208333333333333,0.0,0.96875,0.005208333333333333,0.020833333333333332,0.010416666666666666,0.0,0.96875,Ruth H. Thompson RECAP,0.96875
83035,83035,100,3,0,0,131,4,138,3,4,0,131,0.021739130434782608,0.0,0.0,0.9492753623188406,0.028985507246376812,0.021739130434782608,0.028985507246376812,0.0,0.9492753623188406,Ruth H. Thompson RECAP,0.9492753623188406
83036,83036,100,1,0,1,100,12,114,1,12,1,100,0.008771929824561403,0.0,0.008771929824561403,0.8771929824561403,0.10526315789473684,0.008771929824561403,0.10526315789473684,0.008771929824561403,0.8771929824561403,Ruth H. Thompson RECAP,0.8771929824561403
83037,83037,100,2,0,0,133,0,135,2,0,0,133,0.014814814814814815,0.0,0.0,0.9851851851851852,0.0,0.014814814814814815,0.0,0.0,0.9851851851851852,Ruth H. Thompson RECAP,0.9851851851851852
83038,83038,100,5,0,0,142,3,150,5,3,0,142,0.03333333333333333,0.0,0.0,0.9466666666666667,0.02,0.03333333333333333,0.02,0.0,0.9466666666666667,Ruth H. Thompson RECAP,0.9466666666666667
83039,83039,100,1,0,0,139,2,142,1,2,0,139,0.007042253521126761,0.0,0.0,0.9788732394366197,0.014084507042253521,0.007042253521126761,0.014084507042253521,0.0,0.9788732394366197,Ruth H. Thompson RECAP,0.9788732394366197
83040,83040,100,2,1,0,159,1,163,2,2,0,159,0.012269938650306749,0.006134969325153374,0.0,0.9754601226993865,0.006134969325153374,0.012269938650306749,0.012269938650306749,0.0,0.9754601226993865,Ruth H. Thompson RECAP,0.9754601226993865
83041,83041,100,1,1,0,162,3,167,1,4,0,162,0.005988023952095809,0.005988023952095809,0.0,0.9700598802395209,0.017964071856287425,0.005988023952095809,0.023952095808383235,0.0,0.9700598802395209,Ruth H. Thompson RECAP,0.9700598802395209
83042,83042,100,2,0,1,168,3,174,2,3,1,168,0.011494252873563218,0.0,0.005747126436781609,0.9655172413793104,0.017241379310344827,0.011494252873563218,0.017241379310344827,0.005747126436781609,0.9655172413793104,Ruth H. Thompson RECAP,0.9655172413793104
83043,83043,100,2,0,0,162,0,164,2,0,0,162,0.012195121951219513,0.0,0.0,0.9878048780487805,0.0,0.012195121951219513,0.0,0.0,0.9878048780487805,Ruth H. Thompson RECAP,0.9878048780487805
83044,83044,100,2,0,0,168,2,172,2,2,0,168,0.011627906976744186,0.0,0.0,0.9767441860465116,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.0,0.9767441860465116,Ruth H. Thompson RECAP,0.9767441860465116
83045,83045,100,2,1,0,175,3,181,2,4,0,175,0.011049723756906077,0.0055248618784530384,0.0,0.9668508287292817,0.016574585635359115,0.011049723756906077,0.022099447513812154,0.0,0.9668508287292817,Ruth H. Thompson RECAP,0.9668508287292817
83046,83046,100,2,2,0,181,12,197,2,14,0,181,0.01015228426395939,0.01015228426395939,0.0,0.9187817258883249,0.06091370558375635,0.01015228426395939,0.07106598984771574,0.0,0.9187817258883249,Ruth H. Thompson RECAP,0.9187817258883249
83047,83047,100,3,1,0,142,4,150,3,5,0,142,0.02,0.006666666666666667,0.0,0.9466666666666667,0.02666666666666667,0.02,0.03333333333333333,0.0,0.9466666666666667,Ruth H. Thompson RECAP,0.9466666666666667
83048,83048,100,1,1,1,149,3,155,1,4,1,149,0.0064516129032258064,0.0064516129032258064,0.0064516129032258064,0.9612903225806452,0.01935483870967742,0.0064516129032258064,0.025806451612903226,0.0064516129032258064,0.9612903225806452,Ruth H. Thompson RECAP,0.9612903225806452
83049,83049,100,0,2,0,128,2,132,0,4,0,128,0.0,0.015151515151515152,0.0,0.9696969696969697,0.015151515151515152,0.0,0.030303030303030304,0.0,0.9696969696969697,Ruth H. Thompson RECAP,0.9696969696969697
83050,83050,100,6,1,1,177,6,191,6,7,1,177,0.031413612565445025,0.005235602094240838,0.005235602094240838,0.9267015706806283,0.031413612565445025,0.031413612565445025,0.03664921465968586,0.005235602094240838,0.9267015706806283,Ruth H. Thompson RECAP,0.9267015706806283
83051,83051,100,2,1,0,180,3,186,2,4,0,180,0.010752688172043012,0.005376344086021506,0.0,0.967741935483871,0.016129032258064516,0.010752688172043012,0.021505376344086023,0.0,0.967741935483871,Ruth H. Thompson RECAP,0.967741935483871
83052,83052,100,4,2,0,190,5,201,4,7,0,190,0.01990049751243781,0.009950248756218905,0.0,0.945273631840796,0.024875621890547265,0.01990049751243781,0.03482587064676617,0.0,0.945273631840796,Ruth H. Thompson RECAP,0.945273631840796
83053,83053,100,1,0,0,150,3,154,1,3,0,150,0.006493506493506494,0.0,0.0,0.974025974025974,0.01948051948051948,0.006493506493506494,0.01948051948051948,0.0,0.974025974025974,Ruth H. Thompson RECAP,0.974025974025974
83054,83054,100,0,1,0,114,6,121,0,7,0,114,0.0,0.008264462809917356,0.0,0.9421487603305785,0.049586776859504134,0.0,0.05785123966942149,0.0,0.9421487603305785,Ruth H. Thompson RECAP,0.9421487603305785
83055,83055,100,1,1,0,204,4,210,1,5,0,204,0.004761904761904762,0.004761904761904762,0.0,0.9714285714285714,0.01904761904761905,0.004761904761904762,0.023809523809523808,0.0,0.9714285714285714,Ruth H. Thompson RECAP,0.9714285714285714
83056,83056,100,1,0,0,173,2,176,1,2,0,173,0.005681818181818182,0.0,0.0,0.9829545454545454,0.011363636363636364,0.005681818181818182,0.011363636363636364,0.0,0.9829545454545454,Ruth H. Thompson RECAP,0.9829545454545454
83057,83057,100,2,0,0,190,3,195,2,3,0,190,0.010256410256410256,0.0,0.0,0.9743589743589743,0.015384615384615385,0.010256410256410256,0.015384615384615385,0.0,0.9743589743589743,Ruth H. Thompson RECAP,0.9743589743589743
83058,83058,100,1,1,1,106,2,111,1,3,1,106,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.954954954954955,0.018018018018018018,0.009009009009009009,0.02702702702702703,0.009009009009009009,0.954954954954955,Ruth H. Thompson RECAP,0.954954954954955
83059,83059,100,5,1,0,157,2,165,5,3,0,157,0.030303030303030304,0.006060606060606061,0.0,0.9515151515151515,0.012121212121212121,0.030303030303030304,0.01818181818181818,0.0,0.9515151515151515,Ruth H. Thompson RECAP,0.9515151515151515
83060,83060,100,4,1,0,80,5,90,4,6,0,80,0.044444444444444446,0.011111111111111112,0.0,0.8888888888888888,0.05555555555555555,0.044444444444444446,0.06666666666666667,0.0,0.8888888888888888,Ruth H. Thompson RECAP,0.8888888888888888
83061,83061,100,3,0,0,116,3,122,3,3,0,116,0.02459016393442623,0.0,0.0,0.9508196721311475,0.02459016393442623,0.02459016393442623,0.02459016393442623,0.0,0.9508196721311475,Ruth H. Thompson RECAP,0.9508196721311475
83062,83062,100,1,0,0,110,4,115,1,4,0,110,0.008695652173913044,0.0,0.0,0.9565217391304348,0.034782608695652174,0.008695652173913044,0.034782608695652174,0.0,0.9565217391304348,Ruth H. Thompson RECAP,0.9565217391304348
83063,83063,100,5,0,0,94,2,101,5,2,0,94,0.04950495049504951,0.0,0.0,0.9306930693069307,0.019801980198019802,0.04950495049504951,0.019801980198019802,0.0,0.9306930693069307,Ruth H. Thompson RECAP,0.9306930693069307
83064,83064,100,3,2,0,180,3,188,3,5,0,180,0.015957446808510637,0.010638297872340425,0.0,0.9574468085106383,0.015957446808510637,0.015957446808510637,0.026595744680851064,0.0,0.9574468085106383,Ruth H. Thompson RECAP,0.9574468085106383
83065,83065,100,2,0,0,129,2,133,2,2,0,129,0.015037593984962405,0.0,0.0,0.9699248120300752,0.015037593984962405,0.015037593984962405,0.015037593984962405,0.0,0.9699248120300752,Ruth H. Thompson RECAP,0.9699248120300752
83066,83066,100,4,2,0,214,6,226,4,8,0,214,0.017699115044247787,0.008849557522123894,0.0,0.9469026548672567,0.02654867256637168,0.017699115044247787,0.035398230088495575,0.0,0.9469026548672567,Ruth H. Thompson RECAP,0.9469026548672567
83067,83067,100,10,2,0,179,6,197,10,8,0,179,0.050761421319796954,0.01015228426395939,0.0,0.9086294416243654,0.030456852791878174,0.050761421319796954,0.04060913705583756,0.0,0.9086294416243654,Ruth H. Thompson RECAP,0.9086294416243654
83069,83069,100,10,5,0,294,10,319,10,15,0,294,0.03134796238244514,0.01567398119122257,0.0,0.9216300940438872,0.03134796238244514,0.03134796238244514,0.047021943573667714,0.0,0.9216300940438872,Ruth H. Thompson RECAP,0.9216300940438872
83070,83070,100,3,1,0,256,9,269,3,10,0,256,0.011152416356877323,0.0037174721189591076,0.0,0.9516728624535316,0.03345724907063197,0.011152416356877323,0.03717472118959108,0.0,0.9516728624535316,Ruth H. Thompson RECAP,0.9516728624535316
83071,83071,100,1,3,0,241,10,255,1,13,0,241,0.00392156862745098,0.011764705882352941,0.0,0.9450980392156862,0.0392156862745098,0.00392156862745098,0.050980392156862744,0.0,0.9450980392156862,Ruth H. Thompson RECAP,0.9450980392156862
83072,83072,100,2,2,0,165,2,171,2,4,0,165,0.011695906432748537,0.011695906432748537,0.0,0.9649122807017544,0.011695906432748537,0.011695906432748537,0.023391812865497075,0.0,0.9649122807017544,Ruth H. Thompson RECAP,0.9649122807017544
83073,83073,100,2,2,0,231,2,237,2,4,0,231,0.008438818565400843,0.008438818565400843,0.0,0.9746835443037974,0.008438818565400843,0.008438818565400843,0.016877637130801686,0.0,0.9746835443037974,Ruth H. Thompson RECAP,0.9746835443037974
83074,83074,100,5,1,0,205,11,222,5,12,0,205,0.02252252252252252,0.0045045045045045045,0.0,0.9234234234234234,0.04954954954954955,0.02252252252252252,0.05405405405405406,0.0,0.9234234234234234,Ruth H. Thompson RECAP,0.9234234234234234
83075,83075,100,6,2,0,232,4,244,6,6,0,232,0.02459016393442623,0.00819672131147541,0.0,0.9508196721311475,0.01639344262295082,0.02459016393442623,0.02459016393442623,0.0,0.9508196721311475,Ruth H. Thompson RECAP,0.9508196721311475
83076,83076,100,4,9,0,230,9,252,4,18,0,230,0.015873015873015872,0.03571428571428571,0.0,0.9126984126984127,0.03571428571428571,0.015873015873015872,0.07142857142857142,0.0,0.9126984126984127,Ruth H. Thompson RECAP,0.9126984126984127
83077,83077,100,2,1,0,158,4,165,2,5,0,158,0.012121212121212121,0.006060606060606061,0.0,0.9575757575757575,0.024242424242424242,0.012121212121212121,0.030303030303030304,0.0,0.9575757575757575,Ruth H. Thompson RECAP,0.9575757575757575
83078,83078,100,3,0,0,140,5,148,3,5,0,140,0.02027027027027027,0.0,0.0,0.9459459459459459,0.033783783783783786,0.02027027027027027,0.033783783783783786,0.0,0.9459459459459459,Ruth H. Thompson RECAP,0.9459459459459459
83079,83079,100,5,0,0,180,4,189,5,4,0,180,0.026455026455026454,0.0,0.0,0.9523809523809523,0.021164021164021163,0.026455026455026454,0.021164021164021163,0.0,0.9523809523809523,Ruth H. Thompson RECAP,0.9523809523809523
83080,83080,100,1,2,0,187,5,195,1,7,0,187,0.005128205128205128,0.010256410256410256,0.0,0.958974358974359,0.02564102564102564,0.005128205128205128,0.035897435897435895,0.0,0.958974358974359,Ruth H. Thompson RECAP,0.958974358974359
83081,83081,100,3,1,0,202,4,210,3,5,0,202,0.014285714285714285,0.004761904761904762,0.0,0.9619047619047619,0.01904761904761905,0.014285714285714285,0.023809523809523808,0.0,0.9619047619047619,Ruth H. Thompson RECAP,0.9619047619047619
83082,83082,100,3,2,1,200,6,212,3,8,1,200,0.014150943396226415,0.009433962264150943,0.0047169811320754715,0.9433962264150944,0.02830188679245283,0.014150943396226415,0.03773584905660377,0.0047169811320754715,0.9433962264150944,Ruth H. Thompson RECAP,0.9433962264150944
83083,83083,100,1,0,0,173,3,177,1,3,0,173,0.005649717514124294,0.0,0.0,0.9774011299435028,0.01694915254237288,0.005649717514124294,0.01694915254237288,0.0,0.9774011299435028,Ruth H. Thompson RECAP,0.9774011299435028
83084,83084,100,0,0,0,26,1,27,0,1,0,26,0.0,0.0,0.0,0.9629629629629629,0.037037037037037035,0.0,0.037037037037037035,0.0,0.9629629629629629,Ruth H. Thompson RECAP,0.9629629629629629
83085,83085,100,0,0,0,109,3,112,0,3,0,109,0.0,0.0,0.0,0.9732142857142857,0.026785714285714284,0.0,0.026785714285714284,0.0,0.9732142857142857,Ruth H. Thompson RECAP,0.9732142857142857
83086,83086,100,1,1,0,90,2,94,1,3,0,90,0.010638297872340425,0.010638297872340425,0.0,0.9574468085106383,0.02127659574468085,0.010638297872340425,0.031914893617021274,0.0,0.9574468085106383,Ruth H. Thompson RECAP,0.9574468085106383
