ED,Reported As,Reporting,Kevin R. Bryant Sr. (Working Families),Matthew A. Doheny (Conservative),Kenneth Schaeffer (Working Families),Evelyn J. Laporte (Democratic),Dennis W. Houdek (Conservative),Kathy J. King (Democratic),Wavny Toussaint (Democratic),Anthony R. Caccamo (Conservative),Philip J. Smallman (Conservative),Lara J. Genovesi (Democratic),Scattered,Total Votes,Kevin R. Bryant Sr. RECAP,Matthew A. Doheny RECAP,Kenneth Schaeffer RECAP,Evelyn J. Laporte RECAP,Dennis W. Houdek RECAP,Kathy J. King RECAP,Wavny Toussaint RECAP,Anthony R. Caccamo RECAP,Philip J. Smallman RECAP,Lara J. Genovesi RECAP,Scattered RECAP,p_Kevin R. Bryant Sr. (Working Families),p_Matthew A. Doheny (Conservative),p_Kenneth Schaeffer (Working Families),p_Evelyn J. Laporte (Democratic),p_Dennis W. Houdek (Conservative),p_Kathy J. King (Democratic),p_Wavny Toussaint (Democratic),p_Anthony R. Caccamo (Conservative),p_Philip J. Smallman (Conservative),p_Lara J. Genovesi (Democratic),p_Scattered,p_Kevin R. Bryant Sr. RECAP,p_Matthew A. Doheny RECAP,p_Kenneth Schaeffer RECAP,p_Evelyn J. Laporte RECAP,p_Dennis W. Houdek RECAP,p_Kathy J. King RECAP,p_Wavny Toussaint RECAP,p_Anthony R. Caccamo RECAP,p_Philip J. Smallman RECAP,p_Lara J. Genovesi RECAP,p_Scattered RECAP,winner,winner_p
46029,46029,100,8,26,10,73,20,69,60,28,48,63,0,405,8,26,10,73,20,69,60,28,48,63,0,0.019753086419753086,0.06419753086419754,0.024691358024691357,0.18024691358024691,0.04938271604938271,0.17037037037037037,0.14814814814814814,0.0691358024691358,0.11851851851851852,0.15555555555555556,0.0,0.019753086419753086,0.06419753086419754,0.024691358024691357,0.18024691358024691,0.04938271604938271,0.17037037037037037,0.14814814814814814,0.0691358024691358,0.11851851851851852,0.15555555555555556,0.0,Evelyn J. Laporte RECAP,0.18024691358024691
46030,46030,100,13,31,15,60,28,62,52,31,39,57,4,392,13,31,15,60,28,62,52,31,39,57,4,0.03316326530612245,0.07908163265306123,0.03826530612244898,0.15306122448979592,0.07142857142857142,0.15816326530612246,0.1326530612244898,0.07908163265306123,0.09948979591836735,0.14540816326530612,0.01020408163265306,0.03316326530612245,0.07908163265306123,0.03826530612244898,0.15306122448979592,0.07142857142857142,0.15816326530612246,0.1326530612244898,0.07908163265306123,0.09948979591836735,0.14540816326530612,0.01020408163265306,Kathy J. King RECAP,0.15816326530612246
46031,46031,100,25,42,28,121,37,116,96,46,35,101,0,647,25,42,28,121,37,116,96,46,35,101,0,0.03863987635239567,0.06491499227202473,0.04327666151468315,0.18701700154559506,0.0571870170015456,0.17928902627511592,0.14837712519319937,0.07109737248840804,0.05409582689335394,0.1561051004636785,0.0,0.03863987635239567,0.06491499227202473,0.04327666151468315,0.18701700154559506,0.0571870170015456,0.17928902627511592,0.14837712519319937,0.07109737248840804,0.05409582689335394,0.1561051004636785,0.0,Evelyn J. Laporte RECAP,0.18701700154559506
46032,46032,100,3,3,1,51,1,38,39,2,3,36,0,177,3,3,1,51,1,38,39,2,3,36,0,0.01694915254237288,0.01694915254237288,0.005649717514124294,0.288135593220339,0.005649717514124294,0.21468926553672316,0.22033898305084745,0.011299435028248588,0.01694915254237288,0.2033898305084746,0.0,0.01694915254237288,0.01694915254237288,0.005649717514124294,0.288135593220339,0.005649717514124294,0.21468926553672316,0.22033898305084745,0.011299435028248588,0.01694915254237288,0.2033898305084746,0.0,Evelyn J. Laporte RECAP,0.288135593220339
46033,46033,100,6,4,6,102,2,98,86,6,6,81,1,398,6,4,6,102,2,98,86,6,6,81,1,0.01507537688442211,0.010050251256281407,0.01507537688442211,0.2562814070351759,0.005025125628140704,0.24623115577889448,0.21608040201005024,0.01507537688442211,0.01507537688442211,0.20351758793969849,0.002512562814070352,0.01507537688442211,0.010050251256281407,0.01507537688442211,0.2562814070351759,0.005025125628140704,0.24623115577889448,0.21608040201005024,0.01507537688442211,0.01507537688442211,0.20351758793969849,0.002512562814070352,Evelyn J. Laporte RECAP,0.2562814070351759
46034,46034,100,14,24,11,71,14,60,59,23,17,68,0,361,14,24,11,71,14,60,59,23,17,68,0,0.038781163434903045,0.0664819944598338,0.030470914127423823,0.19667590027700832,0.038781163434903045,0.16620498614958448,0.1634349030470914,0.06371191135734072,0.04709141274238227,0.1883656509695291,0.0,0.038781163434903045,0.0664819944598338,0.030470914127423823,0.19667590027700832,0.038781163434903045,0.16620498614958448,0.1634349030470914,0.06371191135734072,0.04709141274238227,0.1883656509695291,0.0,Evelyn J. Laporte RECAP,0.19667590027700832
46035,46035,100,13,31,8,30,22,29,25,30,28,29,0,245,13,31,8,30,22,29,25,30,28,29,0,0.053061224489795916,0.12653061224489795,0.0326530612244898,0.12244897959183673,0.08979591836734693,0.11836734693877551,0.10204081632653061,0.12244897959183673,0.11428571428571428,0.11836734693877551,0.0,0.053061224489795916,0.12653061224489795,0.0326530612244898,0.12244897959183673,0.08979591836734693,0.11836734693877551,0.10204081632653061,0.12244897959183673,0.11428571428571428,0.11836734693877551,0.0,Matthew A. Doheny RECAP,0.12653061224489795
46036,46036,100,13,69,14,81,60,75,68,90,64,93,4,631,13,69,14,81,60,75,68,90,64,93,4,0.020602218700475437,0.10935023771790808,0.022187004754358162,0.12836767036450078,0.09508716323296355,0.11885895404120443,0.10776545166402536,0.14263074484944532,0.10142630744849446,0.1473851030110935,0.006339144215530904,0.020602218700475437,0.10935023771790808,0.022187004754358162,0.12836767036450078,0.09508716323296355,0.11885895404120443,0.10776545166402536,0.14263074484944532,0.10142630744849446,0.1473851030110935,0.006339144215530904,Lara J. Genovesi RECAP,0.1473851030110935
46037,46037,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
46038,46038,100,10,51,11,93,48,82,70,69,58,89,0,581,10,51,11,93,48,82,70,69,58,89,0,0.01721170395869191,0.08777969018932874,0.0189328743545611,0.16006884681583478,0.08261617900172118,0.14113597246127366,0.12048192771084337,0.11876075731497418,0.09982788296041308,0.153184165232358,0.0,0.01721170395869191,0.08777969018932874,0.0189328743545611,0.16006884681583478,0.08261617900172118,0.14113597246127366,0.12048192771084337,0.11876075731497418,0.09982788296041308,0.153184165232358,0.0,Evelyn J. Laporte RECAP,0.16006884681583478
46039,46039,100,10,28,13,79,23,75,66,30,30,74,0,428,10,28,13,79,23,75,66,30,30,74,0,0.02336448598130841,0.06542056074766354,0.030373831775700934,0.18457943925233644,0.053738317757009345,0.17523364485981308,0.1542056074766355,0.07009345794392523,0.07009345794392523,0.17289719626168223,0.0,0.02336448598130841,0.06542056074766354,0.030373831775700934,0.18457943925233644,0.053738317757009345,0.17523364485981308,0.1542056074766355,0.07009345794392523,0.07009345794392523,0.17289719626168223,0.0,Evelyn J. Laporte RECAP,0.18457943925233644
46040,46040,100,5,12,7,23,12,22,16,11,14,20,0,142,5,12,7,23,12,22,16,11,14,20,0,0.035211267605633804,0.08450704225352113,0.04929577464788732,0.1619718309859155,0.08450704225352113,0.15492957746478872,0.11267605633802817,0.07746478873239436,0.09859154929577464,0.14084507042253522,0.0,0.035211267605633804,0.08450704225352113,0.04929577464788732,0.1619718309859155,0.08450704225352113,0.15492957746478872,0.11267605633802817,0.07746478873239436,0.09859154929577464,0.14084507042253522,0.0,Evelyn J. Laporte RECAP,0.1619718309859155
46041,46041,100,35,89,27,159,75,157,127,107,90,155,0,1021,35,89,27,159,75,157,127,107,90,155,0,0.034280117531831536,0.0871694417238002,0.02644466209598433,0.15572967678746327,0.07345739471106758,0.15377081292850148,0.12438785504407443,0.10479921645445642,0.0881488736532811,0.15181194906953965,0.0,0.034280117531831536,0.0871694417238002,0.02644466209598433,0.15572967678746327,0.07345739471106758,0.15377081292850148,0.12438785504407443,0.10479921645445642,0.0881488736532811,0.15181194906953965,0.0,Evelyn J. Laporte RECAP,0.15572967678746327
46042,46042,100,2,28,3,44,22,34,31,39,24,36,0,263,2,28,3,44,22,34,31,39,24,36,0,0.0076045627376425855,0.10646387832699619,0.011406844106463879,0.16730038022813687,0.08365019011406843,0.12927756653992395,0.11787072243346007,0.1482889733840304,0.09125475285171103,0.13688212927756654,0.0,0.0076045627376425855,0.10646387832699619,0.011406844106463879,0.16730038022813687,0.08365019011406843,0.12927756653992395,0.11787072243346007,0.1482889733840304,0.09125475285171103,0.13688212927756654,0.0,Evelyn J. Laporte RECAP,0.16730038022813687
46043,46043,100,11,37,18,72,30,68,53,30,48,64,0,431,11,37,18,72,30,68,53,30,48,64,0,0.025522041763341066,0.08584686774941995,0.04176334106728538,0.16705336426914152,0.06960556844547564,0.15777262180974477,0.12296983758700696,0.06960556844547564,0.11136890951276102,0.14849187935034802,0.0,0.025522041763341066,0.08584686774941995,0.04176334106728538,0.16705336426914152,0.06960556844547564,0.15777262180974477,0.12296983758700696,0.06960556844547564,0.11136890951276102,0.14849187935034802,0.0,Evelyn J. Laporte RECAP,0.16705336426914152
46044,46044,100,11,41,18,49,41,55,47,52,47,58,0,419,11,41,18,49,41,55,47,52,47,58,0,0.026252983293556086,0.09785202863961814,0.04295942720763723,0.11694510739856802,0.09785202863961814,0.13126491646778043,0.11217183770883055,0.12410501193317422,0.11217183770883055,0.13842482100238662,0.0,0.026252983293556086,0.09785202863961814,0.04295942720763723,0.11694510739856802,0.09785202863961814,0.13126491646778043,0.11217183770883055,0.12410501193317422,0.11217183770883055,0.13842482100238662,0.0,Lara J. Genovesi RECAP,0.13842482100238662
46045,46045,100,14,27,12,70,28,67,56,30,36,65,0,405,14,27,12,70,28,67,56,30,36,65,0,0.0345679012345679,0.06666666666666667,0.02962962962962963,0.1728395061728395,0.0691358024691358,0.1654320987654321,0.1382716049382716,0.07407407407407407,0.08888888888888889,0.16049382716049382,0.0,0.0345679012345679,0.06666666666666667,0.02962962962962963,0.1728395061728395,0.0691358024691358,0.1654320987654321,0.1382716049382716,0.07407407407407407,0.08888888888888889,0.16049382716049382,0.0,Evelyn J. Laporte RECAP,0.1728395061728395
46046,46046,100,8,16,3,27,16,24,22,26,29,27,0,198,8,16,3,27,16,24,22,26,29,27,0,0.04040404040404041,0.08080808080808081,0.015151515151515152,0.13636363636363635,0.08080808080808081,0.12121212121212122,0.1111111111111111,0.13131313131313133,0.14646464646464646,0.13636363636363635,0.0,0.04040404040404041,0.08080808080808081,0.015151515151515152,0.13636363636363635,0.08080808080808081,0.12121212121212122,0.1111111111111111,0.13131313131313133,0.14646464646464646,0.13636363636363635,0.0,Philip J. Smallman RECAP,0.14646464646464646
46047,46047,100,19,58,17,84,45,72,51,72,49,80,0,547,19,58,17,84,45,72,51,72,49,80,0,0.03473491773308958,0.10603290676416818,0.031078610603290677,0.15356489945155394,0.08226691042047532,0.1316270566727605,0.09323583180987204,0.1316270566727605,0.08957952468007313,0.14625228519195613,0.0,0.03473491773308958,0.10603290676416818,0.031078610603290677,0.15356489945155394,0.08226691042047532,0.1316270566727605,0.09323583180987204,0.1316270566727605,0.08957952468007313,0.14625228519195613,0.0,Evelyn J. Laporte RECAP,0.15356489945155394
46048,46048,100,24,64,23,103,57,91,82,74,60,104,0,682,24,64,23,103,57,91,82,74,60,104,0,0.03519061583577713,0.093841642228739,0.03372434017595308,0.15102639296187684,0.08357771260997067,0.13343108504398826,0.12023460410557185,0.10850439882697947,0.08797653958944282,0.15249266862170088,0.0,0.03519061583577713,0.093841642228739,0.03372434017595308,0.15102639296187684,0.08357771260997067,0.13343108504398826,0.12023460410557185,0.10850439882697947,0.08797653958944282,0.15249266862170088,0.0,Lara J. Genovesi RECAP,0.15249266862170088
46049,46049,100,45,65,47,148,61,144,109,64,62,133,4,882,45,65,47,148,61,144,109,64,62,133,4,0.05102040816326531,0.07369614512471655,0.05328798185941043,0.16780045351473924,0.0691609977324263,0.16326530612244897,0.1235827664399093,0.07256235827664399,0.07029478458049887,0.15079365079365079,0.0045351473922902496,0.05102040816326531,0.07369614512471655,0.05328798185941043,0.16780045351473924,0.0691609977324263,0.16326530612244897,0.1235827664399093,0.07256235827664399,0.07029478458049887,0.15079365079365079,0.0045351473922902496,Evelyn J. Laporte RECAP,0.16780045351473924
46050,46050,100,27,128,26,112,109,106,92,131,115,118,0,964,27,128,26,112,109,106,92,131,115,118,0,0.028008298755186723,0.13278008298755187,0.026970954356846474,0.11618257261410789,0.11307053941908714,0.10995850622406639,0.0954356846473029,0.1358921161825726,0.11929460580912864,0.12240663900414937,0.0,0.028008298755186723,0.13278008298755187,0.026970954356846474,0.11618257261410789,0.11307053941908714,0.10995850622406639,0.0954356846473029,0.1358921161825726,0.11929460580912864,0.12240663900414937,0.0,Anthony R. Caccamo RECAP,0.1358921161825726
46051,46051,100,33,109,29,135,98,140,103,120,96,139,1,1003,33,109,29,135,98,140,103,120,96,139,1,0.03290129611166501,0.10867397806580259,0.028913260219341975,0.1345962113659023,0.09770687936191426,0.13958125623130607,0.10269192422731804,0.11964107676969092,0.09571286141575275,0.13858424725822532,0.0009970089730807576,0.03290129611166501,0.10867397806580259,0.028913260219341975,0.1345962113659023,0.09770687936191426,0.13958125623130607,0.10269192422731804,0.11964107676969092,0.09571286141575275,0.13858424725822532,0.0009970089730807576,Kathy J. King RECAP,0.13958125623130607
46052,46052,100,23,83,27,152,71,139,115,99,89,142,0,940,23,83,27,152,71,139,115,99,89,142,0,0.02446808510638298,0.08829787234042553,0.02872340425531915,0.16170212765957448,0.07553191489361702,0.1478723404255319,0.12234042553191489,0.10531914893617021,0.09468085106382979,0.15106382978723404,0.0,0.02446808510638298,0.08829787234042553,0.02872340425531915,0.16170212765957448,0.07553191489361702,0.1478723404255319,0.12234042553191489,0.10531914893617021,0.09468085106382979,0.15106382978723404,0.0,Evelyn J. Laporte RECAP,0.16170212765957448
46053,46053,100,32,75,27,141,65,115,101,94,72,126,0,848,32,75,27,141,65,115,101,94,72,126,0,0.03773584905660377,0.08844339622641509,0.031839622641509434,0.16627358490566038,0.07665094339622641,0.13561320754716982,0.11910377358490566,0.11084905660377359,0.08490566037735849,0.14858490566037735,0.0,0.03773584905660377,0.08844339622641509,0.031839622641509434,0.16627358490566038,0.07665094339622641,0.13561320754716982,0.11910377358490566,0.11084905660377359,0.08490566037735849,0.14858490566037735,0.0,Evelyn J. Laporte RECAP,0.16627358490566038
46054,46054,100,24,45,25,84,39,82,70,42,40,86,0,537,24,45,25,84,39,82,70,42,40,86,0,0.0446927374301676,0.08379888268156424,0.04655493482309125,0.1564245810055866,0.07262569832402235,0.1527001862197393,0.1303538175046555,0.0782122905027933,0.074487895716946,0.1601489757914339,0.0,0.0446927374301676,0.08379888268156424,0.04655493482309125,0.1564245810055866,0.07262569832402235,0.1527001862197393,0.1303538175046555,0.0782122905027933,0.074487895716946,0.1601489757914339,0.0,Lara J. Genovesi RECAP,0.1601489757914339
46055,46055,100,17,34,17,134,27,115,106,49,34,115,0,648,17,34,17,134,27,115,106,49,34,115,0,0.026234567901234566,0.05246913580246913,0.026234567901234566,0.20679012345679013,0.041666666666666664,0.17746913580246915,0.16358024691358025,0.07561728395061729,0.05246913580246913,0.17746913580246915,0.0,0.026234567901234566,0.05246913580246913,0.026234567901234566,0.20679012345679013,0.041666666666666664,0.17746913580246915,0.16358024691358025,0.07561728395061729,0.05246913580246913,0.17746913580246915,0.0,Evelyn J. Laporte RECAP,0.20679012345679013
46056,46056,100,34,66,36,146,52,144,110,64,60,140,4,856,34,66,36,146,52,144,110,64,60,140,4,0.0397196261682243,0.07710280373831775,0.04205607476635514,0.1705607476635514,0.06074766355140187,0.16822429906542055,0.12850467289719625,0.07476635514018691,0.07009345794392523,0.16355140186915887,0.004672897196261682,0.0397196261682243,0.07710280373831775,0.04205607476635514,0.1705607476635514,0.06074766355140187,0.16822429906542055,0.12850467289719625,0.07476635514018691,0.07009345794392523,0.16355140186915887,0.004672897196261682,Evelyn J. Laporte RECAP,0.1705607476635514
46057,46057,100,48,94,44,155,73,148,118,98,82,148,0,1008,48,94,44,155,73,148,118,98,82,148,0,0.047619047619047616,0.09325396825396826,0.04365079365079365,0.15376984126984128,0.07242063492063493,0.14682539682539683,0.11706349206349206,0.09722222222222222,0.08134920634920635,0.14682539682539683,0.0,0.047619047619047616,0.09325396825396826,0.04365079365079365,0.15376984126984128,0.07242063492063493,0.14682539682539683,0.11706349206349206,0.09722222222222222,0.08134920634920635,0.14682539682539683,0.0,Evelyn J. Laporte RECAP,0.15376984126984128
46058,46058,100,38,56,37,137,48,124,108,61,47,127,0,783,38,56,37,137,48,124,108,61,47,127,0,0.04853128991060025,0.07151979565772669,0.04725415070242656,0.17496807151979565,0.06130268199233716,0.1583652618135377,0.13793103448275862,0.07790549169859515,0.06002554278416347,0.16219667943805874,0.0,0.04853128991060025,0.07151979565772669,0.04725415070242656,0.17496807151979565,0.06130268199233716,0.1583652618135377,0.13793103448275862,0.07790549169859515,0.06002554278416347,0.16219667943805874,0.0,Evelyn J. Laporte RECAP,0.17496807151979565
46059,46059,100,21,56,21,129,46,120,97,71,49,115,1,726,21,56,21,129,46,120,97,71,49,115,1,0.028925619834710745,0.07713498622589532,0.028925619834710745,0.17768595041322313,0.06336088154269973,0.1652892561983471,0.13360881542699724,0.09779614325068871,0.0674931129476584,0.1584022038567493,0.0013774104683195593,0.028925619834710745,0.07713498622589532,0.028925619834710745,0.17768595041322313,0.06336088154269973,0.1652892561983471,0.13360881542699724,0.09779614325068871,0.0674931129476584,0.1584022038567493,0.0013774104683195593,Evelyn J. Laporte RECAP,0.17768595041322313
46060,46060,100,45,112,38,191,91,185,152,129,95,188,0,1226,45,112,38,191,91,185,152,129,95,188,0,0.0367047308319739,0.09135399673735727,0.03099510603588907,0.15579119086460033,0.07422512234910278,0.15089722675367048,0.12398042414355628,0.10522022838499184,0.07748776508972267,0.1533442088091354,0.0,0.0367047308319739,0.09135399673735727,0.03099510603588907,0.15579119086460033,0.07422512234910278,0.15089722675367048,0.12398042414355628,0.10522022838499184,0.07748776508972267,0.1533442088091354,0.0,Evelyn J. Laporte RECAP,0.15579119086460033
46061,46061,100,34,73,36,98,62,108,86,82,69,103,1,752,34,73,36,98,62,108,86,82,69,103,1,0.04521276595744681,0.09707446808510638,0.047872340425531915,0.13031914893617022,0.08244680851063829,0.14361702127659576,0.11436170212765957,0.10904255319148937,0.09175531914893617,0.13696808510638298,0.0013297872340425532,0.04521276595744681,0.09707446808510638,0.047872340425531915,0.13031914893617022,0.08244680851063829,0.14361702127659576,0.11436170212765957,0.10904255319148937,0.09175531914893617,0.13696808510638298,0.0013297872340425532,Kathy J. King RECAP,0.14361702127659576
46062,46062,100,36,94,34,202,73,200,164,104,81,200,4,1192,36,94,34,202,73,200,164,104,81,200,4,0.030201342281879196,0.07885906040268456,0.028523489932885907,0.16946308724832215,0.061241610738255035,0.16778523489932887,0.13758389261744966,0.087248322147651,0.06795302013422819,0.16778523489932887,0.003355704697986577,0.030201342281879196,0.07885906040268456,0.028523489932885907,0.16946308724832215,0.061241610738255035,0.16778523489932887,0.13758389261744966,0.087248322147651,0.06795302013422819,0.16778523489932887,0.003355704697986577,Evelyn J. Laporte RECAP,0.16946308724832215
46063,46063,100,25,58,26,105,48,104,83,64,52,102,2,669,25,58,26,105,48,104,83,64,52,102,2,0.03736920777279522,0.08669656203288491,0.03886397608370702,0.15695067264573992,0.07174887892376682,0.1554559043348281,0.12406576980568013,0.09566517189835576,0.07772795216741404,0.15246636771300448,0.0029895366218236174,0.03736920777279522,0.08669656203288491,0.03886397608370702,0.15695067264573992,0.07174887892376682,0.1554559043348281,0.12406576980568013,0.09566517189835576,0.07772795216741404,0.15246636771300448,0.0029895366218236174,Evelyn J. Laporte RECAP,0.15695067264573992
46064,46064,100,32,101,32,133,83,138,118,106,89,138,0,970,32,101,32,133,83,138,118,106,89,138,0,0.032989690721649485,0.10412371134020619,0.032989690721649485,0.13711340206185568,0.08556701030927835,0.1422680412371134,0.12164948453608247,0.10927835051546392,0.09175257731958762,0.1422680412371134,0.0,0.032989690721649485,0.10412371134020619,0.032989690721649485,0.13711340206185568,0.08556701030927835,0.1422680412371134,0.12164948453608247,0.10927835051546392,0.09175257731958762,0.1422680412371134,0.0,Tie,0.1422680412371134
46065,46065,100,32,89,31,142,71,138,117,101,76,129,1,927,32,89,31,142,71,138,117,101,76,129,1,0.034519956850053934,0.09600862998921252,0.03344120819848975,0.15318230852211434,0.07659115426105717,0.1488673139158576,0.1262135922330097,0.10895361380798274,0.08198489751887811,0.13915857605177995,0.0010787486515641855,0.034519956850053934,0.09600862998921252,0.03344120819848975,0.15318230852211434,0.07659115426105717,0.1488673139158576,0.1262135922330097,0.10895361380798274,0.08198489751887811,0.13915857605177995,0.0010787486515641855,Evelyn J. Laporte RECAP,0.15318230852211434
46066,46066,100,21,25,19,83,24,79,58,38,31,60,0,438,21,25,19,83,24,79,58,38,31,60,0,0.04794520547945205,0.05707762557077625,0.04337899543378995,0.18949771689497716,0.0547945205479452,0.18036529680365296,0.1324200913242009,0.0867579908675799,0.07077625570776255,0.136986301369863,0.0,0.04794520547945205,0.05707762557077625,0.04337899543378995,0.18949771689497716,0.0547945205479452,0.18036529680365296,0.1324200913242009,0.0867579908675799,0.07077625570776255,0.136986301369863,0.0,Evelyn J. Laporte RECAP,0.18949771689497716
46067,46067,100,22,129,28,98,98,90,67,151,113,109,0,905,22,129,28,98,98,90,67,151,113,109,0,0.02430939226519337,0.1425414364640884,0.030939226519337018,0.10828729281767956,0.10828729281767956,0.09944751381215469,0.07403314917127071,0.16685082872928178,0.12486187845303867,0.12044198895027625,0.0,0.02430939226519337,0.1425414364640884,0.030939226519337018,0.10828729281767956,0.10828729281767956,0.09944751381215469,0.07403314917127071,0.16685082872928178,0.12486187845303867,0.12044198895027625,0.0,Anthony R. Caccamo RECAP,0.16685082872928178
46068,46068,100,19,107,20,112,86,97,81,124,104,108,1,859,19,107,20,112,86,97,81,124,104,108,1,0.02211874272409779,0.12456344586728754,0.023282887077997673,0.13038416763678695,0.10011641443538999,0.11292200232828871,0.09429569266589057,0.14435389988358557,0.1210710128055879,0.12572759022118743,0.0011641443538998836,0.02211874272409779,0.12456344586728754,0.023282887077997673,0.13038416763678695,0.10011641443538999,0.11292200232828871,0.09429569266589057,0.14435389988358557,0.1210710128055879,0.12572759022118743,0.0011641443538998836,Anthony R. Caccamo RECAP,0.14435389988358557
46069,46069,100,24,113,26,130,95,110,86,132,109,124,0,949,24,113,26,130,95,110,86,132,109,124,0,0.02528977871443625,0.11907270811380401,0.0273972602739726,0.136986301369863,0.10010537407797682,0.11591148577449947,0.09062170706006323,0.13909378292939936,0.1148577449947313,0.13066385669125394,0.0,0.02528977871443625,0.11907270811380401,0.0273972602739726,0.136986301369863,0.10010537407797682,0.11591148577449947,0.09062170706006323,0.13909378292939936,0.1148577449947313,0.13066385669125394,0.0,Anthony R. Caccamo RECAP,0.13909378292939936
46070,46070,100,21,111,20,70,96,53,31,138,98,70,2,710,21,111,20,70,96,53,31,138,98,70,2,0.029577464788732393,0.1563380281690141,0.028169014084507043,0.09859154929577464,0.1352112676056338,0.07464788732394366,0.04366197183098591,0.19436619718309858,0.13802816901408452,0.09859154929577464,0.0028169014084507044,0.029577464788732393,0.1563380281690141,0.028169014084507043,0.09859154929577464,0.1352112676056338,0.07464788732394366,0.04366197183098591,0.19436619718309858,0.13802816901408452,0.09859154929577464,0.0028169014084507044,Anthony R. Caccamo RECAP,0.19436619718309858
46071,46071,100,20,92,21,78,76,67,60,118,79,84,0,695,20,92,21,78,76,67,60,118,79,84,0,0.02877697841726619,0.13237410071942446,0.030215827338129497,0.11223021582733812,0.1093525179856115,0.09640287769784173,0.08633093525179857,0.1697841726618705,0.11366906474820145,0.12086330935251799,0.0,0.02877697841726619,0.13237410071942446,0.030215827338129497,0.11223021582733812,0.1093525179856115,0.09640287769784173,0.08633093525179857,0.1697841726618705,0.11366906474820145,0.12086330935251799,0.0,Anthony R. Caccamo RECAP,0.1697841726618705
46072,46072,100,27,84,30,97,66,95,77,93,73,90,0,732,27,84,30,97,66,95,77,93,73,90,0,0.036885245901639344,0.11475409836065574,0.040983606557377046,0.1325136612021858,0.09016393442622951,0.12978142076502733,0.1051912568306011,0.12704918032786885,0.09972677595628415,0.12295081967213115,0.0,0.036885245901639344,0.11475409836065574,0.040983606557377046,0.1325136612021858,0.09016393442622951,0.12978142076502733,0.1051912568306011,0.12704918032786885,0.09972677595628415,0.12295081967213115,0.0,Evelyn J. Laporte RECAP,0.1325136612021858
46073,46073,100,11,17,12,55,14,54,45,19,17,52,0,296,11,17,12,55,14,54,45,19,17,52,0,0.037162162162162164,0.057432432432432436,0.04054054054054054,0.1858108108108108,0.0472972972972973,0.18243243243243243,0.15202702702702703,0.06418918918918919,0.057432432432432436,0.17567567567567569,0.0,0.037162162162162164,0.057432432432432436,0.04054054054054054,0.1858108108108108,0.0472972972972973,0.18243243243243243,0.15202702702702703,0.06418918918918919,0.057432432432432436,0.17567567567567569,0.0,Evelyn J. Laporte RECAP,0.1858108108108108
46074,46074,100,1,7,2,11,6,11,9,7,7,9,0,70,1,7,2,11,6,11,9,7,7,9,0,0.014285714285714285,0.1,0.02857142857142857,0.15714285714285714,0.08571428571428572,0.15714285714285714,0.12857142857142856,0.1,0.1,0.12857142857142856,0.0,0.014285714285714285,0.1,0.02857142857142857,0.15714285714285714,0.08571428571428572,0.15714285714285714,0.12857142857142856,0.1,0.1,0.12857142857142856,0.0,Tie,0.15714285714285714
46075,46075,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
46076,46075,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
46077,46077,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
47001,47001,100,12,53,10,85,41,76,68,59,45,82,0,531,12,53,10,85,41,76,68,59,45,82,0,0.022598870056497175,0.09981167608286252,0.018832391713747645,0.160075329566855,0.07721280602636535,0.1431261770244821,0.128060263653484,0.1111111111111111,0.0847457627118644,0.1544256120527307,0.0,0.022598870056497175,0.09981167608286252,0.018832391713747645,0.160075329566855,0.07721280602636535,0.1431261770244821,0.128060263653484,0.1111111111111111,0.0847457627118644,0.1544256120527307,0.0,Evelyn J. Laporte RECAP,0.160075329566855
47002,47002,100,15,41,15,76,38,70,61,54,41,75,0,486,15,41,15,76,38,70,61,54,41,75,0,0.030864197530864196,0.08436213991769548,0.030864197530864196,0.15637860082304528,0.07818930041152264,0.1440329218106996,0.12551440329218108,0.1111111111111111,0.08436213991769548,0.15432098765432098,0.0,0.030864197530864196,0.08436213991769548,0.030864197530864196,0.15637860082304528,0.07818930041152264,0.1440329218106996,0.12551440329218108,0.1111111111111111,0.08436213991769548,0.15432098765432098,0.0,Evelyn J. Laporte RECAP,0.15637860082304528
