ED,Reported As,Reporting,Kevin R. Bryant Sr. (Working Families),Matthew A. Doheny (Conservative),Kenneth Schaeffer (Working Families),Evelyn J. Laporte (Democratic),Dennis W. Houdek (Conservative),Kathy J. King (Democratic),Wavny Toussaint (Democratic),Anthony R. Caccamo (Conservative),Philip J. Smallman (Conservative),Lara J. Genovesi (Democratic),Scattered,Total Votes,Kevin R. Bryant Sr. RECAP,Matthew A. Doheny RECAP,Kenneth Schaeffer RECAP,Evelyn J. Laporte RECAP,Dennis W. Houdek RECAP,Kathy J. King RECAP,Wavny Toussaint RECAP,Anthony R. Caccamo RECAP,Philip J. Smallman RECAP,Lara J. Genovesi RECAP,Scattered RECAP,p_Kevin R. Bryant Sr. (Working Families),p_Matthew A. Doheny (Conservative),p_Kenneth Schaeffer (Working Families),p_Evelyn J. Laporte (Democratic),p_Dennis W. Houdek (Conservative),p_Kathy J. King (Democratic),p_Wavny Toussaint (Democratic),p_Anthony R. Caccamo (Conservative),p_Philip J. Smallman (Conservative),p_Lara J. Genovesi (Democratic),p_Scattered,p_Kevin R. Bryant Sr. RECAP,p_Matthew A. Doheny RECAP,p_Kenneth Schaeffer RECAP,p_Evelyn J. Laporte RECAP,p_Dennis W. Houdek RECAP,p_Kathy J. King RECAP,p_Wavny Toussaint RECAP,p_Anthony R. Caccamo RECAP,p_Philip J. Smallman RECAP,p_Lara J. Genovesi RECAP,p_Scattered RECAP,winner,winner_p
50039,50039,100,25,6,26,100,5,101,94,6,6,100,4,473,25,6,26,100,5,101,94,6,6,100,4,0.052854122621564484,0.012684989429175475,0.05496828752642706,0.21141649048625794,0.010570824524312896,0.2135306553911205,0.19873150105708245,0.012684989429175475,0.012684989429175475,0.21141649048625794,0.008456659619450317,0.052854122621564484,0.012684989429175475,0.05496828752642706,0.21141649048625794,0.010570824524312896,0.2135306553911205,0.19873150105708245,0.012684989429175475,0.012684989429175475,0.21141649048625794,0.008456659619450317,Kathy J. King RECAP,0.2135306553911205
50040,50040,100,33,16,36,172,18,181,154,19,15,169,1,814,33,16,36,172,18,181,154,19,15,169,1,0.04054054054054054,0.019656019656019656,0.044226044226044224,0.2113022113022113,0.022113022113022112,0.22235872235872237,0.1891891891891892,0.02334152334152334,0.018427518427518427,0.2076167076167076,0.0012285012285012285,0.04054054054054054,0.019656019656019656,0.044226044226044224,0.2113022113022113,0.022113022113022112,0.22235872235872237,0.1891891891891892,0.02334152334152334,0.018427518427518427,0.2076167076167076,0.0012285012285012285,Kathy J. King RECAP,0.22235872235872237
50041,50041,100,41,26,39,155,23,148,130,24,22,139,8,755,41,26,39,155,23,148,130,24,22,139,8,0.054304635761589407,0.03443708609271523,0.051655629139072845,0.2052980132450331,0.030463576158940398,0.19602649006622516,0.17218543046357615,0.031788079470198675,0.02913907284768212,0.18410596026490067,0.010596026490066225,0.054304635761589407,0.03443708609271523,0.051655629139072845,0.2052980132450331,0.030463576158940398,0.19602649006622516,0.17218543046357615,0.031788079470198675,0.02913907284768212,0.18410596026490067,0.010596026490066225,Evelyn J. Laporte RECAP,0.2052980132450331
50042,50042,100,69,21,67,160,17,159,129,22,16,155,0,815,69,21,67,160,17,159,129,22,16,155,0,0.08466257668711656,0.025766871165644172,0.08220858895705521,0.19631901840490798,0.020858895705521473,0.1950920245398773,0.15828220858895706,0.026993865030674847,0.0196319018404908,0.1901840490797546,0.0,0.08466257668711656,0.025766871165644172,0.08220858895705521,0.19631901840490798,0.020858895705521473,0.1950920245398773,0.15828220858895706,0.026993865030674847,0.0196319018404908,0.1901840490797546,0.0,Evelyn J. Laporte RECAP,0.19631901840490798
50043,50043,100,20,8,24,83,9,86,75,9,9,77,4,404,20,8,24,83,9,86,75,9,9,77,4,0.04950495049504951,0.019801980198019802,0.0594059405940594,0.20544554455445543,0.022277227722772276,0.21287128712871287,0.18564356435643564,0.022277227722772276,0.022277227722772276,0.1905940594059406,0.009900990099009901,0.04950495049504951,0.019801980198019802,0.0594059405940594,0.20544554455445543,0.022277227722772276,0.21287128712871287,0.18564356435643564,0.022277227722772276,0.022277227722772276,0.1905940594059406,0.009900990099009901,Kathy J. King RECAP,0.21287128712871287
50044,50044,100,47,14,51,154,11,168,135,18,16,161,1,776,47,14,51,154,11,168,135,18,16,161,1,0.06056701030927835,0.01804123711340206,0.06572164948453608,0.19845360824742267,0.014175257731958763,0.21649484536082475,0.17396907216494845,0.023195876288659795,0.020618556701030927,0.20747422680412372,0.001288659793814433,0.06056701030927835,0.01804123711340206,0.06572164948453608,0.19845360824742267,0.014175257731958763,0.21649484536082475,0.17396907216494845,0.023195876288659795,0.020618556701030927,0.20747422680412372,0.001288659793814433,Kathy J. King RECAP,0.21649484536082475
50045,50045,100,5,3,5,25,2,22,16,4,2,18,0,102,5,3,5,25,2,22,16,4,2,18,0,0.049019607843137254,0.029411764705882353,0.049019607843137254,0.24509803921568626,0.0196078431372549,0.21568627450980393,0.1568627450980392,0.0392156862745098,0.0196078431372549,0.17647058823529413,0.0,0.049019607843137254,0.029411764705882353,0.049019607843137254,0.24509803921568626,0.0196078431372549,0.21568627450980393,0.1568627450980392,0.0392156862745098,0.0196078431372549,0.17647058823529413,0.0,Evelyn J. Laporte RECAP,0.24509803921568626
50046,50046,100,23,11,27,105,10,104,92,11,8,96,0,487,23,11,27,105,10,104,92,11,8,96,0,0.04722792607802875,0.022587268993839837,0.055441478439425054,0.21560574948665298,0.02053388090349076,0.2135523613963039,0.188911704312115,0.022587268993839837,0.01642710472279261,0.1971252566735113,0.0,0.04722792607802875,0.022587268993839837,0.055441478439425054,0.21560574948665298,0.02053388090349076,0.2135523613963039,0.188911704312115,0.022587268993839837,0.01642710472279261,0.1971252566735113,0.0,Evelyn J. Laporte RECAP,0.21560574948665298
50047,50047,100,24,5,27,72,4,73,59,6,8,65,0,343,24,5,27,72,4,73,59,6,8,65,0,0.06997084548104957,0.014577259475218658,0.07871720116618076,0.2099125364431487,0.011661807580174927,0.21282798833819241,0.17201166180758018,0.01749271137026239,0.023323615160349854,0.18950437317784258,0.0,0.06997084548104957,0.014577259475218658,0.07871720116618076,0.2099125364431487,0.011661807580174927,0.21282798833819241,0.17201166180758018,0.01749271137026239,0.023323615160349854,0.18950437317784258,0.0,Kathy J. King RECAP,0.21282798833819241
50048,50048,100,25,10,29,97,11,95,79,11,10,83,0,450,25,10,29,97,11,95,79,11,10,83,0,0.05555555555555555,0.022222222222222223,0.06444444444444444,0.21555555555555556,0.024444444444444446,0.2111111111111111,0.17555555555555555,0.024444444444444446,0.022222222222222223,0.18444444444444444,0.0,0.05555555555555555,0.022222222222222223,0.06444444444444444,0.21555555555555556,0.024444444444444446,0.2111111111111111,0.17555555555555555,0.024444444444444446,0.022222222222222223,0.18444444444444444,0.0,Evelyn J. Laporte RECAP,0.21555555555555556
50049,50049,100,46,5,47,162,5,145,128,6,6,131,0,681,46,5,47,162,5,145,128,6,6,131,0,0.06754772393538913,0.007342143906020558,0.06901615271659324,0.23788546255506607,0.007342143906020558,0.21292217327459617,0.18795888399412627,0.00881057268722467,0.00881057268722467,0.19236417033773862,0.0,0.06754772393538913,0.007342143906020558,0.06901615271659324,0.23788546255506607,0.007342143906020558,0.21292217327459617,0.18795888399412627,0.00881057268722467,0.00881057268722467,0.19236417033773862,0.0,Evelyn J. Laporte RECAP,0.23788546255506607
50050,50050,100,29,7,32,100,6,108,80,10,8,92,1,473,29,7,32,100,6,108,80,10,8,92,1,0.0613107822410148,0.014799154334038054,0.06765327695560254,0.21141649048625794,0.012684989429175475,0.22832980972515857,0.16913319238900634,0.021141649048625793,0.016913319238900635,0.1945031712473573,0.0021141649048625794,0.0613107822410148,0.014799154334038054,0.06765327695560254,0.21141649048625794,0.012684989429175475,0.22832980972515857,0.16913319238900634,0.021141649048625793,0.016913319238900635,0.1945031712473573,0.0021141649048625794,Kathy J. King RECAP,0.22832980972515857
50051,50051,100,21,3,22,76,1,73,52,5,1,62,0,316,21,3,22,76,1,73,52,5,1,62,0,0.06645569620253164,0.00949367088607595,0.06962025316455696,0.24050632911392406,0.0031645569620253164,0.2310126582278481,0.16455696202531644,0.015822784810126583,0.0031645569620253164,0.1962025316455696,0.0,0.06645569620253164,0.00949367088607595,0.06962025316455696,0.24050632911392406,0.0031645569620253164,0.2310126582278481,0.16455696202531644,0.015822784810126583,0.0031645569620253164,0.1962025316455696,0.0,Evelyn J. Laporte RECAP,0.24050632911392406
50052,50052,100,21,8,23,118,8,105,83,7,6,95,0,474,21,8,23,118,8,105,83,7,6,95,0,0.04430379746835443,0.016877637130801686,0.04852320675105485,0.2489451476793249,0.016877637130801686,0.22151898734177214,0.1751054852320675,0.014767932489451477,0.012658227848101266,0.20042194092827004,0.0,0.04430379746835443,0.016877637130801686,0.04852320675105485,0.2489451476793249,0.016877637130801686,0.22151898734177214,0.1751054852320675,0.014767932489451477,0.012658227848101266,0.20042194092827004,0.0,Evelyn J. Laporte RECAP,0.2489451476793249
50053,50053,100,11,2,10,53,3,47,44,3,2,49,0,224,11,2,10,53,3,47,44,3,2,49,0,0.049107142857142856,0.008928571428571428,0.044642857142857144,0.23660714285714285,0.013392857142857142,0.20982142857142858,0.19642857142857142,0.013392857142857142,0.008928571428571428,0.21875,0.0,0.049107142857142856,0.008928571428571428,0.044642857142857144,0.23660714285714285,0.013392857142857142,0.20982142857142858,0.19642857142857142,0.013392857142857142,0.008928571428571428,0.21875,0.0,Evelyn J. Laporte RECAP,0.23660714285714285
50054,50054,100,5,3,3,44,3,41,39,4,3,41,0,186,5,3,3,44,3,41,39,4,3,41,0,0.026881720430107527,0.016129032258064516,0.016129032258064516,0.23655913978494625,0.016129032258064516,0.22043010752688172,0.20967741935483872,0.021505376344086023,0.016129032258064516,0.22043010752688172,0.0,0.026881720430107527,0.016129032258064516,0.016129032258064516,0.23655913978494625,0.016129032258064516,0.22043010752688172,0.20967741935483872,0.021505376344086023,0.016129032258064516,0.22043010752688172,0.0,Evelyn J. Laporte RECAP,0.23655913978494625
50055,50055,100,5,4,5,26,2,31,25,2,3,28,0,131,5,4,5,26,2,31,25,2,3,28,0,0.03816793893129771,0.030534351145038167,0.03816793893129771,0.1984732824427481,0.015267175572519083,0.2366412213740458,0.19083969465648856,0.015267175572519083,0.022900763358778626,0.21374045801526717,0.0,0.03816793893129771,0.030534351145038167,0.03816793893129771,0.1984732824427481,0.015267175572519083,0.2366412213740458,0.19083969465648856,0.015267175572519083,0.022900763358778626,0.21374045801526717,0.0,Kathy J. King RECAP,0.2366412213740458
50057,50057,100,11,9,9,68,8,62,52,7,7,54,1,288,11,9,9,68,8,62,52,7,7,54,1,0.03819444444444445,0.03125,0.03125,0.2361111111111111,0.027777777777777776,0.2152777777777778,0.18055555555555555,0.024305555555555556,0.024305555555555556,0.1875,0.003472222222222222,0.03819444444444445,0.03125,0.03125,0.2361111111111111,0.027777777777777776,0.2152777777777778,0.18055555555555555,0.024305555555555556,0.024305555555555556,0.1875,0.003472222222222222,Evelyn J. Laporte RECAP,0.2361111111111111
50058,50058,100,6,13,3,46,12,41,35,12,12,36,0,216,6,13,3,46,12,41,35,12,12,36,0,0.027777777777777776,0.06018518518518518,0.013888888888888888,0.21296296296296297,0.05555555555555555,0.18981481481481483,0.16203703703703703,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.0,0.027777777777777776,0.06018518518518518,0.013888888888888888,0.21296296296296297,0.05555555555555555,0.18981481481481483,0.16203703703703703,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.0,Evelyn J. Laporte RECAP,0.21296296296296297
50059,50059,100,20,9,18,87,6,74,63,7,6,67,0,357,20,9,18,87,6,74,63,7,6,67,0,0.056022408963585436,0.025210084033613446,0.05042016806722689,0.24369747899159663,0.01680672268907563,0.20728291316526612,0.17647058823529413,0.0196078431372549,0.01680672268907563,0.1876750700280112,0.0,0.056022408963585436,0.025210084033613446,0.05042016806722689,0.24369747899159663,0.01680672268907563,0.20728291316526612,0.17647058823529413,0.0196078431372549,0.01680672268907563,0.1876750700280112,0.0,Evelyn J. Laporte RECAP,0.24369747899159663
50060,50060,100,18,7,19,92,7,78,68,7,7,71,4,378,18,7,19,92,7,78,68,7,7,71,4,0.047619047619047616,0.018518518518518517,0.05026455026455026,0.24338624338624337,0.018518518518518517,0.20634920634920634,0.17989417989417988,0.018518518518518517,0.018518518518518517,0.18783068783068782,0.010582010582010581,0.047619047619047616,0.018518518518518517,0.05026455026455026,0.24338624338624337,0.018518518518518517,0.20634920634920634,0.17989417989417988,0.018518518518518517,0.018518518518518517,0.18783068783068782,0.010582010582010581,Evelyn J. Laporte RECAP,0.24338624338624337
50061,50061,100,5,8,3,58,6,53,43,7,7,43,0,233,5,8,3,58,6,53,43,7,7,43,0,0.02145922746781116,0.034334763948497854,0.012875536480686695,0.24892703862660945,0.02575107296137339,0.22746781115879827,0.18454935622317598,0.030042918454935622,0.030042918454935622,0.18454935622317598,0.0,0.02145922746781116,0.034334763948497854,0.012875536480686695,0.24892703862660945,0.02575107296137339,0.22746781115879827,0.18454935622317598,0.030042918454935622,0.030042918454935622,0.18454935622317598,0.0,Evelyn J. Laporte RECAP,0.24892703862660945
50062,50062,100,2,3,3,74,2,74,66,1,2,58,0,285,2,3,3,74,2,74,66,1,2,58,0,0.007017543859649123,0.010526315789473684,0.010526315789473684,0.2596491228070175,0.007017543859649123,0.2596491228070175,0.23157894736842105,0.0035087719298245615,0.007017543859649123,0.20350877192982456,0.0,0.007017543859649123,0.010526315789473684,0.010526315789473684,0.2596491228070175,0.007017543859649123,0.2596491228070175,0.23157894736842105,0.0035087719298245615,0.007017543859649123,0.20350877192982456,0.0,Tie,0.2596491228070175
50063,50063,100,2,0,2,61,0,52,42,2,3,40,0,204,2,0,2,61,0,52,42,2,3,40,0,0.00980392156862745,0.0,0.00980392156862745,0.29901960784313725,0.0,0.2549019607843137,0.20588235294117646,0.00980392156862745,0.014705882352941176,0.19607843137254902,0.0,0.00980392156862745,0.0,0.00980392156862745,0.29901960784313725,0.0,0.2549019607843137,0.20588235294117646,0.00980392156862745,0.014705882352941176,0.19607843137254902,0.0,Evelyn J. Laporte RECAP,0.29901960784313725
50064,50064,100,0,4,0,10,5,11,9,5,6,9,0,59,0,4,0,10,5,11,9,5,6,9,0,0.0,0.06779661016949153,0.0,0.1694915254237288,0.0847457627118644,0.1864406779661017,0.15254237288135594,0.0847457627118644,0.1016949152542373,0.15254237288135594,0.0,0.0,0.06779661016949153,0.0,0.1694915254237288,0.0847457627118644,0.1864406779661017,0.15254237288135594,0.0847457627118644,0.1016949152542373,0.15254237288135594,0.0,Kathy J. King RECAP,0.1864406779661017
50065,50065,100,1,10,2,22,10,18,18,10,9,18,0,118,1,10,2,22,10,18,18,10,9,18,0,0.00847457627118644,0.0847457627118644,0.01694915254237288,0.1864406779661017,0.0847457627118644,0.15254237288135594,0.15254237288135594,0.0847457627118644,0.07627118644067797,0.15254237288135594,0.0,0.00847457627118644,0.0847457627118644,0.01694915254237288,0.1864406779661017,0.0847457627118644,0.15254237288135594,0.15254237288135594,0.0847457627118644,0.07627118644067797,0.15254237288135594,0.0,Evelyn J. Laporte RECAP,0.1864406779661017
50066,50066,100,2,7,1,15,7,14,12,7,8,13,3,89,2,7,1,15,7,14,12,7,8,13,3,0.02247191011235955,0.07865168539325842,0.011235955056179775,0.16853932584269662,0.07865168539325842,0.15730337078651685,0.1348314606741573,0.07865168539325842,0.0898876404494382,0.14606741573033707,0.033707865168539325,0.02247191011235955,0.07865168539325842,0.011235955056179775,0.16853932584269662,0.07865168539325842,0.15730337078651685,0.1348314606741573,0.07865168539325842,0.0898876404494382,0.14606741573033707,0.033707865168539325,Evelyn J. Laporte RECAP,0.16853932584269662
50067,50067,100,2,2,2,14,2,12,11,5,4,13,1,68,2,2,2,14,2,12,11,5,4,13,1,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.20588235294117646,0.029411764705882353,0.17647058823529413,0.16176470588235295,0.07352941176470588,0.058823529411764705,0.19117647058823528,0.014705882352941176,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.20588235294117646,0.029411764705882353,0.17647058823529413,0.16176470588235295,0.07352941176470588,0.058823529411764705,0.19117647058823528,0.014705882352941176,Evelyn J. Laporte RECAP,0.20588235294117646
50068,50068,100,1,4,3,35,3,34,34,4,3,31,1,153,1,4,3,35,3,34,34,4,3,31,1,0.006535947712418301,0.026143790849673203,0.0196078431372549,0.22875816993464052,0.0196078431372549,0.2222222222222222,0.2222222222222222,0.026143790849673203,0.0196078431372549,0.20261437908496732,0.006535947712418301,0.006535947712418301,0.026143790849673203,0.0196078431372549,0.22875816993464052,0.0196078431372549,0.2222222222222222,0.2222222222222222,0.026143790849673203,0.0196078431372549,0.20261437908496732,0.006535947712418301,Evelyn J. Laporte RECAP,0.22875816993464052
50069,50069,100,3,7,2,32,7,30,22,8,11,20,1,143,3,7,2,32,7,30,22,8,11,20,1,0.02097902097902098,0.04895104895104895,0.013986013986013986,0.22377622377622378,0.04895104895104895,0.2097902097902098,0.15384615384615385,0.055944055944055944,0.07692307692307693,0.13986013986013987,0.006993006993006993,0.02097902097902098,0.04895104895104895,0.013986013986013986,0.22377622377622378,0.04895104895104895,0.2097902097902098,0.15384615384615385,0.055944055944055944,0.07692307692307693,0.13986013986013987,0.006993006993006993,Evelyn J. Laporte RECAP,0.22377622377622378
50070,50070,100,4,3,4,9,4,8,5,4,5,7,0,53,4,3,4,9,4,8,5,4,5,7,0,0.07547169811320754,0.05660377358490566,0.07547169811320754,0.16981132075471697,0.07547169811320754,0.1509433962264151,0.09433962264150944,0.07547169811320754,0.09433962264150944,0.1320754716981132,0.0,0.07547169811320754,0.05660377358490566,0.07547169811320754,0.16981132075471697,0.07547169811320754,0.1509433962264151,0.09433962264150944,0.07547169811320754,0.09433962264150944,0.1320754716981132,0.0,Evelyn J. Laporte RECAP,0.16981132075471697
50071,50071,100,0,1,0,3,1,3,3,1,0,2,0,14,0,1,0,3,1,3,3,1,0,2,0,0.0,0.07142857142857142,0.0,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.0,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.0,0.14285714285714285,0.0,Tie,0.21428571428571427
50072,50072,100,5,7,6,9,6,10,9,6,5,7,1,71,5,7,6,9,6,10,9,6,5,7,1,0.07042253521126761,0.09859154929577464,0.08450704225352113,0.1267605633802817,0.08450704225352113,0.14084507042253522,0.1267605633802817,0.08450704225352113,0.07042253521126761,0.09859154929577464,0.014084507042253521,0.07042253521126761,0.09859154929577464,0.08450704225352113,0.1267605633802817,0.08450704225352113,0.14084507042253522,0.1267605633802817,0.08450704225352113,0.07042253521126761,0.09859154929577464,0.014084507042253521,Kathy J. King RECAP,0.14084507042253522
50073,50073,100,3,7,4,10,5,10,10,6,5,10,0,70,3,7,4,10,5,10,10,6,5,10,0,0.04285714285714286,0.1,0.05714285714285714,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.08571428571428572,0.07142857142857142,0.14285714285714285,0.0,0.04285714285714286,0.1,0.05714285714285714,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.08571428571428572,0.07142857142857142,0.14285714285714285,0.0,Tie,0.14285714285714285
50074,50074,100,1,3,2,13,4,16,12,5,4,13,0,73,1,3,2,13,4,16,12,5,4,13,0,0.0136986301369863,0.0410958904109589,0.0273972602739726,0.1780821917808219,0.0547945205479452,0.2191780821917808,0.1643835616438356,0.0684931506849315,0.0547945205479452,0.1780821917808219,0.0,0.0136986301369863,0.0410958904109589,0.0273972602739726,0.1780821917808219,0.0547945205479452,0.2191780821917808,0.1643835616438356,0.0684931506849315,0.0547945205479452,0.1780821917808219,0.0,Kathy J. King RECAP,0.2191780821917808
50075,50075,100,3,7,3,17,7,15,17,6,7,15,0,97,3,7,3,17,7,15,17,6,7,15,0,0.030927835051546393,0.07216494845360824,0.030927835051546393,0.17525773195876287,0.07216494845360824,0.15463917525773196,0.17525773195876287,0.061855670103092786,0.07216494845360824,0.15463917525773196,0.0,0.030927835051546393,0.07216494845360824,0.030927835051546393,0.17525773195876287,0.07216494845360824,0.15463917525773196,0.17525773195876287,0.061855670103092786,0.07216494845360824,0.15463917525773196,0.0,Tie,0.17525773195876287
50076,50076,100,6,8,4,50,6,38,37,6,7,41,0,203,6,8,4,50,6,38,37,6,7,41,0,0.029556650246305417,0.03940886699507389,0.019704433497536946,0.24630541871921183,0.029556650246305417,0.18719211822660098,0.18226600985221675,0.029556650246305417,0.034482758620689655,0.2019704433497537,0.0,0.029556650246305417,0.03940886699507389,0.019704433497536946,0.24630541871921183,0.029556650246305417,0.18719211822660098,0.18226600985221675,0.029556650246305417,0.034482758620689655,0.2019704433497537,0.0,Evelyn J. Laporte RECAP,0.24630541871921183
50077,50077,100,1,11,1,14,8,10,8,7,10,12,0,82,1,11,1,14,8,10,8,7,10,12,0,0.012195121951219513,0.13414634146341464,0.012195121951219513,0.17073170731707318,0.0975609756097561,0.12195121951219512,0.0975609756097561,0.08536585365853659,0.12195121951219512,0.14634146341463414,0.0,0.012195121951219513,0.13414634146341464,0.012195121951219513,0.17073170731707318,0.0975609756097561,0.12195121951219512,0.0975609756097561,0.08536585365853659,0.12195121951219512,0.14634146341463414,0.0,Evelyn J. Laporte RECAP,0.17073170731707318
50078,50078,100,2,8,0,13,8,13,8,7,8,8,0,75,2,8,0,13,8,13,8,7,8,8,0,0.02666666666666667,0.10666666666666667,0.0,0.17333333333333334,0.10666666666666667,0.17333333333333334,0.10666666666666667,0.09333333333333334,0.10666666666666667,0.10666666666666667,0.0,0.02666666666666667,0.10666666666666667,0.0,0.17333333333333334,0.10666666666666667,0.17333333333333334,0.10666666666666667,0.09333333333333334,0.10666666666666667,0.10666666666666667,0.0,Tie,0.17333333333333334
50079,50079,100,3,9,2,15,7,12,10,9,9,12,1,89,3,9,2,15,7,12,10,9,9,12,1,0.033707865168539325,0.10112359550561797,0.02247191011235955,0.16853932584269662,0.07865168539325842,0.1348314606741573,0.11235955056179775,0.10112359550561797,0.10112359550561797,0.1348314606741573,0.011235955056179775,0.033707865168539325,0.10112359550561797,0.02247191011235955,0.16853932584269662,0.07865168539325842,0.1348314606741573,0.11235955056179775,0.10112359550561797,0.10112359550561797,0.1348314606741573,0.011235955056179775,Evelyn J. Laporte RECAP,0.16853932584269662
50080,50080,100,3,8,7,14,7,18,12,7,6,16,0,98,3,8,7,14,7,18,12,7,6,16,0,0.030612244897959183,0.08163265306122448,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.1836734693877551,0.12244897959183673,0.07142857142857142,0.061224489795918366,0.16326530612244897,0.0,0.030612244897959183,0.08163265306122448,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.1836734693877551,0.12244897959183673,0.07142857142857142,0.061224489795918366,0.16326530612244897,0.0,Kathy J. King RECAP,0.1836734693877551
50081,50081,100,5,0,5,15,0,12,10,0,0,11,0,58,5,0,5,15,0,12,10,0,0,11,0,0.08620689655172414,0.0,0.08620689655172414,0.25862068965517243,0.0,0.20689655172413793,0.1724137931034483,0.0,0.0,0.1896551724137931,0.0,0.08620689655172414,0.0,0.08620689655172414,0.25862068965517243,0.0,0.20689655172413793,0.1724137931034483,0.0,0.0,0.1896551724137931,0.0,Evelyn J. Laporte RECAP,0.25862068965517243
50082,50082,100,1,3,1,10,3,6,11,2,2,6,0,45,1,3,1,10,3,6,11,2,2,6,0,0.022222222222222223,0.06666666666666667,0.022222222222222223,0.2222222222222222,0.06666666666666667,0.13333333333333333,0.24444444444444444,0.044444444444444446,0.044444444444444446,0.13333333333333333,0.0,0.022222222222222223,0.06666666666666667,0.022222222222222223,0.2222222222222222,0.06666666666666667,0.13333333333333333,0.24444444444444444,0.044444444444444446,0.044444444444444446,0.13333333333333333,0.0,Wavny Toussaint RECAP,0.24444444444444444
50083,50083,100,10,10,11,51,6,49,40,8,6,46,1,238,10,10,11,51,6,49,40,8,6,46,1,0.04201680672268908,0.04201680672268908,0.046218487394957986,0.21428571428571427,0.025210084033613446,0.20588235294117646,0.16806722689075632,0.03361344537815126,0.025210084033613446,0.19327731092436976,0.004201680672268907,0.04201680672268908,0.04201680672268908,0.046218487394957986,0.21428571428571427,0.025210084033613446,0.20588235294117646,0.16806722689075632,0.03361344537815126,0.025210084033613446,0.19327731092436976,0.004201680672268907,Evelyn J. Laporte RECAP,0.21428571428571427
50084,50084,100,2,1,2,15,2,16,12,1,2,15,0,68,2,1,2,15,2,16,12,1,2,15,0,0.029411764705882353,0.014705882352941176,0.029411764705882353,0.22058823529411764,0.029411764705882353,0.23529411764705882,0.17647058823529413,0.014705882352941176,0.029411764705882353,0.22058823529411764,0.0,0.029411764705882353,0.014705882352941176,0.029411764705882353,0.22058823529411764,0.029411764705882353,0.23529411764705882,0.17647058823529413,0.014705882352941176,0.029411764705882353,0.22058823529411764,0.0,Kathy J. King RECAP,0.23529411764705882
50085,50085,100,19,0,18,30,1,36,24,2,0,32,0,162,19,0,18,30,1,36,24,2,0,32,0,0.11728395061728394,0.0,0.1111111111111111,0.18518518518518517,0.006172839506172839,0.2222222222222222,0.14814814814814814,0.012345679012345678,0.0,0.19753086419753085,0.0,0.11728395061728394,0.0,0.1111111111111111,0.18518518518518517,0.006172839506172839,0.2222222222222222,0.14814814814814814,0.012345679012345678,0.0,0.19753086419753085,0.0,Kathy J. King RECAP,0.2222222222222222
50086,50084,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
50087,50087,100,10,3,10,23,2,22,19,3,2,23,0,117,10,3,10,23,2,22,19,3,2,23,0,0.08547008547008547,0.02564102564102564,0.08547008547008547,0.19658119658119658,0.017094017094017096,0.18803418803418803,0.1623931623931624,0.02564102564102564,0.017094017094017096,0.19658119658119658,0.0,0.08547008547008547,0.02564102564102564,0.08547008547008547,0.19658119658119658,0.017094017094017096,0.18803418803418803,0.1623931623931624,0.02564102564102564,0.017094017094017096,0.19658119658119658,0.0,Tie,0.19658119658119658
50088,50088,100,3,0,3,14,0,11,13,0,0,13,0,57,3,0,3,14,0,11,13,0,0,13,0,0.05263157894736842,0.0,0.05263157894736842,0.24561403508771928,0.0,0.19298245614035087,0.22807017543859648,0.0,0.0,0.22807017543859648,0.0,0.05263157894736842,0.0,0.05263157894736842,0.24561403508771928,0.0,0.19298245614035087,0.22807017543859648,0.0,0.0,0.22807017543859648,0.0,Evelyn J. Laporte RECAP,0.24561403508771928
50089,50089,100,64,6,64,135,6,136,122,3,5,126,4,671,64,6,64,135,6,136,122,3,5,126,4,0.09538002980625931,0.00894187779433681,0.09538002980625931,0.20119225037257824,0.00894187779433681,0.20268256333830104,0.18181818181818182,0.004470938897168405,0.007451564828614009,0.18777943368107303,0.005961251862891207,0.09538002980625931,0.00894187779433681,0.09538002980625931,0.20119225037257824,0.00894187779433681,0.20268256333830104,0.18181818181818182,0.004470938897168405,0.007451564828614009,0.18777943368107303,0.005961251862891207,Kathy J. King RECAP,0.20268256333830104
